accession	plsdb_mpf_type	replicons	n_cds	dual_system	dual_system_both_tierA	family_call_mode	mpft_admitted	mpft_VirB1	mpft_VirB2	mpft_VirB3	mpft_VirB4	mpft_VirB4b	mpft_VirB5	mpft_VirB6	mpft_VirB7	mpft_VirB8	mpft_VirB9	mpft_VirB10	mpft_VirB11	mpft_VirD4	mpft_TraN	mpft_tier	mpft_core_completeness_ga	mpft_architecture	mpft_slot_ready__virb5_virb6	mpft_fused_virB3_virB4	mpft_virB7_status	mpft_n_gap_genes_le10kb	mpft_carries_novel84	mpff_admitted	mpff_TraU	mpff_TraH	mpff_TraF	mpff_TraC_F_IV	mpff_TraG_N	mpff_TrbI	mpff_P-loop_TraG	mpff_TraE	mpff_TrbC_Ftype	mpff_F_T4SS_TraN	mpff_TrwB_AAD_bind	mpff_TraV	mpff_TraG-D_C	mpff_tier	mpff_core_completeness_fspecific	mpff_layout	mpff_anchor_span_bp	mpff_slot_ready__traG	mpff_traN_present	mpff_slot_occupant
LC685593.1	MPF_T	-	81	0	0	GA	1	61;50939;51856;-;38.4	74;62016;62477;-;62.4	73;61711;62007;-;30.7	72;59040;61724;-;72.0	72;59040;61724;-;67.8	71;58351;59043;-;77.5	66;55636;56499;-;136.1		65;54962;55636;-;73.0	64;54149;54934;-;178.1	63;52884;54146;-;145.4	62;51840;52874;-;91.2	55;44288;45838;+;62.4		A	7/7	canonical	1	0	unscoreable	9	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC709173.1	MPF_T	IncI2	76	0	0	GA	1	17;20326;20808;-;81.1		32;36398;36682;-;36.6	31;34035;36392;-;58.5	31;34035;36392;-;42.8	44;42135;42776;-;42.8	45;42782;43777;-;128.5		29;33135;33869;-;144.3	28;32368;33138;-;170.5	27;31239;32378;-;154.7	20;22576;24114;-;207.1	25;28191;30149;-;289.6		A	7/7	rearranged	1	0	unscoreable	17	1	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC712329.1	MPF_T	IncI2	76	0	0	GA	1	17;20326;20808;-;81.1		32;36398;36682;-;36.6	31;34035;36392;-;58.5	31;34035;36392;-;42.8	44;42135;42776;-;42.8	45;42782;43777;-;128.5		29;33135;33869;-;144.3	28;32368;33138;-;170.5	27;31239;32378;-;154.7	20;22576;24114;-;207.1	25;28191;30149;-;289.6		A	7/7	rearranged	1	0	unscoreable	17	1	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC712384.1	MPF_T	IncI2	76	0	0	GA	1	17;20326;20808;-;81.1		32;36398;36682;-;36.6	31;34035;36392;-;58.5	31;34035;36392;-;42.8	44;42135;42776;-;42.8	45;42782;43777;-;128.5		29;33135;33869;-;144.3	28;32368;33138;-;170.5	27;31239;32378;-;154.7	20;22576;24114;-;207.1	25;28191;30149;-;289.6		A	7/7	rearranged	1	0	unscoreable	17	1	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC716358.1	MPF_T	IncX3	58	0	0	GA	1	45;38931;39575;-;46.4	44;38657;38947;-;73.1	43;35879;38632;-;47.0	43;35879;38632;-;142.4	43;35879;38632;-;73.3	42;35099;35869;-;60.1	40;33765;34820;-;133.2		39;32842;33570;-;119.4	38;31907;32836;-;138.8	37;30696;31910;-;128.3	35;29466;30500;-;65.7	34;27628;29463;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC720959.1	MPF_T	IncN	65	0	0	GA	1	20;14570;15304;+;32.5		23;15947;16264;+;63.3	24;16264;18864;+;113.8	24;16264;18864;+;76.4	25;18882;19595;+;105.5	27;19846;20886;+;142.4		28;21105;21803;+;131.9	29;21814;22698;+;159.7	30;22698;23858;+;156.3	31;23900;24895;+;81.2	40;32889;34418;-;38.5		A	7/7	canonical	1	0	unscoreable	11	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC720960.1	MPF_T	IncN	65	0	0	GA	1	20;14945;15679;+;32.5		23;16322;16639;+;63.3	24;16639;19239;+;113.8	24;16639;19239;+;76.4	25;19257;19970;+;105.5	27;20221;21261;+;142.4		28;21480;22178;+;131.9	29;22189;23073;+;159.7	30;23073;24233;+;156.3	31;24275;25270;+;81.2	40;33264;34793;-;38.5		A	7/7	canonical	1	0	unscoreable	11	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC732581.1	MPF_T	-	48	0	0	GA	1	32;28859;29569;-;101.0	31;28555;28848;-;41.2		30;25832;28543;-;78.0	30;25832;28543;-;57.1	29;25194;25835;-;71.2	42;37404;38489;-;71.0		41;36616;37404;-;74.6	40;35864;36601;-;149.0	39;34483;35862;-;180.8	38;33430;34467;-;92.0	34;29833;31350;-;35.6		A	7/7	rearranged	1	0	unscoreable	3	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC735981.1	MPF_F	IncFIB(pECLA)	200	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	106;107007;108005;-;364.2	97;100406;101770;-;359.5	103;103759;104541;-;214.1	114;111363;113972;-;214.8	96;97008;100406;-;306.6	122;116585;117988;-;90.2	114;111363;113972;-;103.5	124;118737;119318;-;100.9	105;106370;106996;-;64.3	104;104538;106373;-;222.5	90;90434;92989;-;360.8	116;114220;114762;-;46.9	90;90434;92989;-;72.8	A	9/9	contiguous	28303	1	1	96317..97006-;229;unnamed;0
LC735983.1	-	IncFII(K);IncFII(pAR0022);IncR	152	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	12;17543;18541;-;370.9	7;12450;13814;-;350.2	9;14410;15180;-;203.4	15;19579;22200;-;217.3	6;9577;12447;-;243.4	18;23160;24491;-;86.0	15;19579;22200;-;92.2	20;25197;25772;-;87.7	11;17145;17573;-;64.0	10;15180;17117;-;231.2	3;6743;8668;-;376.9	16;22209;22739;-;34.9	3;6743;8668;-;68.0	A	9/9	contiguous	18454	1	1	9005..9568-;187;unnamed;0
LC735984.1	MPF_F	IncFII(pECLA);IncHI2;IncHI2A	326	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	38;43489;44547;+;276.9	221;207797;209212;-;194.1	222;209202;210248;-;173.7	11;8955;11636;+;168.0	220;203838;207788;-;101.6	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	36;41836;43347;+;62.7	39;44566;47754;+;58.3	228;217289;219373;+;56.7	10;7996;8946;+;46.4	228;217289;219373;+;38.8	A	9/9	split_3	214531	0	1	
LC744433.1	MPF_F	IncFII	99	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	75;63295;64287;+;369.5	85;70066;71439;+;381.7	80;67393;68136;+;234.4	72;59656;62286;+;304.1	86;71436;74258;+;374.0	65;55206;56657;+;94.2	72;59656;62286;+;97.1	63;53925;54491;+;174.3	77;64631;65269;+;68.6	78;65266;67116;+;266.1	90;76530;78728;+;391.2	68;57517;58032;+;78.4	90;76530;78728;+;70.3	A	9/9	contiguous	22605	1	1	74280..74759+;159;TraS;0
LC744434.1	MPF_F	IncFII	94	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	70;59438;60430;+;369.5	80;66209;67582;+;381.7	75;63536;64279;+;234.4	67;55799;58429;+;304.1	81;67579;70401;+;374.0	60;51349;52800;+;94.2	67;55799;58429;+;97.1	58;50068;50634;+;174.3	72;60774;61412;+;68.6	73;61409;63259;+;266.1	85;72673;74889;+;391.2	63;53660;54175;+;78.4	85;72673;74889;+;70.3	A	9/9	contiguous	22605	1	1	70423..70902+;159;TraS;0
LC744435.1	MPF_F	IncFIA;IncFII	108	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1				96;88981;90606;+;144.6			96;88981;90606;+;99.8	94;88086;88652;+;183.8			96;88981;90606;+;24.0			D	2/9	contiguous	895	0	0	
LC744436.1	MPF_F	IncFII	88	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	62;53243;54235;+;369.3	71;59297;60670;+;380.7	66;56934;57707;+;232.8	59;49604;52234;+;303.5	72;60667;63486;+;385.6	52;44899;46326;+;94.3	59;49604;52234;+;98.5	50;43618;44184;+;183.8	63;54244;54882;+;68.7	64;54879;56687;+;268.0	75;65018;67252;+;391.7	56;47454;47969;+;78.6	75;65018;67252;+;70.3	A	9/9	contiguous	21400	1	1	63511..64002+;163;TraS;0
LC744437.1	MPF_T	IncX3	58	0	0	GA	1	45;37512;38156;-;46.4	44;37238;37528;-;73.1	43;34460;37213;-;47.0	43;34460;37213;-;142.4	43;34460;37213;-;73.3	42;33680;34450;-;60.1	40;32346;33401;-;133.2		39;31423;32151;-;119.4	38;30488;31417;-;138.8	37;29277;30491;-;128.3	35;28047;29081;-;65.7	34;26209;28044;-;494.3		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC744438.1	MPF_F	IncC	189	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	91;66838;67845;+;332.9	178;146197;147630;+;339.2	177;145167;146195;+;221.7	86;61639;64086;+;354.2	179;147643;151257;+;375.3	81;52812;54128;+;135.0	86;61639;64086;+;128.6	79;51288;51914;+;92.1	89;64908;66173;+;67.6	92;67961;70756;+;145.3	70;45613;47478;+;47.4	82;54125;54703;+;100.2	70;45613;47478;+;52.0	A	9/9	split_2	102030	0	1	
LC744439.1	MPF_F	IncFII	86	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	63;56819;57811;+;369.0	72;62873;64246;+;380.7	67;60510;61283;+;232.8	60;53180;55810;+;303.5	73;64243;67068;+;386.0	53;48475;49902;+;94.3	60;53180;55810;+;98.5	51;47205;47708;+;148.1	64;57820;58458;+;64.9	65;58455;60263;+;268.0	76;68572;70779;+;391.7	57;51030;51545;+;78.6	76;68572;70779;+;70.3	A	9/9	contiguous	21367	1	1	67065..67574+;169;unnamed;0
LC744440.1	MPF_F	IncFII	106	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;68479;69471;+;369.5	92;75250;76623;+;381.7	87;72577;73320;+;234.4	79;64840;67470;+;304.1	93;76620;79442;+;374.0	72;60390;61841;+;94.2	79;64840;67470;+;97.1	70;59109;59675;+;174.3	84;69815;70453;+;68.6	85;70450;72300;+;266.1	97;81714;83894;+;391.2	75;62701;63216;+;78.4	97;81714;83894;+;70.3	A	9/9	contiguous	22605	1	1	79464..79943+;159;TraS;0
LC744441.1	MPF_F	IncHI2;IncHI2A	318	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	29;32275;33333;+;276.9	230;212563;213978;-;194.1	231;213968;215014;-;173.7	11;8955;11636;+;168.0	229;208604;212554;-;101.6	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	27;30622;32133;+;62.7	30;33352;36540;+;58.3	237;222055;224139;+;56.7	10;7996;8946;+;46.4	237;222055;224139;+;38.8	A	9/9	split_3	219297	0	1	
LC744443.1	MPF_F	IncFII	106	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;68806;69798;+;369.5	92;75577;76950;+;381.7	87;72904;73647;+;234.4	79;65167;67797;+;304.1	93;76947;79769;+;374.0	72;60717;62168;+;94.2	79;65167;67797;+;97.1	70;59436;60002;+;174.3	84;70142;70780;+;68.6	85;70777;72627;+;266.1	97;82041;84311;+;391.1	75;63028;63543;+;78.4	97;82041;84311;+;70.3	A	9/9	contiguous	22605	1	1	79791..80270+;159;TraS;0
LC744444.1	MPF_F	IncFIA;IncFII	140	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	114;108152;109144;+;371.6	123;114206;115579;+;380.7	118;111873;112616;+;233.0	111;104516;107143;+;303.5	124;115576;118395;+;386.2	105;100930;102357;+;91.9	111;104516;107143;+;98.5	103;99649;100215;+;182.9	115;109153;109791;+;64.9	116;109788;111596;+;268.2	127;119927;122143;+;391.7	110;103485;104000;+;76.4	127;119927;122143;+;70.3	A	9/9	contiguous	20278	1	1	118420..118911+;163;TraS;0
LC744445.1	MPF_F	IncC	219	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	93;66837;67844;+;332.9	208;175939;177372;+;339.2	207;174897;175937;+;221.6	88;61638;64085;+;354.2	209;177385;180999;+;375.3	83;52811;54127;+;135.0	88;61638;64085;+;128.6	81;51287;51913;+;92.1	91;64907;66172;+;67.6	94;67960;70755;+;145.3	72;45612;47477;+;47.4	84;54124;54702;+;100.2	72;45612;47477;+;52.0	A	9/9	split_2	131773	0	1	
LC744446.1	MPF_T	IncX3	58	0	0	GA	1	45;38024;38668;-;46.4	44;37750;38040;-;73.1	43;34972;37725;-;47.0	43;34972;37725;-;142.4	43;34972;37725;-;73.3	42;34192;34962;-;60.1	40;32858;33913;-;133.2		39;31935;32663;-;119.4	38;31000;31929;-;138.8	37;29789;31003;-;128.3	35;28559;29593;-;65.7	34;26721;28556;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC744447.1	MPF_F	IncFII	84	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	61;56010;57002;+;369.3	70;62064;63437;+;380.7	65;59701;60474;+;232.8	58;52371;55001;+;303.5	71;63434;66259;+;386.0	51;47666;49093;+;94.3	58;52371;55001;+;98.5	49;46385;46951;+;183.8	62;57011;57649;+;68.7	63;57646;59454;+;268.0	74;67763;69961;+;391.7	55;50221;50736;+;78.6	74;67763;69961;+;70.3	A	9/9	contiguous	21378	1	1	66256..66765+;169;unnamed;0
LC744448.1	MPF_F	IncFIB(pNDM-Mar);IncHI1B(pNDM-MAR)	286	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	213;189239;190276;-;282.3	72;54763;56172;+;190.4	71;53736;54773;+;175.7	225;201108;203825;-;149.6	73;56174;60142;+;121.3	229;205938;207308;-;65.6	225;201108;203825;-;85.2	232;208954;209814;-;79.0	214;190273;191634;-;69.9	212;186044;189229;-;59.9	64;44411;46537;-;57.7	226;203870;204607;-;56.9	64;44411;46537;-;41.0	A	9/9	split_2	164543	0	1	
LC744449.1	MPF_F	IncFII	106	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;68809;69801;+;369.5	92;75580;76953;+;381.7	87;72907;73650;+;234.4	79;65170;67800;+;304.1	93;76950;79772;+;374.0	72;60720;62171;+;94.2	79;65170;67800;+;97.1	70;59439;60005;+;174.3	84;70145;70783;+;68.6	85;70780;72630;+;266.1	97;82044;84251;+;391.2	75;63031;63546;+;78.4	97;82044;84251;+;70.3	A	9/9	contiguous	22605	1	1	79794..80273+;159;TraS;0
LC744450.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;109008;110000;+;371.6	124;115062;116435;+;380.7	119;112729;113472;+;233.0	112;105372;107999;+;303.5	125;116432;119251;+;386.2	106;101786;103213;+;91.9	112;105372;107999;+;98.5	104;100505;101071;+;182.9	116;110009;110647;+;64.9	117;110644;112452;+;268.2	128;120783;123017;+;391.7	111;104341;104856;+;76.4	128;120783;123017;+;70.3	A	9/9	contiguous	20278	1	1	119276..119767+;163;TraS;0
LC744451.1	MPF_F	IncFII	108	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;75199;76191;+;369.3	91;81253;82626;+;381.0	86;78890;79663;+;234.0	79;71563;74190;+;303.5	92;82623;85448;+;386.0	74;68081;69508;+;94.3	79;71563;74190;+;99.2	72;66800;67366;+;183.8	83;76200;76838;+;68.7	84;76835;78643;+;268.0	95;86952;89222;+;391.6	78;70532;71047;+;78.4	95;86952;89222;+;70.3	A	9/9	contiguous	20152	1	1	85445..85954+;169;unnamed;0
LC744452.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;109008;110000;+;371.6	124;115062;116435;+;380.7	119;112729;113472;+;233.0	112;105372;107999;+;303.5	125;116432;119251;+;386.2	106;101786;103213;+;91.9	112;105372;107999;+;98.5	104;100505;101071;+;182.9	116;110009;110647;+;64.9	117;110644;112452;+;268.2	128;120783;123017;+;391.7	111;104341;104856;+;76.4	128;120783;123017;+;70.3	A	9/9	contiguous	20278	1	1	119276..119767+;163;TraS;0
LC744453.1	MPF_F	IncFII	111	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	85;74252;75244;+;369.3	94;80306;81679;+;381.0	89;77943;78716;+;234.0	82;70616;73243;+;303.5	95;81676;84501;+;386.0	77;67134;68561;+;94.3	82;70616;73243;+;99.2	75;65853;66419;+;183.8	86;75253;75891;+;68.7	87;75888;77696;+;268.0	98;86005;88275;+;391.6	81;69585;70100;+;78.4	98;86005;88275;+;70.3	A	9/9	contiguous	20152	1	1	84498..85007+;169;unnamed;0
LC744454.1	MPF_F	IncC	233	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	101;73969;74976;+;332.9	222;186860;188293;+;339.2	221;185818;186858;+;221.6	96;68770;71217;+;354.2	223;188306;191920;+;375.3	86;54125;55441;+;135.0	96;68770;71217;+;128.6	84;52601;53227;+;92.1	99;72039;73304;+;67.6	102;75092;77887;+;145.3	72;45613;47478;+;47.4	87;55438;56016;+;100.2	72;45613;47478;+;52.0	A	9/9	split_2	142693	0	1	
LC744455.1	MPF_F	IncFIA;IncFII	140	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	111;103312;104304;+;371.6	120;109366;110739;+;380.7	115;107033;107776;+;233.0	108;99676;102303;+;303.5	121;110736;113555;+;386.2	102;96090;97517;+;91.9	108;99676;102303;+;98.5	100;94809;95375;+;182.9	112;104313;104951;+;64.9	113;104948;106756;+;268.2	124;115087;117303;+;391.7	107;98645;99160;+;76.4	124;115087;117303;+;70.3	A	9/9	contiguous	20278	1	1	113580..114071+;163;TraS;0
LC744456.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;109008;110000;+;371.6	124;115062;116435;+;380.7	119;112729;113472;+;233.0	112;105372;107999;+;303.5	125;116432;119251;+;386.2	106;101786;103213;+;91.9	112;105372;107999;+;98.5	104;100505;101071;+;182.9	116;110009;110647;+;64.9	117;110644;112452;+;268.2	128;120783;123017;+;391.7	111;104341;104856;+;76.4	128;120783;123017;+;70.3	A	9/9	contiguous	20278	1	1	119276..119767+;163;TraS;0
LC744457.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;109008;110000;+;371.6	124;115062;116435;+;380.7	119;112729;113472;+;233.0	112;105372;107999;+;303.5	125;116432;119251;+;386.2	106;101786;103213;+;91.9	112;105372;107999;+;98.5	104;100505;101071;+;182.9	116;110009;110647;+;64.9	117;110644;112452;+;268.2	128;120783;123017;+;391.7	111;104341;104856;+;76.4	128;120783;123017;+;70.3	A	9/9	contiguous	20278	1	1	119276..119767+;163;TraS;0
LC744458.1	MPF_F	IncFII	99	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	76;67776;68768;+;369.3	85;73830;75203;+;381.0	80;71467;72240;+;234.0	73;64137;66767;+;303.5	86;75200;78025;+;386.0	66;59432;60859;+;94.3	73;64137;66767;+;98.5	64;58151;58717;+;183.8	77;68777;69415;+;68.7	78;69412;71220;+;268.0	89;79529;81745;+;391.7	70;61987;62502;+;78.6	89;79529;81745;+;70.3	A	9/9	contiguous	21378	1	1	78022..78531+;169;unnamed;0
LC744460.1	MPF_T	IncX3	58	0	0	GA	1	45;38024;38668;-;46.4	44;37750;38040;-;73.1	43;34972;37725;-;47.0	43;34972;37725;-;142.4	43;34972;37725;-;73.3	42;34192;34962;-;60.1	40;32858;33913;-;133.2		39;31935;32663;-;119.4	38;31000;31929;-;138.8	37;29789;31003;-;128.3	35;28559;29593;-;65.7	34;26721;28556;-;495.9		A	7/7	canonical	1	1	unscoreable	2	0	0														not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted
LC744461.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;108997;109989;+;371.6	124;115051;116424;+;380.7	119;112718;113461;+;233.0	112;105361;107988;+;303.5	125;116421;119240;+;386.2	106;101775;103202;+;91.9	112;105361;107988;+;98.5	104;100494;101060;+;182.9	116;109998;110636;+;64.9	117;110633;112441;+;268.2	128;120772;122952;+;391.8	111;104330;104845;+;76.4	128;120772;122952;+;70.4	A	9/9	contiguous	20278	1	1	119265..119756+;163;TraS;0
LC744462.1	MPF_F	IncFIA;IncFII	142	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	116;108992;109984;+;371.6	125;115046;116419;+;380.7	120;112713;113456;+;233.0	113;105356;107983;+;303.5	126;116416;119235;+;386.2	107;101770;103197;+;91.9	113;105356;107983;+;98.5	105;100489;101055;+;182.9	117;109993;110631;+;64.9	118;110628;112436;+;268.2	129;120767;122947;+;391.8	112;104325;104840;+;76.4	129;120767;122947;+;70.4	A	9/9	contiguous	20278	1	1	119260..119751+;163;TraS;0
LC744463.1	MPF_F	IncFII	97	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	73;61834;62826;+;369.5	83;68605;69978;+;381.7	78;65932;66675;+;234.4	70;58195;60825;+;304.1	84;69975;72797;+;374.0	63;53745;55196;+;94.2	70;58195;60825;+;97.1	61;52464;53030;+;174.3	75;63170;63808;+;68.6	76;63805;65655;+;266.1	88;75069;77294;+;391.1	66;56056;56571;+;78.4	88;75069;77294;+;70.3	A	9/9	contiguous	22605	1	1	72819..73298+;159;TraS;0
LC744465.1	MPF_F	IncFII	109	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	82;68501;69493;+;369.5	92;75272;76645;+;381.7	87;72599;73342;+;234.4	79;64862;67492;+;304.1	93;76642;79464;+;374.0	72;60412;61863;+;94.2	79;64862;67492;+;97.1	70;59131;59697;+;174.3	84;69837;70475;+;68.6	85;70472;72322;+;266.1	100;84652;86529;+;391.8	75;62723;63238;+;78.4	100;84652;86529;+;70.7	A	9/9	contiguous	25521	1	1	79486..79965+;159;TraS;0
LC744466.1	MPF_F	IncFII	93	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	69;58985;59977;+;369.5	79;65756;67129;+;381.7	74;63083;63826;+;234.4	66;55346;57976;+;304.1	80;67126;69948;+;374.0	59;50896;52347;+;94.2	66;55346;57976;+;97.1	57;49615;50181;+;174.3	71;60321;60959;+;68.6	72;60956;62806;+;266.1	84;72220;74400;+;391.2	62;53207;53722;+;78.4	84;72220;74400;+;70.3	A	9/9	contiguous	22605	1	1	69970..70449+;159;TraS;0
LC744467.1	MPF_F	IncFII	109	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	85;68801;69793;+;369.5	95;75572;76945;+;381.7	90;72899;73642;+;234.4	82;65162;67792;+;304.1	96;76942;79764;+;374.0	75;60712;62163;+;94.2	82;65162;67792;+;97.1	73;59431;59997;+;174.3	87;70137;70775;+;68.6	88;70772;72622;+;266.1	100;82036;84243;+;391.2	78;63023;63538;+;78.4	100;82036;84243;+;70.3	A	9/9	contiguous	22605	1	1	79786..80265+;159;TraS;0
LC744468.1	MPF_F	IncFIA;IncFII	141	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	115;109008;110000;+;371.6	124;115062;116435;+;380.7	119;112729;113472;+;233.0	112;105372;107999;+;303.5	125;116432;119251;+;386.2	106;101786;103213;+;91.9	112;105372;107999;+;98.5	104;100505;101071;+;182.9	116;110009;110647;+;64.9	117;110644;112452;+;268.2	128;120783;123017;+;391.7	111;104341;104856;+;76.4	128;120783;123017;+;70.3	A	9/9	contiguous	20278	1	1	119276..119767+;163;TraS;0
LC744470.1	MPF_F	IncFII	107	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	83;68771;69763;+;369.5	93;75542;76915;+;381.7	88;72869;73612;+;234.4	80;65132;67762;+;304.1	94;76912;79734;+;374.0	73;60682;62133;+;94.2	80;65132;67762;+;97.1	71;59401;59967;+;175.1	85;70107;70745;+;68.6	86;70742;72592;+;266.1	98;82006;84213;+;391.2	76;62993;63508;+;78.4	98;82006;84213;+;70.3	A	9/9	contiguous	22605	1	1	79756..80235+;159;TraS;0
LC744471.1	MPF_F	IncHI2;IncHI2A	353	0	0	GA	0															not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	not_admitted	1	29;32275;33333;+;276.9	265;231954;233369;-;194.1	266;233359;234405;-;173.7	11;8955;11636;+;168.0	264;227995;231945;-;101.6	7;5270;6625;+;80.7	11;8955;11636;+;72.2	4;2758;3546;+;74.8	27;30622;32133;+;62.7	30;33352;36540;+;58.3	272;241446;243530;+;56.7	10;7996;8946;+;46.4	272;241446;243530;+;38.8	A	9/9	split_3	238688	0	1	
