accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order_canonical
NZ_CP018122.1	16	16	contiguous	28882	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP018315.1	13	11	split_2	59464	37025	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018322.1	5	4	split_2	47247	20895	traI traM traN traU
NZ_CP018341.1	12	12	split_2	77083	60526	traI traK traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP018342.1	13	11	split_2	59649	37025	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018385.1	9	7	split_3	88500	26352	traM traN traQ traU traW trbA traY
NZ_CP018443.1	12	10	split_2	46668	25468	traK traL traM traN traO traP traQ traU traW traY
NZ_CP018449.1	11	11	contiguous	17016	3556	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018452.1	11	11	contiguous	18417	3993	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018463.1	10	6	split_2	57760	22329	traM traN traP traQ traU traY
NZ_CP018464.1	13	11	contiguous	45711	17548	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP018625.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP018638.1	16	16	contiguous	29811	5413	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP018669.1	12	10	split_3	83504	39525	traI traK traM traN traO traP traQ traU traW traY
NZ_CP018690.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018694.1	12	10	contiguous	25140	6736	traK traL traM traN traO traP traQ traU traW traY
NZ_CP018700.1	13	11	split_2	59901	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018706.1	13	11	split_2	59648	37024	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018712.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018717.1	13	11	contiguous	26564	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018723.1	13	11	contiguous	26563	6736	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018736.1	13	11	split_2	60814	37553	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018916.1	13	13	contiguous	21047	3684	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP018918.1	13	13	contiguous	21307	4222	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP018920.1	13	13	contiguous	21314	4223	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP018946.1	16	16	split_2	80524	57332	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP018974.1	13	11	contiguous	25891	7962	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP018975.1	16	16	contiguous	29793	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP018993.1	16	16	contiguous	35430	9546	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019011.1	16	16	split_2	66479	43070	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019065.1	13	13	contiguous	23615	5235	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP019173.1	16	16	contiguous	28359	5167	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019182.1	13	13	contiguous	24030	5314	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP019193.1	13	13	contiguous	26906	7813	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP019205.1	16	16	contiguous	28605	4785	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019207.1	16	16	split_2	76682	53051	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019215.2	16	16	contiguous	29741	5340	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019248.1	16	16	contiguous	28371	5176	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019252.1	16	16	split_2	94245	70426	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019253.1	16	16	contiguous	31032	8157	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019358.1	16	16	contiguous	29793	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019691.1	16	16	contiguous	28363	5169	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019841.1	13	11	split_2	77741	52632	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP019873.1	13	13	contiguous	25194	4981	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP019874.1	13	13	split_2	81448	56969	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP019905.1	16	16	contiguous	35775	6839	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019954.1	11	11	contiguous	17105	4208	traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP019996.1	16	16	contiguous	29736	5335	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP020050.1	13	13	contiguous	21023	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP020332.1	9	4	contiguous	23806	11036	traQ traU traW traY
NZ_CP020511.1	16	16	contiguous	29793	6599	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP020547.1	16	16	contiguous	32226	9307	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP020844.1	13	11	split_2	60787	35712	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP020883.1	8	5	split_2	57839	33235	traM traN traP traU traW
NZ_CP020886.1	8	5	split_2	57839	33235	traM traN traP traU traW
NZ_CP020890.1	8	5	split_2	56384	31303	traM traN traP traU traW
NZ_CP020932.1	5	4	split_3	120791	62996	traM traN traU traY
NZ_CP021016.2	8	5	split_2	60420	36317	traM traN traP traU traW
NZ_CP021208.1	16	16	split_2	81857	56689	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP021363.1	10	8	split_2	92035	41897	traI traK trbA traM traN traO traQ traU
NZ_CP021367.1	11	9	split_2	92012	41885	traI traK trbA traM traN traO traP traQ traU
NZ_CP021468.1	8	6	contiguous	25242	7632	traI traK traM traN traQ traU
NZ_CP021512.1	9	7	contiguous	22046	6070	traI traK trbA traM traN traO traU
NZ_CP021526.1	4	4	contiguous	15192	11804	traI traK trbA traU
NZ_CP021660.1	12	12	contiguous	22086	4933	traI traK traL traM traN traO traP traQ traU traW traY trbA
NZ_CP021662.1	10	10	contiguous	16455	3646	traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP021687.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP021720.1	13	13	contiguous	20750	3641	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP021742.1	13	11	split_2	49156	29421	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP021758.1	13	13	contiguous	21022	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP021841.1	16	16	contiguous	34132	9731	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP021845.1	16	16	contiguous	33886	10691	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022036.1	13	10	split_2	86429	57980	traI traK traM traN traO traP traQ traU traW traY
NZ_CP022064.1	16	16	contiguous	30841	6440	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022136.1	13	10	contiguous	35945	13134	traI traK traM traN traO traP traQ traU traW traY
NZ_CP022141.1	13	10	contiguous	33230	10423	traI traK traM traN traO traP traQ traU traW traY
NZ_CP022150.1	13	11	split_2	55477	37557	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP022153.1	13	11	split_2	55477	37557	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP022264.1	10	6	split_2	131444	86316	traM traN traP traQ traU traY
NZ_CP022456.1	16	16	contiguous	29563	6373	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022458.1	16	16	contiguous	31920	9668	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022492.1	13	13	contiguous	27076	7161	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP022563.1	13	8	split_2	76614	43126	traM traN traO traP traQ traU traW traY
NZ_CP022661.1	13	13	contiguous	24036	5358	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP022673.1	16	16	contiguous	33214	10996	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022700.1	9	7	contiguous	21117	6078	traI traK trbA traM traN traO traU
NZ_CP022734.1	16	16	contiguous	29855	6662	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP022826.1	13	11	split_2	47888	29956	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP022994.1	13	11	split_2	135231	109191	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP023066.1	9	4	contiguous	31836	16965	traQ traU traW traY
NZ_CP023144.1	16	16	contiguous	36316	12027	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023251.1	13	11	contiguous	26813	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP023356.1	16	16	contiguous	28607	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023362.1	16	16	contiguous	32159	7758	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023365.1	16	16	split_2	91588	64061	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023370.1	16	16	contiguous	32159	7758	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023376.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023382.1	16	16	contiguous	28606	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023385.1	16	16	contiguous	28607	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023387.1	16	16	contiguous	30834	7425	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023419.1	13	11	split_2	62888	44878	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP023534.1	16	16	contiguous	29565	6373	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023542.1	16	16	contiguous	37343	14206	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP023571.1	15	15	contiguous	25393	4488	traE traI traK traL traM traN traO traP traQ traU traV traW traY trbA trbB
NZ_CP023739.1	9	7	split_2	207926	185334	traI traK trbA traM traN traO traU
NZ_CP023985.1	13	13	contiguous	20840	3731	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP024093.1	16	16	contiguous	29950	5628	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024146.1	16	16	contiguous	29151	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024152.1	16	16	contiguous	29490	6295	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024154.1	16	16	contiguous	33033	8388	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024166.1	13	13	contiguous	23291	5053	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP024226.1	16	16	contiguous	29801	6610	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024230.1	16	16	contiguous	29809	5807	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024234.1	15	15	contiguous	32739	8342	traE traI traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024247.1	16	16	contiguous	32826	9657	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024254.1	15	15	contiguous	31906	9657	traE traI traK traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024285.1	16	16	split_2	122539	94089	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024292.1	16	16	contiguous	29144	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024431.1	12	12	split_2	110481	94095	traI traK traL traM traN traO traP traQ traU traW traY trbB
NZ_CP024444.1	5	4	split_3	151856	113652	traM traN traU traW
NZ_CP024461.1	12	12	split_2	75447	56427	traI traK traL traM traO traP traQ traU traW traY trbA trbB
NZ_CP024468.1	16	16	contiguous	30904	7709	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024481.1	16	16	contiguous	40650	16249	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024583.1	8	6	contiguous	19148	6291	traI traK traM traN traO traU
NZ_CP024587.1	8	6	contiguous	21458	6415	traI traK traM traN traO traU
NZ_CP024629.1	4	4	contiguous	12481	8749	traI traM traN traU
NZ_CP024681.1	15	15	contiguous	25525	4876	traE traI traK traL traM traN traO traP traQ traU traV traW traY trbA trbB
NZ_CP024714.1	13	13	contiguous	23554	4714	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP024822.1	16	16	contiguous	28617	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024835.1	13	13	contiguous	21023	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP024839.1	13	13	contiguous	21023	4119	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP024854.1	16	16	contiguous	28607	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP024878.1	13	11	split_2	71210	43859	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP024918.1	16	16	contiguous	29280	4882	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025190.1	9	7	contiguous	22319	4741	traI traK trbA traM traN traO traU
NZ_CP025192.1	9	7	contiguous	21024	6291	traI traK trbA traM traN traO traU
NZ_CP025239.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025255.1	15	15	contiguous	29170	6417	traE traI traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025279.1	16	16	contiguous	31945	6663	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025339.1	16	16	contiguous	33886	10691	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025455.1	15	15	contiguous	26136	5335	traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025625.1	16	16	contiguous	32894	8388	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025709.1	16	16	contiguous	33999	9598	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP025751.1	16	16	contiguous	30103	5702	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP026110.1	13	11	split_2	50167	22800	traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP026142.1	13	11	contiguous	26420	7300	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026156.1	11	11	contiguous	16923	3463	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026210.1	13	11	split_2	45266	25414	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026385.1	13	11	split_2	50014	31935	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026395.1	13	11	split_2	48323	28471	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026497.1	13	11	split_2	47176	29202	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP026557.1	13	13	contiguous	24037	5107	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP026563.1	13	13	contiguous	25334	4864	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP026726.1	16	16	contiguous	30040	5639	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP026770.1	16	16	contiguous	30540	8286	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP026778.1	15	15	contiguous	30841	7853	traE traI traK traL traM traN traO traP traQ traT traU traW traY trbA trbB
NZ_CP026855.1	16	16	contiguous	31486	9241	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP026941.2	16	16	contiguous	28606	4787	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP026974.1	10	10	split_4	346188	288440	traI traM traN traO traP traQ traU trbA traW traY
NZ_CP027039.1	13	11	contiguous	26036	7981	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP027127.1	16	16	contiguous	30595	7400	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP027135.1	16	16	contiguous	28364	5169	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP027148.1	13	11	contiguous	37119	11407	traI traK traL traM traN traO traP traQ traU traW traY
NZ_CP027261.1	13	13	contiguous	33977	15837	traI traK traL traM traN traO traP traQ traU traW traY trbA trbB
NZ_CP027324.1	16	16	contiguous	36003	12430	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP027327.1	16	16	contiguous	28167	4976	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP027333.1	16	16	contiguous	28608	4788	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
NZ_CP027334.1	6	6	contiguous	22557	17851	traU traV traW traY trbA trbB
NZ_CP027370.1	16	16	contiguous	32972	9906	traE traI traK traL traM traN traO traP traQ traT traU traV traW traY trbA trbB
