element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C	phylum
NZ_CP017038_2385383..2400751	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP017038_502494..517359	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP017048_1501403..1514646	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017075_1275394..1490005	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP017082_1773877..1866537	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017088_1264945..1309915	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP017088_262896..338565	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP017092_1311959..1365690	0	0	0	0	2	0	0	0	Firmicutes
NZ_CP017099_5362518..5455159	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017142_810731..937052	0	0	0	0	14	0	2	0	Firmicutes
NZ_CP017150_3131260..3179396	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP017190_976667..1058035	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017258_232735..329719	1	0	0	0	0	0	0	0	Campylobacterota
NZ_CP017261_1351638..1382466	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP017284_3633998..3691364	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017289_3633211..3690576	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017293_2722674..2822779	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017293_4783902..4873008	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017305_2103482..2160199	8	0	0	0	0	0	0	0	Bacteroidota
NZ_CP017308_2396342..2438526	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017311_3057104..3132201	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP017311_4359435..4379009	0	0	0	0	0	3	0	0	Proteobacteria
NZ_CP017314_531014..584202	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP017323_1216128..1254824	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017353_599732..698016	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017353_960726..1103330	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017415_2089329..2252534	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP017420_1401715..1478336	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP017420_2922070..2982362	4	0	0	0	0	0	1	0	Proteobacteria
NZ_CP017420_6937812..7035601	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017450_3940623..3989775	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017450_4027999..4068971	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017450_448799..602385	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP017458_2292423..2356671	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP017476_3246014..3385025	8	0	0	0	1	0	0	0	Proteobacteria
NZ_CP017478_2530680..2623852	0	0	0	0	0	0	3	0	Bacteroidota
NZ_CP017482_1607399..1706696	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017501_1084882..1140095	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017506_1130377..1185257	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017519_920286..1013743	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017520_1032260..1159303	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017520_744320..950021	0	0	0	0	1	14	0	0	Proteobacteria
NZ_CP017521_1102094..1176526	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017523_1063900..1129188	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017523_862610..968237	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017524_1101854..1203002	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017524_887536..1004377	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017527_1099574..1159364	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017528_1085188..1140367	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017529_1089338..1141539	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017529_876834..992467	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017531_124741..179773	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017533_1072139..1127352	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017535_1010671..1137718	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017536_892830..979276	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017538_2008374..2107345	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017538_2590995..2808957	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017539_118571..173494	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017539_2638272..2723511	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017541_1101823..1183966	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017541_889336..1006160	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017542_887298..1004122	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017543_898876..1004146	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017549_1130301..1185225	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017549_885343..1034638	0	0	0	0	0	2	0	0	Proteobacteria
NZ_CP017550_1308153..1368339	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017552_1102003..1154058	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017578_2889016..3253553	1	10	0	0	1	0	0	0	Proteobacteria
NZ_CP017581_113086..144080	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP017602_2260633..2324889	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP017621_3160669..3249348	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP017660_1102569..1136250	1	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP017666_773476..823573	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP017671_1809292..1982765	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP017679_776778..867110	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP017688_2063474..2214196	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP017748_3571959..3593949	0	0	0	0	0	6	0	0	Proteobacteria
NZ_CP017762_4609067..4646945	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP017763_1739950..1765189	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP017769_1663632..1673480	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP017797_1443902..1491566	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP017849_5377529..5456552	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP017916_1540424..1596806	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP017952_1739575..1870369	0	0	0	0	2	0	0	0	Firmicutes
NZ_CP017969_1844127..1952601	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP017974_785471..893399	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017975_4138768..4231488	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP017976_785630..861968	0	0	0	0	0	11	0	0	Proteobacteria
NZ_CP017990_4180182..4275767	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP018016_5189248..5296422	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP018031_1940615..2107517	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP018032_1710718..1774572	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP018061_2180200..2228602	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP018071_2258980..2407414	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP018071_516620..586989	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP018071_932979..956906	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP018138_1728420..1772282	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP018140_1829156..1892707	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018148_2304729..2356951	0	0	0	6	1	0	1	0	Firmicutes
NZ_CP018184_3904114..3930713	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP018221_2266..39081	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP018319_3479492..3499773	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP018352_1556544..1825518	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018352_4189070..4245078	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018363_2697329..2721844	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP018364_744148..799089	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018372_2502428..2672287	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP018391_94024..206600	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018402_2742508..3146254	0	0	0	0	0	1	0	0	Proteobacteria
NZ_CP018407_989519..1331451	0	0	0	0	0	1	0	0	Proteobacteria
NZ_CP018408_804697..825764	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP018416_3521182..3686448	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP018420_2381412..2596874	0	1	0	0	0	14	0	0	Proteobacteria
NZ_CP018437_3393285..3536872	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018454_2001482..2060998	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018454_3130473..3189133	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018467_1807762..1925805	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018671_3304588..3407367	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP018692_738966..795214	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018728_2925423..3042065	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018758_1256893..1382346	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP018760_2506613..2525248	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP018760_396840..465049	1	0	0	0	0	0	3	0	Bacteroidota
NZ_CP018791_1445786..1490674	6	0	0	0	0	0	1	0	Campylobacterota
NZ_CP018791_614943..664383	4	0	0	0	0	0	0	0	Campylobacterota
NZ_CP018816_1497597..1552539	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018820_1194091..1433296	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP018820_285407..440150	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP018822_1466050..1531624	1	0	0	0	4	0	1	0	Firmicutes
NZ_CP018822_242898..289840	0	0	0	4	1	0	0	0	Firmicutes
NZ_CP018839_256920..355038	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP018885_649923..707969	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP018888_1035842..1096908	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP018898_317391..461099	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP018902_3589611..3596602	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP018917_4976326..5060091	0	0	0	0	0	17	1	0	Proteobacteria
NZ_CP018924_3798886..3884435	0	0	0	0	0	17	1	0	Proteobacteria
NZ_CP018925_2796116..2817370	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP018929_3675589..3741918	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP018937_5144376..5157244	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP019044_816..60008	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019058_83040..118569	2	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP019183_4305312..4397243	0	0	0	0	1	16	0	0	Proteobacteria
NZ_CP019183_769587..814642	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP019236_533492..765004	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP019273_4429227..4598400	3	5	0	0	0	0	1	0	Proteobacteria
NZ_CP019290_1212203..1667509	1	0	0	0	1	0	0	0	Proteobacteria
NZ_CP019291_1174646..1384856	0	12	0	0	3	0	0	0	Proteobacteria
NZ_CP019293_3215723..3450226	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019299_777164..849243	0	0	0	7	5	0	0	0	Firmicutes
NZ_CP019300_1068037..1085811	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP019301_576931..630878	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP019302_1784462..1826972	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP019302_511319..594672	2	0	0	0	1	0	11	0	Bacteroidota
NZ_CP019306_1750709..1853202	1	0	0	0	8	0	0	0	Fusobacteriota
NZ_CP019338_2726782..3173931	8	0	0	0	1	0	1	0	Proteobacteria
NZ_CP019389_818284..883216	1	0	0	0	0	0	3	0	Bacteroidota
NZ_CP019397_2117206..2258785	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP019399_5515021..5606370	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP019408_4496826..4578331	1	0	0	0	0	17	0	0	Proteobacteria
NZ_CP019428_978843..1027021	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP019431_2067480..2237859	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP019431_5379478..5469471	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP019431_920146..1003763	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP019433_163557..285810	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP019433_2147399..2248587	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP019512_2037592..2126857	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP019512_2289742..2316479	0	0	0	4	0	0	0	0	Firmicutes
NZ_CP019512_3059251..3108068	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP019512_587251..615311	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP019557_854429..902882	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP019562_1174441..1213483	0	0	0	0	4	0	1	0	Firmicutes
NZ_CP019593_2203008..2252259	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP019593_2729873..2785246	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP019602_99277..208196	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP019621_2089421..2167851	0	0	0	7	1	0	0	0	Firmicutes
NZ_CP019626_1473576..1503373	0	0	0	5	1	0	0	0	Firmicutes
NZ_CP019630_2140931..2159918	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP019668_1273529..1458571	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019700_436978..568626	6	1	0	0	0	0	0	0	Campylobacterota
NZ_CP019717_3877120..4043922	1	0	0	4	2	0	0	0	Firmicutes
NZ_CP019732_1736243..1774339	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP019732_5462980..5504692	0	1	0	0	0	15	0	0	Proteobacteria
NZ_CP019799_4247900..4323856	0	0	0	0	0	13	0	0	Proteobacteria
NZ_CP019839_1702316..1745415	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019857_1619873..1777459	0	0	0	7	2	0	0	0	Firmicutes_A
NZ_CP019857_3829347..4116422	3	0	0	5	9	0	0	0	Firmicutes_A
NZ_CP019864_1554597..1727664	0	0	0	6	1	0	0	0	Firmicutes_A
NZ_CP019864_2024014..2288323	0	0	0	0	1	0	1	0	Firmicutes_A
NZ_CP019871_1833161..1929886	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP019871_896566..969918	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP019903_141301..172981	1	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019948_3494956..3549916	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP019961_2941471..3122086	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP019962_3518452..3562891	0	0	0	0	1	0	0	0	Firmicutes_A
NZ_CP019978_607227..713468	0	0	0	0	13	0	2	0	Firmicutes
NZ_CP019979_947360..1029135	2	0	0	6	1	0	0	0	Firmicutes
NZ_CP020007_90337..135335	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020013_90336..135336	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020046_326390..459962	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020071_476838..534885	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020083_183312..328738	8	0	0	0	0	0	2	0	Proteobacteria
NZ_CP020089_3989399..4084423	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP020104_953597..992646	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP020335_1318593..1354896	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020335_4798123..4900744	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020350_2028572..2118481	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP020350_416062..524264	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020351_1795792..1833235	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP020351_4821477..4832789	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP020358_1442901..1482591	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020378_2558402..2810220	0	0	0	0	5	0	0	0	Firmicutes_A
NZ_CP020380_2568031..2819850	0	0	0	0	5	0	0	0	Firmicutes_A
NZ_CP020380_534411..598382	0	0	0	5	7	0	1	0	Firmicutes_A
NZ_CP020412_405206..436062	0	11	0	0	0	1	0	0	Proteobacteria
NZ_CP020424_2490874..2569347	0	0	0	5	2	0	0	0	Firmicutes_A
NZ_CP020432_429562..465756	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP020433_1385640..1468407	0	0	0	0	1	0	0	0	Firmicutes
NZ_CP020438_28532..62878	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP020442_1643921..1793667	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020449_1872635..1898233	0	0	0	0	3	0	0	0	Firmicutes
NZ_CP020449_688157..737192	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP020467_272665..340961	0	0	0	4	1	0	0	0	Firmicutes
NZ_CP020484_2746083..2808177	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP020498_741248..796190	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020507_1536004..1884301	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020525_4684327..4895029	8	2	0	0	1	0	0	0	Proteobacteria
NZ_CP020538_169999..223693	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020557_1473795..1595147	1	0	0	5	2	0	0	0	Firmicutes
NZ_CP020557_765650..945380	1	0	0	4	2	0	0	0	Firmicutes
NZ_CP020603_5329093..5427715	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP020614_2952275..3177436	6	0	1	0	0	0	0	0	Proteobacteria
NZ_CP020645_2949369..3126401	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020645_3225511..3368647	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020703_4867806..4986414	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020704_3400788..3622711	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020704_4986378..5078349	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020818_3675280..3784252	3	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020818_4067254..4147127	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP020818_4184791..4253578	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP020835_1295207..1470769	2	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020837_3627680..3765297	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020837_4880222..4938269	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP020857_3547859..3591325	1	0	0	0	0	0	0	0	Actinobacteriota
NZ_CP020863_808893..964533	0	0	0	6	15	0	1	0	Firmicutes
NZ_CP020872_1868996..1914539	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP020885_2332139..2427076	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP020894_3436598..3513108	8	0	0	0	1	0	0	0	Proteobacteria
NZ_CP020917_3005415..3095074	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP020918_3924519..3983848	0	0	0	0	0	0	6	0	Bacteroidota
NZ_CP020925_2446861..2572460	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020925_2678908..2798996	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP020925_295198..461227	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP020925_3553513..3705923	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP020928_1291439..1383390	0	0	0	0	2	0	1	0	Firmicutes
NZ_CP020943_1040344..1087664	0	0	0	0	1	0	0	0	Proteobacteria
NZ_CP020943_4106962..4190170	0	0	0	0	0	15	0	0	Proteobacteria
NZ_CP020960_660417..716109	1	0	0	5	1	0	0	0	Firmicutes
NZ_CP020985_2529910..2665989	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021011_2441396..2447697	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP021012_2594867..2730809	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021079_3284264..3318412	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021108_4435873..4538908	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021109_331398..466043	5	0	0	0	1	7	1	0	Proteobacteria
NZ_CP021111_4068886..4168838	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021111_616623..729069	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021121_3065234..3079438	0	0	0	0	1	0	0	0	Actinobacteriota
NZ_CP021138_1682018..1694853	0	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021140_341476..432734	1	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP021175_2227562..2301214	0	0	0	0	0	17	0	0	Proteobacteria
NZ_CP021175_3212218..3457947	5	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021235_2262029..2405662	2	0	0	0	0	0	8	0	Bacteroidota
NZ_CP021235_2675590..2737471	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP021235_4648978..4680251	0	0	0	0	0	0	1	0	Bacteroidota
NZ_CP021246_1177091..1215416	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021256_115939..211928	7	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021256_2400983..2484566	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021256_638833..681010	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021257_81861..211345	8	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021258_176403..217626	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021258_2287333..2351579	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP021260_2314089..2428327	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021260_75094..216965	8	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021261_75094..181741	4	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021262_2917112..2969126	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021263_176403..217697	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021263_2276986..2341234	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP021264_2272057..2336305	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP021268_2654449..2709269	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021268_77715..237908	7	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021270_2260808..2301439	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021279_2261803..2326051	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP021281_2248997..2388641	8	12	0	0	0	0	0	0	Proteobacteria
NZ_CP021283_100943..225660	6	0	1	0	0	0	0	0	Proteobacteria
NZ_CP021286_148427..219525	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021286_2256823..2321068	0	11	0	0	0	0	0	0	Proteobacteria
NZ_CP021319_1652839..1714366	1	0	0	7	2	0	0	0	Firmicutes_A
NZ_CP021319_185054..541678	0	0	0	6	2	0	0	0	Firmicutes_A
NZ_CP021329_3266921..3342728	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021359_1170423..1179967	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021361_1457271..1651650	7	0	0	0	1	0	1	0	Proteobacteria
NZ_CP021361_2435439..2518794	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021361_3247817..3297201	6	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021366_1082884..1306015	8	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021366_1590353..1774194	7	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021380_2654422..2759918	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021380_2900934..3047968	8	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021380_5530783..5637100	1	0	0	0	0	16	0	0	Proteobacteria
NZ_CP021381_4931081..5055092	1	0	0	0	1	0	5	0	Bacteroidota
NZ_CP021388_1840591..1892035	0	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP021392_1335039..1553628	1	0	0	0	8	0	0	0	Actinobacteriota
NZ_CP021394_1881920..1937455	0	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP021397_1067315..1251473	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021431_652..170927	6	0	0	0	1	0	0	0	Proteobacteria
NZ_CP021467_682986..993404	7	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021500_4163007..4169512	0	0	0	1	0	0	0	0	Firmicutes
NZ_CP021505_4011183..4060259	0	0	0	6	1	0	0	0	Firmicutes
NZ_CP021509_1068967..1094695	0	0	0	0	0	0	1	0	Proteobacteria
NZ_CP021550_3000319..3193487	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP021552_1932563..1984333	0	0	0	0	7	0	0	0	Actinobacteriota
NZ_CP021558_2064353..2110424	0	0	0	0	6	0	0	0	Actinobacteriota
NZ_CP021559_1932766..2009152	0	0	0	0	8	0	0	0	Actinobacteriota
NZ_CP021640_1021776..1110614	0	0	0	6	3	0	0	0	Firmicutes
NZ_CP021648_1647012..1699785	1	8	0	0	0	0	0	0	Proteobacteria
NZ_CP021648_2545538..2594915	0	1	0	0	0	13	0	0	Proteobacteria
NZ_CP021648_3530334..3684391	0	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021685_1297863..1356976	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP021685_194506..289311	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021694_1087287..1189429	0	12	0	0	0	0	0	0	Proteobacteria
NZ_CP021694_3634228..3705476	1	1	0	0	0	16	0	0	Proteobacteria
NZ_CP021707_3320454..3342570	0	0	0	0	1	1	0	0	Actinobacteriota
NZ_CP021718_3271274..3329320	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP021731_2846870..3088388	0	0	0	0	0	16	0	0	Proteobacteria
NZ_CP021740_4137547..4195745	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021757_1252085..1310283	7	0	0	0	0	0	0	0	Proteobacteria
NZ_CP021769_1576561..1641118	1	0	0	6	1	0	0	0	Firmicutes
NZ_CP021770_1088587..1161305	1	0	0	0	10	0	0	0	Firmicutes
NZ_CP021770_664512..744764	1	0	0	6	1	0	0	0	Firmicutes
NZ_CP021771_1058846..1100107	0	0	0	3	0	0	0	0	Firmicutes
NZ_CP021772_1192456..1262819	0	0	0	3	2	0	0	0	Firmicutes
NZ_CP021772_733266..772476	1	0	0	0	6	0	0	0	Firmicutes
NZ_CP021773_1403320..1503304	0	0	0	0	13	0	2	0	Firmicutes
NZ_CP021773_936430..988206	0	0	0	0	2	0	0	0	Firmicutes
NZ_CP021774_2817566..3266961	8	0	0	0	1	0	1	0	Proteobacteria
NZ_CP021775_2221011..2339184	8	0	0	0	0	0	0	0	Proteobacteria
