accession	slot_family	slot_status	gap_up	gap_down	anchor_gap_median	n_anchor_gaps
NZ_CP023069.1		candidate	-7	-4	-8	5
NZ_CP023071.1	Eex_IncN	eex_occupied	-4	3	-1	5
NZ_CP023072.1		candidate	-7	-4	10	6
NZ_CP023073.1		candidate	12	-11	-1	9
NZ_CP023157.1		candidate	46	-8	-4	7
NZ_CP023188.1	Eex_IncN	eex_occupied	9	11	5	6
NZ_CP023287.1		candidate	47	-8	1	8
NZ_CP023360.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_CP023373.1		candidate	-4	11	11	8
NZ_CP023379.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_CP023380.1		candidate	-4	11	11	8
NZ_CP023420.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP023440.1	TrbK_RP4	eex_occupied	14	10	13	6
NZ_CP023450.1	Eex_IncN	eex_occupied	21	-4	-4	9
NZ_CP023452.1		candidate	2	40	13	7
NZ_CP023476.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_CP023544.1		candidate	-4	-11	-4	5
NZ_CP023546.1		candidate	-11	-4	-4	5
NZ_CP023547.1	Eex_IncN	eex_occupied	48	-53	9	6
NZ_CP023675.1	Eex_IncN	eex_occupied	10	11	-4	7
NZ_CP023823.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP023829.1		candidate	11	-4	11	8
NZ_CP023836.1		candidate	11	-4	11	8
NZ_CP023846.1		candidate	11	-4	11	8
NZ_CP023897.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP023905.1		candidate	-4	10	11	8
NZ_CP024030.1		candidate	-8	47	1	8
NZ_CP024033.1		candidate	-8	47	1	8
NZ_CP024041.1		candidate	-4	11	11	8
NZ_CP024080.1	Eex_IncN	eex_occupied	0	49	12	6
NZ_CP024128.1		candidate	190	10	12	7
NZ_CP024132.1		candidate	11	-4	11	8
NZ_CP024135.1	Eex_IncN	eex_occupied	8	254	5	4
NZ_CP024139.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP024142.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP024148.1	Eex_IncN	eex_occupied	8	222	5	4
NZ_CP024149.1		candidate	11	-4	11	8
NZ_CP024156.1	Eex_IncN	eex_occupied	222	8	5	3
NZ_CP024261.1	Eex_IncN	eex_occupied	0	9	10	6
NZ_CP024290.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_CP024308.1		candidate	15	-11	-1	9
NZ_CP024309.1		candidate	-7	-4	10	6
NZ_CP024312.1		candidate	-4	-4	2	8
NZ_CP024313.1		candidate	24	4	4	7
NZ_CP024314.1		candidate	1	12	-4	9
NZ_CP024462.1		candidate	11	-4	11	8
NZ_CP024467.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP024474.1	Eex_IncN	eex_occupied	17	11	9	6
NZ_CP024583.1		candidate	-11	-1	-4	7
NZ_CP024709.1	Eex_IncN	eex_occupied	-4	39	11	8
NZ_CP024713.1		candidate	15	26	-4	5
NZ_CP024806.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP024814.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP024818.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_CP024825.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP024828.1	Eex_IncN	eex_occupied	9	11	5	5
NZ_CP024833.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP024853.1	Eex_IncN	eex_occupied	3	18	-1	5
NZ_CP024858.1	Eex_IncN	eex_occupied	2	52	5	5
NZ_CP024861.1		candidate	11	-4	11	8
NZ_CP024879.1	Eex_IncN	eex_occupied	9	16	15	7
NZ_CP024919.1		candidate	11	-4	11	8
NZ_CP024940.1		candidate	-11	23	-1	4
NZ_CP025007.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP025013.1	Eex_IncN	eex_occupied	-4	3	5	6
NZ_CP025015.1		candidate	43	-4	10	6
NZ_CP025114.1		candidate	19	-4	-4	7
NZ_CP025233.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP025409.1		candidate	-1	1	-1	7
NZ_CP025410.1		candidate	3	-1	-4	7
NZ_CP025432.1		candidate	-1	1	-1	7
NZ_CP025505.1		candidate	43	-4	10	6
NZ_CP025507.1	Eex_IncN	eex_occupied	-4	3	-1	7
NZ_CP025510.1		candidate	40	-37	27	5
NZ_CP025558.1	Eex_IncN	eex_occupied	0	9	4	7
NZ_CP025613.1		candidate	2	10	-4	7
NZ_CP025679.1	Eex_IncN	eex_occupied	8	254	5	4
NZ_CP025710.1	Eex_IncN	eex_occupied	15	7	17	5
NZ_CP025711.1		candidate	1	9	12	6
NZ_CP025758.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP025782.1		candidate	9	108	9	8
NZ_CP025811.1		candidate	17	1	-4	7
NZ_CP025812.1		candidate	0	-4	2	7
NZ_CP025845.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP025853.1		candidate	-4	11	11	7
NZ_CP025864.1	Eex_IncN	eex_occupied	0	8	10	6
NZ_CP025915.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP025948.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP025965.2	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP026015.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP026020.1	Eex_IncN	eex_occupied	11	9	7	8
NZ_CP026025.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP026053.1	Eex_IncN	eex_occupied	15	7	17	7
NZ_CP026057.1	Eex_IncN	eex_occupied	8	11	7	8
NZ_CP026060.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP026061.1	Eex_IncN	eex_occupied	7	-1	8	7
NZ_CP026127.1		candidate	62	199	10	7
NZ_CP026169.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP026171.1		candidate	12	-4	-4	7
NZ_CP026184.1	Eex_IncN	eex_occupied	9	16	10	4
NZ_CP026200.1	Eex_IncN	eex_occupied	17	11	9	6
NZ_CP026204.1	Eex_IncN	eex_occupied	11	8	7	8
NZ_CP026205.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP026206.1	Eex_IncN	eex_occupied	7	3	12	6
NZ_CP026208.1		candidate	-4	12		0
NZ_CP026227.1	Eex_IncN	eex_occupied	11	34	-4	7
NZ_CP026242.1		candidate	-4	12	-4	7
NZ_CP026267.1		candidate	-20	14	3	6
NZ_CP026382.1		candidate	24	34	1	7
NZ_CP026384.1	Eex_IncN	eex_occupied	11	11	12	6
NZ_CP026388.1	Eex_IncN	eex_occupied	7	3	12	6
NZ_CP026389.1	Eex_IncN	eex_occupied	7	15	17	5
NZ_CP026391.1		candidate	-4	12	-4	7
NZ_CP026400.1	Eex_IncN	eex_occupied	11	9	7	6
NZ_CP026425.1		candidate	62	199	10	7
NZ_CP026476.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP026496.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP026526.1	Eex_IncN	eex_occupied	22	-4	-1	5
NZ_CP026560.1		candidate	10	31	-4	5
NZ_CP026561.1		candidate	32	10	134	2
NZ_CP026565.1		candidate	26	14	-4	5
NZ_CP026570.1	Eex_IncN	eex_occupied	9	0	245	2
NZ_CP026577.2	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP026578.2	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP026590.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP026644.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_CP026727.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP026728.1		candidate	11	-4	11	8
NZ_CP026757.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP026764.1	Eex_IncN	eex_occupied	106	11	10	7
NZ_CP026769.1		candidate	-4	11	11	8
NZ_CP026801.1	Eex_IncN	eex_occupied	7	15	49	5
NZ_CP026927.1		candidate	-7	-4	10	6
NZ_CP026928.1		candidate	-7	-4	10	6
NZ_CP026942.1		candidate	-4	11	11	8
NZ_CP027050.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP027051.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP027057.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP027137.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP027138.1	Eex_IncN	eex_occupied	14	11	2	5
NZ_CP027144.1		candidate	-4	12	-4	7
NZ_CP027157.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP027168.1	Eex_IncN	eex_occupied	5	12	-1	5
NZ_CP027203.2		candidate	190	10	12	7
NZ_CP027204.2	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP027257.1		candidate	-4	11	11	8
NZ_CP027258.1	Eex_IncN	eex_occupied	18	3	2	6
NZ_CP027406.1		candidate	2	3	-4	7
NZ_CP027450.1		candidate	156	-29	2	3
NZ_CP027532.1		candidate	62	199	10	7
NZ_CP027574.1	Eex_IncN	eex_occupied	0	9	10	5
NZ_CP027635.1	Eex_IncN	eex_occupied	48	-14	3	5
NZ_CP027636.1		candidate	-11	-4	0	6
NZ_CP027854.1		candidate	11	50	5	5
NZ_CP028144.1		candidate	-31	12	-4	5
NZ_CP028145.1		candidate	10	-4	10	5
NZ_CP028153.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP028155.1	Eex_IncN	eex_occupied	1	12	5	5
NZ_CP028167.1		candidate	11	-4	11	8
NZ_CP028173.1	Eex_IncN	eex_occupied	15	7	17	7
NZ_CP028174.1		candidate	-4	11	11	8
NZ_CP028186.1		candidate	-4	-11	0	6
NZ_CP028188.1	Eex_IncN	eex_occupied	-50	47	9	4
NZ_CP028313.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP028340.1	TrbK_RP4	eex_occupied	9	-4	13	6
NZ_CP028345.1		candidate	-31	12	-4	5
NZ_CP028346.1		candidate	-4	10	10	5
NZ_CP028373.1		candidate	-4		0	6
NZ_CP028486.1	Eex_IncN	eex_occupied		7	17	6
NZ_CP028489.1	TrbK_RP4	eex_occupied	4	-7	17	4
NZ_CP028536.2	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP028577.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP028582.2	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP028601.1	Eex_IncN	eex_occupied	77	3	5	5
NZ_CP028718.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP028781.2	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP028786.2	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP028855.1		candidate	9	1	12	6
NZ_CP028856.1		candidate	-4	11	11	8
NZ_CP028898.1		candidate	12	711	14	5
NZ_CP028920.1		candidate	2	-1	1	6
NZ_CP028958.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP028966.1		candidate	-20	14	3	6
NZ_CP028970.1		candidate	227	45	-1	10
NZ_CP028971.1		candidate	-7	-4	-8	6
NZ_CP028972.1	Eex_IncN	eex_occupied	1	61	13	7
NZ_CP028999.1	Eex_IncN	eex_occupied	18	3	-1	5
NZ_CP029061.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP029092.1	Eex_IncN	eex_occupied	5	12	1	4
NZ_CP029112.1	Eex_IncN	eex_occupied	16	9	15	5
NZ_CP029142.1		candidate	12	-4	-4	3
NZ_CP029184.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP029232.1	Eex_IncN	eex_occupied	5	-4	-1	5
NZ_CP029233.1		candidate	-7	-4	-8	5
NZ_CP029234.1	Eex_IncN	eex_occupied	5	-4	4	6
NZ_CP029245.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP029274.1		candidate	6	567	26	6
NZ_CP029276.1		candidate	6	567	26	6
NZ_CP029278.1		candidate	6	567	26	6
NZ_CP029282.1		candidate	6	567	26	6
NZ_CP029285.1		candidate	6	567	26	6
NZ_CP029374.1		candidate	14	-4	5	8
NZ_CP029428.1	Eex_IncN	eex_occupied	17	11	9	6
NZ_CP029439.1	Eex_IncN	eex_occupied	11	8	4	7
NZ_CP029440.1	Eex_IncN	eex_occupied		11	9	6
NZ_CP029446.1	Eex_IncN	eex_occupied	11	8	4	7
NZ_CP029452.1	Eex_IncN	eex_occupied	-4	45	4	6
NZ_CP029453.1		candidate	-7	-4	-8	5
NZ_CP029683.1	Eex_IncN	eex_occupied	0	9	18	4
NZ_CP029728.1		candidate	-4	11	11	7
NZ_CP029730.1		candidate	11	-4	-4	7
NZ_CP029735.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP029801.1	Eex_IncN	eex_occupied	3	18	2	6
NZ_CP029854.1	Eex_IncN	eex_occupied	11	14	4	8
NZ_CP029860.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029869.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029871.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029874.1	Eex_IncN	eex_occupied	17	11	9	6
NZ_CP029912.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029963.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029965.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP029976.1		candidate	-4	11	11	8
NZ_CP029977.1	Eex_IncN	eex_occupied	2	52	5	5
NZ_CP029988.1		candidate	-4	32	-4	8
NZ_CP030006.1		candidate	81	8	-4	5
NZ_CP030049.1		candidate	-4	-1	-1	5
NZ_CP030052.1		candidate	-1	-4	-1	5
NZ_CP030054.1		candidate	-1	-4	-1	5
NZ_CP030056.1		candidate	-4	-1	-1	5
NZ_CP030058.1		candidate	-1	-4	-1	5
NZ_CP030060.1		candidate	-4	-1	-1	5
NZ_CP030081.1	Eex_IncN	eex_occupied	11	9	-4	7
NZ_CP030100.1		candidate	2	14	-4	7
NZ_CP030129.1		candidate	4	11	-1	7
NZ_CP030156.1	Eex_IncN	eex_occupied	12	1	5	3
NZ_CP030165.1		candidate	-8	47	1	8
NZ_CP030208.1	Eex_IncN	eex_occupied	0	9	10	8
NZ_CP030221.1		candidate	9	1	12	6
NZ_CP030222.1		candidate	70	8	-4	3
NZ_CP030243.1		candidate	0	4	4	4
NZ_CP030263.1	Eex_IncN	eex_occupied	-4	22	4	6
NZ_CP030264.1		candidate	4	-7	10	5
NZ_CP030284.1	Eex_IncN	eex_occupied	1	12	5	1
NZ_CP030299.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP030310.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP030335.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP030761.1	Eex_IncN	eex_occupied	3	-4	-1	7
NZ_CP030763.1		candidate	-7	-4	11	6
NZ_CP030766.1	Eex_IncN	eex_occupied	3	77	5	4
NZ_CP030795.1		candidate	-4	11	11	8
NZ_CP030844.1		candidate	58	66	3	5
NZ_CP030867.1		candidate	-11	3	3	6
NZ_CP030943.1		candidate	-4	-20	8	6
NZ_CP031083.1		candidate	-1	5	4	6
NZ_CP031109.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP031110.1	Eex_IncN	eex_occupied	0	9	4	8
NZ_CP031118.1		candidate	11	0	10	8
NZ_CP031135.1		candidate	12	-4		0
NZ_CP031138.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_CP031227.1		candidate	32	10	-4	5
NZ_CP031234.1	Eex_IncN	eex_occupied		0	4	7
NZ_CP031259.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP031296.1	Eex_IncN	eex_occupied	254	8	5	4
NZ_CP031365.1		candidate	4	-7	8	6
NZ_CP031468.1		candidate	-11	42	18	4
NZ_CP031550.1	Eex_IncN	eex_occupied	1	12	5	4
NZ_CP031575.1		candidate	12	-4	-4	7
NZ_CP031599.1		candidate	-1	17	17	1
NZ_CP031601.1		candidate	-1	14	-1	7
NZ_CP031616.1		candidate	11	14	11	9
NZ_CP031709.1		candidate	217	61	10	7
NZ_CP031725.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_CP031884.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP032069.1	Eex_IncN	eex_occupied	3	46	5	5
NZ_CP032075.1	Eex_IncN	eex_occupied	15	7	17	7
NZ_CP032076.1		candidate	11	-4	11	8
NZ_CP032081.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_CP032117.2		candidate	1	2	27	5
NZ_CP032132.1		candidate	199	62	10	7
NZ_CP032142.1		candidate	62	199	10	7
NZ_CP032179.1		candidate	12	-4		0
NZ_CP032190.1	Eex_IncN	eex_occupied	9	11	2	5
NZ_CP032203.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP032210.1		candidate	72	9	-4	4
NZ_CP032278.1		candidate	199	62	10	7
NZ_CP032314.1		candidate	-4	-20	2	6
NZ_CP032355.1	Eex_IncN	eex_occupied	9	11	7	8
NZ_CP032386.1	Eex_IncN	eex_occupied	0	9	10	8
NZ_CP032389.1	Eex_IncN	eex_occupied	0	9	10	8
NZ_CP032392.1	Eex_IncN	eex_occupied	9	0	10	8
NZ_CP032394.1	Eex_IncN	eex_occupied	0	9	10	8
NZ_CP032397.1	Eex_IncN	eex_occupied	9	0	18	6
NZ_CP032406.1		candidate	-4	-1	-1	7
NZ_CP032407.1		candidate	233	33	-1	10
NZ_CP032408.1		candidate	174	21	9	6
NZ_CP032424.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP032447.1	Eex_IncN	eex_occupied	0	9	4	7
NZ_CP032450.1	Eex_IncN	eex_occupied	0	9	10	8
NZ_CP032458.1		candidate	26	14	-4	5
NZ_CP032687.1		candidate	24	4	4	7
NZ_CP032692.1		candidate	24	4	4	7
NZ_CP032695.1	Eex_IncN	eex_occupied	-4	3	5	7
NZ_CP032697.1		candidate	11	14	-1	8
NZ_CP032705.1	Eex_IncN	eex_occupied	12		-1	7
NZ_CP032827.1		candidate	2	51	1	7
NZ_CP032828.1		candidate	5	121	-4	8
NZ_CP032889.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP032919.1		candidate	-4	-7	11	6
NZ_CP032923.1	Eex_IncN	eex_occupied	-4	4	-1	5
NZ_CP032924.1		candidate	-7	-4	10	6
NZ_CP032928.1	Eex_IncN	eex_occupied	-4	3	6	6
NZ_CP032987.1		candidate	10	190	12	7
NZ_CP032990.1	Eex_IncN	eex_occupied	8	222	5	6
NZ_CP032994.1	Eex_IncN	eex_occupied	11	14	4	6
NZ_CP033025.1		candidate	-7	-4	11	3
NZ_CP033029.1		candidate	-4	-7	11	6
NZ_CP033033.1		candidate	-7	-4	6	6
NZ_CP033057.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP033119.1		candidate	61	217	1	7
NZ_CP033136.1		candidate	-4	10	10	5
NZ_CP033139.1		candidate	10	-4	10	4
NZ_CP033140.1		candidate	-4	10	10	5
NZ_CP033143.1		candidate	-4	10	10	6
NZ_CP033146.1		candidate	10	-55	10	5
NZ_CP033147.1		candidate	10	-4	10	4
NZ_CP033203.1	Eex_IncN	eex_occupied	3	13	-1	8
NZ_CP033229.1		candidate	2	40	-4	7
NZ_CP033254.2	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP033341.1	Eex_IncN	eex_occupied	52	2	5	5
NZ_CP033349.2		candidate	11	-4	11	8
NZ_CP033354.2	TrbK_RP4	eex_occupied	-47	12	12	6
NZ_CP033355.2	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP033359.1	Eex_IncN	eex_occupied	7	15	17	7
NZ_CP033363.1		candidate	-4	-4	5	8
NZ_CP033369.1		candidate	11	2	-4	7
NZ_CP033399.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP033508.1		candidate	11	2	-4	7
NZ_CP033797.1	Eex_IncN	eex_occupied	11	8	7	8
NZ_CP033830.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP033849.1		candidate	11	-4	11	8
NZ_CP033873.1		candidate	-1	8	1	5
NZ_CP033874.1	Eex_IncN	eex_occupied	14	-4	5	6
NZ_CP033879.1		candidate	11	-4	11	8
NZ_CP034033.1		candidate	-14	234	12	7
NZ_CP034061.1	Eex_IncN	eex_occupied	1	12	5	5
NZ_CP034079.1		candidate	143	10	9	6
NZ_CP034080.1		candidate	143	10	9	6
NZ_CP034087.1		candidate	12	14	9	8
NZ_CP034107.1	Eex_IncN	eex_occupied	17	11	9	5
NZ_CP034109.1	Eex_IncN	eex_occupied	8	222	5	4
NZ_CP034133.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP034284.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP034287.1		candidate	-4	10	10	6
NZ_CP034288.1		candidate	10	-4	10	7
NZ_CP034291.1		candidate	-31	14	-4	5
NZ_CP034293.1		candidate	-4	10	10	5
NZ_CP034296.1		candidate	14	-31	-4	5
NZ_CP034297.1		candidate	-4	10	10	7
NZ_CP034300.1		candidate	10	-4	10	4
NZ_CP034303.1		candidate	-4	10	8	3
NZ_CP034304.1		candidate	10	-4	10	5
NZ_CP034329.1		candidate	-4	3	1	8
NZ_CP034365.1	Eex_IncN	eex_occupied	9	12	4	7
NZ_CP034403.1	Eex_IncN	eex_occupied	9	16	15	7
NZ_CP034405.1	Eex_IncN	eex_occupied	12	1	5	4
NZ_CP034431.1		candidate	-4	17	-4	6
NZ_CP034567.1		candidate	13	10	41	5
NZ_CP034568.1		candidate	-55	10	12	4
NZ_CP034571.1		candidate	10	-4	10	5
NZ_CP034591.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP034651.1		candidate	47	-8	1	6
NZ_CP034656.1		candidate	-4	217	18	6
NZ_CP034744.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP034781.1		candidate	-8	29	-1	8
NZ_CP034798.1	Eex_IncN	eex_occupied	1	152	5	5
NZ_CP034812.1		candidate	-4	8	1	7
NZ_CP034814.1		candidate	-1	-4	-1	8
NZ_CP034833.1		candidate	11	-4	11	8
NZ_CP034904.1		candidate	-4	-4	-4	4
NZ_CP034911.1	Eex_IncN	eex_occupied	3	-4	3	6
NZ_CP034923.1	Eex_IncN	eex_occupied	4	20	-1	8
NZ_CP034957.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP034965.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP034999.1	Eex_IncN	eex_occupied	2	-4	-4	7
NZ_CP035001.1	Eex_IncN	eex_occupied	3	-4	9	6
NZ_CP035038.1	Eex_IncN	eex_occupied	5	-4	-1	5
NZ_CP035039.1		candidate	-7	-4	-8	5
NZ_CP035125.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP035195.1		candidate	10	190	12	7
NZ_CP035200.1	Eex_IncN	eex_occupied	9	11	12	6
NZ_CP035285.1		candidate	-1	1	13	6
NZ_CP035287.1		candidate	16	3	-4	7
NZ_CP035315.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_CP035316.1	Eex_IncN	eex_occupied	8	15	-1	7
NZ_CP035387.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP035423.1	Eex_IncN	eex_occupied		-11	-1	8
NZ_CP035459.1		candidate	-1	548	-1	5
NZ_CP035471.1	Eex_IncN	eex_occupied	16	9	15	6
NZ_CP035507.1		candidate	-4	-4	-4	7
NZ_CP035508.1		candidate	-4	-4	-4	7
NZ_CP035512.1		candidate	20	3	-4	7
NZ_CP035515.1		candidate	3	16	-1	7
NZ_CP035754.1		candidate	11	-4	11	7
NZ_CP036179.1	Eex_IncN	eex_occupied	11	9	9	6
NZ_CP036195.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP036205.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP036311.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP036312.1	Eex_IncN	eex_occupied	9	11	5	7
NZ_CP036363.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP036368.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP036516.1		candidate	8	-4	6	8
NZ_CP037425.1		candidate	1	2	27	5
NZ_CP037738.1	Eex_IncN	eex_occupied	11	9	7	8
NZ_CP037748.1		candidate	10	-1	-1	4
NZ_CP037868.1		candidate	10	19	-1	8
NZ_CP037880.1	Eex_IncN	eex_occupied	8	0	4	8
NZ_CP037906.1		candidate	-4	11	11	8
NZ_CP037907.1	Eex_IncN	eex_occupied	15	8	-1	7
NZ_CP037908.1	Eex_IncN	eex_occupied	8	9	12	5
NZ_CP037911.1		candidate	-4	11	11	8
NZ_CP037915.1		candidate	45	2	1	7
NZ_CP037965.1	Eex_IncN	eex_occupied	9	11	5	5
NZ_CP037995.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP038019.1		candidate	74	34	33	6
NZ_CP038024.1		candidate	11	162	11	9
NZ_CP038181.1		candidate	11	-4	11	7
NZ_CP038196.1		candidate	3	16	-4	3
NZ_CP038205.1		candidate	7	20	-1	7
NZ_CP038206.1		candidate	17	3	-4	7
NZ_CP038240.1		candidate	-4	17	-4	5
NZ_CP038272.1	TrbK_RP4	eex_occupied	5	28	3	8
NZ_CP038280.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP038334.1	Eex_IncN	eex_occupied	152	1	5	4
NZ_CP038340.1	Eex_IncN	eex_occupied	222	8	5	4
NZ_CP038361.1	Eex_IncN	eex_occupied	2	52	5	5
NZ_CP038381.1	Eex_IncN	eex_occupied	2	52	5	5
NZ_CP038624.1		candidate	-4	15	10	8
NZ_CP038640.1	TrbK_RP4	eex_occupied	9	10	16	6
NZ_CP039300.1	Eex_IncN	eex_occupied	8	15	-1	7
NZ_CP039328.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP039600.1	Eex_IncN	eex_occupied	9	0	4	8
NZ_CP039643.1		candidate	218	56	11	6
NZ_CP039644.1	Eex_IncN	eex_occupied	6	3	-1	8
NZ_CP039693.1		candidate	4	-4	10	6
NZ_CP039696.1	Eex_IncN	eex_occupied	8	10	17	6
NZ_CP039811.1	Eex_IncN	eex_occupied	9	11	9	6
NZ_CP039821.1	Eex_IncN	eex_occupied	7	15	17	6
NZ_CP039890.1		candidate	-4	-7	11	6
NZ_CP039891.1		candidate	-7	-4	11	6
NZ_CP039892.1		candidate	-8	14	-1	9
NZ_CP039899.1		candidate	-4	-7	11	6
NZ_CP039900.1		candidate	-7	-4	11	6
NZ_CP039905.1	Eex_IncN	eex_occupied	-4	3	6	6
NZ_CP039909.1	Eex_IncN	eex_occupied	-4	3	6	6
NZ_CP039924.1		candidate	27	40	12	7
NZ_CP039926.1		candidate	-7	-4	6	6
NZ_CP040091.1	Eex_IncN	eex_occupied	11	9	5	8
NZ_CP040110.1		candidate	72	-29	2	8
NZ_CP040242.1	Eex_IncN	eex_occupied	48	-14	9	6
NZ_CP040399.1	Eex_IncN	eex_occupied	11	9	5	7
NZ_CP040574.1	Eex_IncN	eex_occupied	11	17	9	6
NZ_CP040594.1		candidate	-4	11	11	5
NZ_CP040603.1	Eex_IncN	eex_occupied	3	13	-1	8
NZ_CP040609.1		candidate	-11	3	3	6
NZ_CP040642.1	Eex_IncN	eex_occupied	-4	3	6	6
NZ_CP040725.1		candidate	11	-4	11	7
NZ_CP040754.1		candidate	16	37	-1	7
NZ_CP040761.1		candidate	-1	8	1	7
NZ_CP040800.1	Eex_IncN	eex_occupied	16	21	12	5
NZ_CP040809.1	Eex_IncN	eex_occupied	11	17	10	3
NZ_CP040810.1	Eex_IncN	eex_occupied	228	17	18	4
NZ_CP040823.1		candidate	17	2	-4	7
NZ_CP040859.1	Eex_IncN	eex_occupied	15	7	17	6
NZ_CP040892.1	Eex_IncN	eex_occupied	11	9	7	8
NZ_CP040895.1	Eex_IncN	eex_occupied	7	15	17	6
