accession	length	n_cds	mpf_classes	n_fa_fata	relaxase	exclusion_family_hit	description
NC_024788.1	162816	287	none	1	0		NC_024788.1 Bacillus phage Riley, complete genome
NC_024789.1	45746	71	none	0	0		NC_024789.1 Escherichia phage bV_EcoS_AKS96, complete genome
NC_024790.1	71778	87	none	0	1		NC_024790.1 Escherichia phage vB_EcoP_PhAPEC7, complete genome
NC_024791.1	50440	71	none	0	0		NC_024791.1 Vibrio phage ICP2_2013_A_Haiti, complete genome
NC_024792.1	160281	244	none	2	0		NC_024792.1 Bacillus phage Bobb, complete genome
NC_024793.1	46847	75	none	0	0		NC_024793.1 Escherichia phage bV_EcoS_AHP42, complete genome
NC_024794.1	167318	263	none	0	1		NC_024794.1 Escherichia phage vB_EcoM_PhAPEC2, complete genome
NC_025115.1	40002	47	none	0	0		NC_025115.1 Ralstonia phage RSY1 DNA, complete genome
NC_025414.1	178171	275	none	0	1		NC_025414.1 Citrobacter phage Miller, complete genome
NC_025415.1	32799	52	none	0	0		NC_025415.1 Lactobacillus phage Ld25A, complete genome
NC_025416.1	141907	209	none	2	0		NC_025416.1 Staphylococcus phage MCE-2014, complete genome
NC_025417.1	140903	214	none	2	0		NC_025417.1 Staphylococcus phage Team1, complete genome
NC_025418.1	43871	53	none	1	0		NC_025418.1 Klebsiella phage NTUH-K2044-K1-1 DNA, complete genome
NC_025419.1	168402	269	none	0	1		NC_025419.1 Enterobacteria phage RB3, complete genome
NC_025420.1	32975	51	none	0	0		NC_025420.1 Lactobacillus phage Ld17, complete genome
NC_025421.1	29616	48	none	0	1		NC_025421.1 Lactobacillus phage Ld3, complete genome
NC_025422.1	155997	275	none	0	0		NC_025422.1 Caulobacter phage Cr30, complete genome
NC_025423.1	138658	209	none	1	0		NC_025423.1 Bacillus phage CP-51, complete genome
NC_025424.1	45648	70	none	1	0		NC_025424.1 Bacillus phage Waukesha92, complete genome
NC_025425.1	163424	268	none	0	1		NC_025425.1 Enterobacteria phage GEC-3S complete genome
NC_025426.1	140807	229	none	2	0		NC_025426.1 Staphylococcus phage P108, complete genome
NC_025427.1	54506	89	none	0	0		NC_025427.1 Rhizobium phage vB_RleM_PPF1, complete genome
NC_025428.1	59601	86	none	0	0		NC_025428.1 Ruegeria phage DSS3-P1, complete genome
NC_025429.1	156446	257	none	0	0		NC_025429.1 Rhizobium phage vB_RleM_P10VF, complete genome
NC_025430.1	42351	59	none	0	0		NC_025430.1 Escherichia phage vB_EcoM-ep3, complete genome
NC_025431.1	45718	64	none	0	0		NC_025431.1 Mesorhizobium phagevB_MloP_Lo5R7ANS, complete genome
NC_025433.1	58550	107	none	0	0		NC_025433.1 Mycobacteriophage Taj, complete genome
NC_025434.1	62699	76	none	0	0		NC_025434.1 Shigella phage POCJ13, complete genome
NC_025436.1	133824	227	none	0	0		NC_025436.1 Shewanella sp. phage 1/4, complete genome
NC_025437.1	169062	271	none	0	1		NC_025437.1 Shigella phage Shf125875, complete genome
NC_025438.1	67744	94	none	1	0		NC_025438.1 Mycobacterium phage Soto, complete genome
NC_025439.1	34773	55	none	0	0		NC_025439.1 Idiomarinaceae phage 1N2-2, complete genome
NC_025440.1	134369	185	none	1	0		NC_025440.1 Listeria phage WIL-1, complete genome
NC_025441.1	66854	98	none	1	1		NC_025441.1 Escherichia phage ECML-117, complete genome
NC_025442.1	59578	73	none	0	0		NC_025442.1 Salmonella phage Chi, complete genome
NC_025443.1	52869	80	none	0	0		NC_025443.1 Salmonella phage 9NA, complete genome
NC_025444.1	53332	90	none	0	0		NC_025444.1 Mycobacterium phage RedRock, complete genome
NC_025445.1	40981	47	none	0	0		NC_025445.1 Enterobacteria phage J8-65, complete genome
NC_025446.1	157308	203	none	0	0		NC_025446.1 Escherichia phage ECML-4, complete genome
NC_025447.1	348532	587	none	0	1		NC_025447.1 Escherichia phage 121Q, complete genome
NC_025448.1	165179	266	none	0	1		NC_025448.1 Enterobacteria phage RB27, complete genome
NC_025449.1	166783	268	none	0	1		NC_025449.1 Escherichia phage ECML-134, complete genome
NC_025450.1	44366	52	none	0	0		NC_025450.1 Lelliottia phage phD2B, complete genome
NC_025451.1	38646	44	none	0	0		NC_025451.1 Yersinia phage vB_YenP_AP5, complete genome
NC_025452.1	155346	197	none	0	0		NC_025452.1 Dickeya phage RC-2014, complete genome
NC_025453.1	40286	58	none	0	0		NC_025453.1 Enterococcus phage EFC-1, complete genome
NC_025454.1	7679	13	none	0	0		NC_025454.1 Ralstonia phage RS603 DNA, complete genome
NC_025455.1	46237	55	none	0	0		NC_025455.1 Synechococcus phage S-CBP2, complete genome
NC_025456.1	46547	60	none	0	0		NC_025456.1 Synechococcus phage S-CBP1, complete genome
NC_025457.1	42654	52	none	0	0		NC_025457.1 Acinetobacter phage vB_AbaP_Acibel007, complete genome
NC_025458.1	43510	60	none	0	0		NC_025458.1 Shewanella sp. phage 1/41, complete genome
NC_025459.1	53744	85	none	0	0		NC_025459.1 Aeromonas phage pAh6-C, complete genome
NC_025460.1	42600	70	none	0	0		NC_025460.1 Staphylococcus phage phiSa119, complete genome
NC_025461.1	45871	63	none	0	0		NC_025461.1 Synechococcus phage S-CBP3, complete genome
NC_025462.1	99730	152	none	0	0		NC_025462.1 Acinetobacter phage vB_AbaM_Acibel004, complete genome
NC_025463.1	49640	67	none	0	0		NC_025463.1 Shewanella sp. phage 1/44, complete genome
NC_025464.1	44147	62	none	0	0		NC_025464.1 Synechococcus phage S-CBP4, complete genome
NC_025465.1	40923	68	none	1	0		NC_025465.1 Enterococcus phage EfaCPT1, complete genome
NC_025466.1	40161	70	none	0	0		NC_025466.1 Shewanella sp. phage 3/49, complete genome
NC_025467.1	17972	25	none	0	0		NC_025467.1 Enterococcus phage vB_Efae230P-4, complete genome
NC_025470.1	139004	228	none	0	0		NC_025470.1 Shewanella sp. phage 1/40, complete genome
NC_025471.1	36844	61	none	0	0		NC_025471.1 Idiomarinaceae phage Phi1M2-2, complete genome
NC_025822.1	42544	45	none	0	0		NC_025822.1 Vibrio phage phi-A318, complete genome
NC_025823.1	6407	7	none	0	0		NC_025823.1 Bacteriophage f1, complete genome
NC_025824.1	6408	7	none	0	0		NC_025824.1 Escherichia phage fd strain 478, complete genome
NC_025829.1	164999	260	none	0	1		NC_025829.1 Shigella phage pSs-1, complete genome
NC_025830.1	120938	202	none	0	0		NC_025830.1 Escherichia phage Av-05, complete genome
NC_026010.1	50109	77	none	0	0		NC_026010.1 Shigella phage pSf-2, complete genome
NC_026013.1	5755	6	none	0	0		NC_026013.1 Microviridae IME-16, complete sequence
NC_026014.1	35814	49	none	0	0		NC_026014.1 Enterobacteria phage P88, complete genome
NC_026016.1	43748	67	none	0	0		NC_026016.1 Staphylococcus phage phiBU01, complete genome
NC_026017.1	41880	60	none	0	0		NC_026017.1 Salmonella phage LSPA1, complete genome
NC_026582.1	4817	9	none	0	0		NC_026582.1 Uncultured phage WW-nAnB, complete genome
NC_026583.1	49577	81	none	0	0		NC_026583.1 Mycobacterium phage Alvin, complete genome
NC_026584.1	109871	215	none	0	0		NC_026584.1 Mycobacterium phage Minerva, complete genome
NC_026585.1	60727	103	none	0	0		NC_026585.1 Mycobacteriophage Estave1, complete genome
NC_026586.1	66299	94	none	0	0		NC_026586.1 Pseudomonas phage vB_PaeM_PAO1_Ab27, complete genome
NC_026587.1	86246	152	none	0	0		NC_026587.1 Pseudomonas phage vB_PaeM_PAO1_Ab03, complete genome
NC_026588.1	60285	91	none	0	0		NC_026588.1 Mycobacterium phage Squirty, complete genome
NC_026589.1	55832	85	none	0	0		NC_026589.1 Mycobacterium phage Sbash, complete genome
NC_026590.1	90460	158	none	0	0		NC_026590.1 Mycobacterium phage Gaia, complete genome
NC_026591.1	44716	62	none	0	0		NC_026591.1 Mycobacterium phage Trike, complete genome
NC_026593.1	59419	104	none	0	0		NC_026593.1 Mycobacterium phage BuzzLyseyear, complete genome
NC_026594.1	56537	76	none	0	1		NC_026594.1 Pseudomonas phage vB_PaeS_PAO1_Ab18, complete genome
NC_026595.1	54986	99	none	0	0		NC_026595.1 Mycobacterium phage Hades, complete genome
NC_026596.1	57052	97	none	0	0		NC_026596.1 Mycobacterium phage Inventum, complete genome
NC_026597.1	63334	86	none	0	0		NC_026597.1 Mycobacterium phage Sparky, complete genome
NC_026598.1	58211	91	none	0	0		NC_026598.1 Mycobacterium phage Milly, complete genome
NC_026599.1	45808	68	none	0	0		NC_026599.1 Pseudomonas phage vB_PaeP_C2-10_Ab22, complete genome
NC_026600.1	66181	92	none	1	0		NC_026600.1 Pseudomonas phage vB_PaeM_C1-14_Ab28, complete genome
NC_026601.1	37238	56	none	0	0		NC_026601.1 Pseudomonas phage vB_PaeS_PAO1_Ab30, complete genome
NC_026602.1	43639	55	none	0	0		NC_026602.1 Pseudomonas phage vB_PaeP_PAO1_Ab05, complete genome
NC_026603.1	61251	93	none	0	0		NC_026603.1 Mycobacterium phage Keshu, complete genome
NC_026604.1	53636	96	none	0	0		NC_026604.1 Mycobacterium phage Cerasum, complete genome
NC_026605.1	46869	75	none	0	0		NC_026605.1 Mycobacterium phage Malithi, complete genome
NC_026606.1	71200	111	none	0	0		NC_026606.1 Arthrobacter phage vB_ArtM-ArV1, complete genome
NC_026607.2	159914	256	none	1	1		NC_026607.2 Salmonella phage STP4-a, complete genome
NC_026608.1	42093	55	none	1	0		NC_026608.1 Paracoccus phage vB_PmaS-R3, complete genome
NC_026609.1	74806	81	none	0	1		NC_026609.1 Lactobacillus phage Ldl1, complete genome
NC_026610.2	56637	81	none	0	0		NC_026610.2 Vibrio phage VpKK5, complete genome
NC_026611.1	43129	80	none	0	0		NC_026611.1 Edwardsiella phage GF-2 DNA, complete sequence
NC_026612.1	5077	8	none	0	0		NC_026612.1 Uncultured phage WW-nAnB strain 2, complete genome
NC_026613.1	5210	8	none	0	0		NC_026613.1 Uncultured phage WW-nAnB strain 3, complete genome
NC_026923.1	179110	207	none	0	0		NC_026923.1 Synechococcus phage ACG-2014d isolate Syn7803C102, complete genome
NC_026924.1	174885	207	none	0	0		NC_026924.1 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome
NC_026926.1	192108	223	none	0	0		NC_026926.1 Synechococcus phage ACG-2014j isolate Syn7803US103, complete genome
NC_026927.1	228143	276	none	1	0		NC_026927.1 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome
NC_026928.1	189418	215	none	0	0		NC_026928.1 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome
NC_027118.1	39422	47	none	0	0		NC_027118.1 Vibrio phage phiVC8, complete genome
NC_027119.1	157498	204	none	0	0		NC_027119.1 Salmonella phage Det7, complete genome
NC_027120.1	36892	41	none	0	0		NC_027120.1 Lactococcus phage 1358, complete sequence
NC_027125.1	47142	72	none	0	0		NC_027125.1 Flavobacterium phage FCL-2, complete genome
NC_027130.1	172688	212	none	0	0		NC_027130.1 Synechococcus phage ACG-2014b isolate Syn7803C100, complete genome
NC_027132.1	190768	213	none	0	0		NC_027132.1 Synechococcus phage ACG-2014i isolate Syn7803US120, complete genome
NC_027204.1	194701	361	none	0	0		NC_027204.1 Sinorhizobium phage phiM12, complete genome
NC_027292.1	39167	46	none	0	0		NC_027292.1 Pseudomonas phage Pf-10, complete genome
NC_027293.1	87999	131	none	1	0		NC_027293.1 Citrobacter phage Moogle, complete genome
NC_027294.1	29438	41	none	0	0		NC_027294.1 Propionibacterium phage PHL150M00, complete genome
NC_027295.1	29806	41	none	0	0		NC_027295.1 Propionibacterium phage PHL199M00, complete genome
NC_027296.1	53721	82	none	2	0		NC_027296.1 Rhizobium phage RHEph06, complete genome
NC_027297.1	123475	176	none	1	0		NC_027297.1 Salmonella phage Stitch, complete genome
NC_027298.1	36814	53	none	0	0		NC_027298.1 Pseudomonas phage LPB1, complate genome
NC_027299.1	42092	72	none	0	0		NC_027299.1 Sulfitobacter phage NYA-2014a, complete genome
NC_027329.1	87510	122	none	0	0		NC_027329.1 Salmonella phage vB_SPuM_SP116, complete genome
NC_027330.1	45403	57	none	0	0		NC_027330.1 Escherichia phage ECBP5, complete genome
NC_027331.1	170341	300	none	0	1		NC_027331.1 Citrobacter phage Moon, complete genome
NC_027332.1	98170	161	none	0	0		NC_027332.1 Acinetobacter phage YMC13/03/R2096, complete genome
NC_027333.1	29421	41	none	0	0		NC_027333.1 Propionibacterium phage PHL070N00, complete genome
NC_027334.1	47800	68	none	0	0		NC_027334.1 Aurantimonas phage AmM-1 DNA, complete sequence
NC_027335.2	145519	218	none	1	0		NC_027335.2 Enterococcus phage ECP3, complete genome
NC_027336.1	29503	41	none	0	0		NC_027336.1 Propionibacterium phage PHL009M11, complete genome
NC_027337.1	88403	124	none	0	0		NC_027337.1 Escherichia phage vB_EcoM-VpaE1, complete genome
NC_027339.1	38389	58	none	0	0		NC_027339.1 Enterobacteria phage SfI, complete genome
NC_027340.1	162160	221	none	0	0		NC_027340.1 Erwinia phage phiEa2809, complete genome
NC_027341.1	130008	184	none	0	1		NC_027341.1 Lactococcus phage WRP3, complete genome
NC_027342.1	41268	50	none	0	0		NC_027342.1 Proteus phage PM16, complete genome
NC_027344.1	158099	247	none	0	1		NC_027344.1 Salmonella phage STML-198, complete genome
NC_027345.1	73008	95	none	0	0		NC_027345.1 Pseudomonas phage Pa2, complete genome
NC_027346.1	29327	42	none	0	0		NC_027346.1 Propionibacterium phage PHL171M01, complete genome
NC_027347.1	29511	42	none	0	0		NC_027347.1 Propionibacterium phage PHL151M00, complete genome
NC_027348.2	73882	89	none	0	1		NC_027348.2 Delftia phage RG-2014, complete genome
NC_027349.1	166977	269	none	0	1		NC_027349.1 Escherichia phage HY01, complete genome
NC_027350.1	49816	83	none	1	0		NC_027350.1 Citrobacter phage Stevie, complete genome
NC_027351.1	147745	239	none	0	0		NC_027351.1 Salmonella phage SSE-121, complete genome
NC_027352.1	159492	213	none	1	0		NC_027352.1 Bacillus phage JBP901, complete genome
NC_027353.1	167063	270	none	0	1		NC_027353.1 Yersinia phage phiD1 complete genome
NC_027354.1	29323	41	none	0	0		NC_027354.1 Propionibacterium phage PHL301M00, complete genome
NC_027355.1	159071	211	none	1	0		NC_027355.1 Bacillus phage BCP8-2, complete genome
NC_027356.1	108065	147	none	0	0		NC_027356.1 Escherichia phage DT57C, complete genome
NC_027357.1	29496	41	none	0	0		NC_027357.1 Propionibacterium phage PHL025M00, complete genome
NC_027358.1	28527	46	none	0	0		NC_027358.1 Leuconostoc phage Ln-9, complete genome
NC_027360.1	87603	128	none	0	0		NC_027360.1 Enterobacteriaphage UAB_Phi87, complete genome
NC_027361.1	29454	41	none	0	0		NC_027361.1 Propionibacterium phage PHL085N00, complete genome
NC_027362.1	29394	40	none	0	0		NC_027362.1 Propionibacterium phage PHL116M00, complete genome
NC_027363.1	41480	52	none	0	0		NC_027363.1 Proteus phage PM 75, complete genome
NC_027364.1	348113	593	none	0	1		NC_027364.1 Escherichia phage PBECO 4, complete genome
NC_027365.1	58076	92	none	0	0		NC_027365.1 Mycobacterium phage Fionnbharth, complete genome
NC_027366.1	164302	222	none	2	0		NC_027366.1 Bacillus phage Mater, complete genome
NC_027367.1	29003	40	none	0	0		NC_027367.1 Propionibacterium phage PHL132N00, complete genome
NC_027368.1	33828	49	none	0	0		NC_027368.1 Vibrio phage PV94, complete genome
NC_027369.1	86231	136	none	0	0		NC_027369.1 Escherichia phage EC6, complete genome
NC_027370.1	29428	41	none	0	0		NC_027370.1 Propionibacterium phage PHL179M00, complete genome
NC_027371.1	29741	42	none	0	0		NC_027371.1 Propionibacterium phage Pacnes 2012-15, complete genome
NC_027372.1	39639	46	none	1	1		NC_027372.1 Bacillus phage Pascal, complete genome
NC_027373.1	29423	43	none	0	0		NC_027373.1 Propionibacterium phage PHL030N00, complete genome
NC_027374.1	161239	217	none	2	0		NC_027374.1 Bacillus phage Moonbeam, complete genome
NC_027375.1	43227	53	none	0	0		NC_027375.1 Pseudomonas phage vB_PaeP_PPA-ABTNL, complete genome
NC_027376.1	29442	41	none	0	0		NC_027376.1 Propionibacterium phage PHL308M00, complete genome
NC_027377.1	28921	43	none	0	0		NC_027377.1 Leuconostoc phage Ln-8, complete genome
NC_027378.1	56776	87	none	0	0		NC_027378.1 Escherichia phage Seurat, complete genome
NC_027379.1	43642	50	none	0	0		NC_027379.1 Proteus phage PM 85, complete genome
NC_027380.1	29377	42	none	0	0		NC_027380.1 Propionibacterium phage PHL067M01, complete genome
NC_027381.1	68365	81	none	0	1		NC_027381.1 Escherichia phage Pollock, complete genome
NC_027382.1	37146	52	none	0	0		NC_027382.1 Enterobacteria phage SfMu, complete genome
NC_027383.1	44613	60	none	0	0		NC_027383.1 Escherichia phage YD-2008.s, complete genome
NC_027384.1	37359	55	none	0	0		NC_027384.1 Pseudomonas phage H70, complete genome
NC_027385.1	29261	40	none	0	0		NC_027385.1 Propionibacterium phage PHL092M00, complete genome
NC_027386.1	29247	42	none	0	0		NC_027386.1 Propionibacterium phage PHL152M00, complete genome
NC_027387.1	38810	50	none	0	0		NC_027387.1 Escherichia phage CICC 80001, complete genome
NC_027388.1	73050	92	none	0	0		NC_027388.1 Pseudomonas phage YH6, complete genome
NC_027389.1	29494	41	none	0	0		NC_027389.1 Propionibacterium phage PHL141N00, complete genome
NC_027390.1	45169	52	none	0	0		NC_027390.1 Proteus phage PM 93, complete genome
NC_027391.1	29412	40	none	0	0		NC_027391.1 Propionibacterium phage PHL041M10, complete genome
NC_027392.1	29264	41	none	0	0		NC_027392.1 Propionibacterium phage PHL194M00, complete genome
NC_027393.1	39530	47	none	0	0		NC_027393.1 Vibrio phage J2, complete genome
NC_027394.1	40214	47	none	1	1		NC_027394.1 Bacillus phage Pookie, complete genome
NC_027395.1	77327	123	none	0	0		NC_027395.1 Phage vB_EcoP_SU10, complete genome
NC_027396.1	33756	49	none	0	0		NC_027396.1 Streptococcus phage SpSL1, complete genome
NC_027397.1	39725	48	none	0	0		NC_027397.1 Vibrio phage QH, complete genome
NC_027398.1	38742	56	none	0	0		NC_027398.1 Enterobacteria phage Sf101, complete genome
NC_027399.1	346602	548	none	0	0		NC_027399.1 Klebsiella phage K64-1 DNA, complete genome
NC_027400.1	29264	41	none	0	0		NC_027400.1 Propionibacterium phage PHL055N00, complete genome
NC_027401.1	29751	43	none	0	0		NC_027401.1 Propionibacterium phage PHL095N00, complete genome
NC_027402.1	240413	262	none	0	0		NC_027402.1 Salmonella phage SPN3US, complete genome
NC_027403.1	29255	41	none	0	0		NC_027403.1 Propionibacterium phage PHL117M00, complete genome
NC_027404.1	167785	269	none	0	1		NC_027404.1 Yersinia phage PST, complete genome
NC_027405.1	29264	40	none	0	0		NC_027405.1 Propionibacterium phage PHL163M00, complete genome
NC_027620.1	29726	41	none	0	0		NC_027620.1 Propionibacterium phage MrAK, complete genome
NC_027621.1	29463	41	none	0	0		NC_027621.1 Propionibacterium phage Wizzo, complete genome
NC_027622.1	29330	42	none	0	0		NC_027622.1 Propionibacterium phage Stormborn, complete genome
NC_027623.2	29324	41	none	0	0		NC_027623.2 Propionibacterium phage Pirate, complete genome
NC_027624.1	29594	41	none	0	0		NC_027624.1 Propionibacterium phage SKKY, complete genome
NC_027625.1	29461	41	none	0	0		NC_027625.1 Propionibacterium phage Kubed, complete genome
NC_027626.1	29347	41	none	0	0		NC_027626.1 Propionibacterium phage Procrass1, complete genome
NC_027627.1	29440	42	none	0	0		NC_027627.1 Propionibacterium phage Solid, complete genome
NC_027628.1	29517	41	none	0	0		NC_027628.1 Propionibacterium phage Lauchelly, complete genome
NC_027629.1	28876	40	none	0	0		NC_027629.1 Propionibacterium phage Attacne, complete genome
NC_027630.1	29506	41	none	0	0		NC_027630.1 Propionibacterium phage Ouroboros, complete genome
NC_027634.1	4451	6	none	0	0		NC_027634.1 Microviridae Bog1249_12, complete genome
NC_027635.1	4815	6	none	0	0		NC_027635.1 Microviridae Bog5275_51, complete genome
NC_027638.1	4671	6	none	0	0		NC_027638.1 Microviridae Bog9017_22, complete genome
NC_027639.1	4366	5	none	0	0		NC_027639.1 Microviridae Fen2266_11, complete genome
NC_027640.1	4949	6	none	0	0		NC_027640.1 Microviridae Fen418_41, complete genome
NC_027641.1	4552	6	none	0	0		NC_027641.1 Microviridae Fen4707_41, complete genome
NC_027643.1	4654	5	none	0	0		NC_027643.1 Microviridae Fen685_11, complete genome
