accession	n_cds	core_completeness	n_core	VirB1	VirB1_score	VirB2	VirB2_score	VirB3	VirB3_score	VirB4	VirB4_score	VirB4b	VirB4b_score	VirB5	VirB5_score	VirB6	VirB6_score	VirB7	VirB7_score	VirB8	VirB8_score	VirB9	VirB9_score	VirB10	VirB10_score	VirB11	VirB11_score	VirD4	VirD4_score	TraN	TraN_score
LC663732.1	44	7/7	7	ga:27:20927..21547:-	47.9	ga:26:20587..20913:-	64.4	ga:25:17821..20568:-	62.7	ga:25:17821..20568:-	152.1	ga:25:17821..20568:-	46.1	ga:24:17093..17809:-	97.3	ga:23:16003..17082:-	157.5	none		ga:21:14820..15506:-	167.2	ga:20:13915..14823:-	142.4	ga:19:12804..13922:-	163.7	ga:18:11774..12802:-	85.0	ga:17:9925..11742:-	316.5	none	
LC663736.1	89	7/7	7	ga:71:61072..61989:-	37.9	ga:82:70892..71353:-	62.4	ga:81:70587..70883:-	30.7	ga:80:67916..70516:-	70.8	ga:80:67916..70516:-	68.7	ga:79:67227..67919:-	83.3	ga:76:65754..66617:-	135.3	none		ga:75:65089..65754:-	71.0	ga:74:64276..65061:-	179.1	ga:73:63011..64273:-	145.4	ga:72:61973..63001:-	96.2	ga:65:54367..55917:+	62.2	none	
LC663737.1	95	7/7	7	ga:82:61331..62248:-	37.9	ga:93:71151..71612:-	62.4	ga:92:70846..71142:-	30.7	ga:91:68175..70775:-	70.8	ga:91:68175..70775:-	68.7	ga:90:67486..68178:-	83.3	ga:87:66013..66876:-	135.3	none		ga:86:65348..66013:-	71.0	ga:85:64535..65320:-	179.1	ga:84:63270..64532:-	145.4	ga:83:62232..63260:-	96.2	ga:76:54626..56176:+	62.2	none	
LC663738.1	95	7/7	7	ga:82:61331..62248:-	37.9	ga:93:71151..71612:-	62.4	ga:92:70846..71142:-	30.7	ga:91:68175..70775:-	70.8	ga:91:68175..70775:-	68.7	ga:90:67486..68178:-	83.3	ga:87:66013..66876:-	135.3	none		ga:86:65348..66013:-	71.0	ga:85:64535..65320:-	179.1	ga:84:63270..64532:-	145.4	ga:83:62232..63260:-	96.2	ga:76:54626..56176:+	62.2	none	
LC663739.1	95	7/7	7	ga:82:61331..62248:-	37.9	ga:93:71151..71612:-	62.4	ga:92:70846..71142:-	30.7	ga:91:68175..70775:-	70.8	ga:91:68175..70775:-	68.7	ga:90:67486..68178:-	83.3	ga:87:66013..66876:-	135.3	none		ga:86:65348..66013:-	71.0	ga:85:64535..65320:-	179.1	ga:84:63270..64532:-	145.4	ga:83:62232..63260:-	96.2	ga:76:54626..56176:+	62.2	none	
LC663740.1	95	7/7	7	ga:82:61331..62248:-	37.9	ga:93:71151..71612:-	62.4	ga:92:70846..71142:-	30.7	ga:91:68175..70775:-	70.8	ga:91:68175..70775:-	68.7	ga:90:67486..68178:-	83.3	ga:87:66013..66876:-	135.3	none		ga:86:65348..66013:-	71.0	ga:85:64535..65320:-	179.1	ga:84:63270..64532:-	145.4	ga:83:62232..63260:-	96.2	ga:76:54626..56176:+	62.2	none	
LC685593.1	81	7/7	7	ga:61:50939..51856:-	38.4	ga:74:62016..62477:-	62.4	ga:73:61711..62007:-	30.7	ga:72:59040..61724:-	72.0	ga:72:59040..61724:-	67.8	ga:71:58351..59043:-	77.5	ga:66:55636..56499:-	136.1	none		ga:65:54962..55636:-	73.0	ga:64:54149..54934:-	178.1	ga:63:52884..54146:-	145.4	ga:62:51840..52874:-	91.2	ga:55:44288..45838:+	62.4	none	
LC709173.1	76	7/7	7	ga:17:20326..20808:-	81.1	none		ga:32:36398..36682:-	36.6	ga:31:34035..36392:-	58.5	ga:31:34035..36392:-	42.8	ga:44:42135..42776:-	42.8	ga:45:42782..43777:-	128.5	none		ga:29:33135..33869:-	144.3	ga:28:32368..33138:-	170.5	ga:27:31239..32378:-	154.7	ga:20:22576..24114:-	207.1	ga:25:28191..30149:-	289.6	none	
LC712329.1	76	7/7	7	ga:17:20326..20808:-	81.1	none		ga:32:36398..36682:-	36.6	ga:31:34035..36392:-	58.5	ga:31:34035..36392:-	42.8	ga:44:42135..42776:-	42.8	ga:45:42782..43777:-	128.5	none		ga:29:33135..33869:-	144.3	ga:28:32368..33138:-	170.5	ga:27:31239..32378:-	154.7	ga:20:22576..24114:-	207.1	ga:25:28191..30149:-	289.6	none	
LC712384.1	76	7/7	7	ga:17:20326..20808:-	81.1	none		ga:32:36398..36682:-	36.6	ga:31:34035..36392:-	58.5	ga:31:34035..36392:-	42.8	ga:44:42135..42776:-	42.8	ga:45:42782..43777:-	128.5	none		ga:29:33135..33869:-	144.3	ga:28:32368..33138:-	170.5	ga:27:31239..32378:-	154.7	ga:20:22576..24114:-	207.1	ga:25:28191..30149:-	289.6	none	
LC716358.1	58	7/7	7	ga:45:38931..39575:-	46.4	ga:44:38657..38947:-	73.1	ga:43:35879..38632:-	47.0	ga:43:35879..38632:-	142.4	ga:43:35879..38632:-	73.3	ga:42:35099..35869:-	60.1	ga:40:33765..34820:-	133.2	none		ga:39:32842..33570:-	119.4	ga:38:31907..32836:-	138.8	ga:37:30696..31910:-	128.3	ga:35:29466..30500:-	65.7	ga:34:27628..29463:-	495.9	none	
LC720959.1	65	7/7	7	ga:20:14570..15304:+	32.5	none		ga:23:15947..16264:+	63.3	ga:24:16264..18864:+	113.8	ga:24:16264..18864:+	76.4	ga:25:18882..19595:+	105.5	ga:27:19846..20886:+	142.4	none		ga:28:21105..21803:+	131.9	ga:29:21814..22698:+	159.7	ga:30:22698..23858:+	156.3	ga:31:23900..24895:+	81.2	ga:40:32889..34418:-	38.5	none	
LC720960.1	65	7/7	7	ga:20:14945..15679:+	32.5	none		ga:23:16322..16639:+	63.3	ga:24:16639..19239:+	113.8	ga:24:16639..19239:+	76.4	ga:25:19257..19970:+	105.5	ga:27:20221..21261:+	142.4	none		ga:28:21480..22178:+	131.9	ga:29:22189..23073:+	159.7	ga:30:23073..24233:+	156.3	ga:31:24275..25270:+	81.2	ga:40:33264..34793:-	38.5	none	
LC732581.1	48	7/7	7	ga:32:28859..29569:-	101.0	ga:31:28555..28848:-	41.2	none		ga:30:25832..28543:-	78.0	ga:30:25832..28543:-	57.1	ga:29:25194..25835:-	71.2	ga:42:37404..38489:-	71.0	none		ga:41:36616..37404:-	74.6	ga:40:35864..36601:-	149.0	ga:39:34483..35862:-	180.8	ga:38:33430..34467:-	92.0	ga:34:29833..31350:-	35.6	none	
LC744437.1	58	7/7	7	ga:45:37512..38156:-	46.4	ga:44:37238..37528:-	73.1	ga:43:34460..37213:-	47.0	ga:43:34460..37213:-	142.4	ga:43:34460..37213:-	73.3	ga:42:33680..34450:-	60.1	ga:40:32346..33401:-	133.2	none		ga:39:31423..32151:-	119.4	ga:38:30488..31417:-	138.8	ga:37:29277..30491:-	128.3	ga:35:28047..29081:-	65.7	ga:34:26209..28044:-	494.3	none	
LC744446.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744460.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744478.1	58	7/7	7	ga:45:37844..38488:-	46.4	ga:44:37570..37860:-	73.1	ga:43:34792..37545:-	47.0	ga:43:34792..37545:-	142.4	ga:43:34792..37545:-	73.3	ga:42:34012..34782:-	60.1	ga:40:32678..33733:-	133.2	none		ga:39:31755..32483:-	119.4	ga:38:30820..31749:-	138.8	ga:37:29609..30823:-	128.3	ga:35:28379..29413:-	65.7	ga:34:26541..28376:-	495.9	none	
LC744481.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744482.1	58	7/7	7	ga:45:37524..38168:-	46.4	ga:44:37250..37540:-	73.1	ga:43:34472..37225:-	47.0	ga:43:34472..37225:-	142.4	ga:43:34472..37225:-	73.3	ga:42:33692..34462:-	60.1	ga:40:32358..33413:-	133.2	none		ga:39:31435..32163:-	119.4	ga:38:30500..31429:-	138.8	ga:37:29289..30503:-	128.3	ga:35:28059..29093:-	65.7	ga:34:26221..28056:-	495.9	none	
LC744484.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744492.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744495.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC744503.1	232	7/7	7	ga:166:143332..143841:-	78.3	ga:218:185569..185859:-	73.1	ga:217:182791..185544:-	47.0	ga:217:182791..185544:-	142.4	ga:217:182791..185544:-	73.3	ga:216:182011..182781:-	60.1	ga:214:180677..181732:-	133.2	none		ga:213:179754..180482:-	119.4	ga:212:178819..179748:-	138.8	ga:211:177608..178822:-	128.3	ga:209:176378..177412:-	65.7	ga:208:174540..176375:-	495.9	none	
LC744506.1	59	7/7	7	ga:46:40605..41249:-	46.4	ga:45:40331..40621:-	73.1	ga:44:37553..40306:-	47.0	ga:44:37553..40306:-	142.4	ga:44:37553..40306:-	73.3	ga:43:36773..37543:-	60.1	ga:41:35439..36494:-	133.2	none		ga:40:34516..35244:-	119.4	ga:39:33581..34510:-	138.8	ga:38:32370..33584:-	128.3	ga:36:31140..32174:-	65.7	ga:35:29302..31137:-	495.9	none	
LC744507.1	59	7/7	7	ga:46:40605..41249:-	46.4	ga:45:40331..40621:-	73.1	ga:44:37553..40306:-	47.0	ga:44:37553..40306:-	142.4	ga:44:37553..40306:-	73.3	ga:43:36773..37543:-	60.1	ga:41:35439..36494:-	133.2	none		ga:40:34516..35244:-	119.4	ga:39:33581..34510:-	138.8	ga:38:32370..33584:-	128.3	ga:36:31140..32174:-	65.7	ga:35:29302..31137:-	495.9	none	
LC744508.1	58	7/7	7	ga:45:37524..38168:-	46.4	ga:44:37250..37540:-	73.1	ga:43:34472..37225:-	47.0	ga:43:34472..37225:-	142.4	ga:43:34472..37225:-	73.3	ga:42:33692..34462:-	60.1	ga:40:32358..33413:-	133.2	none		ga:39:31435..32163:-	119.4	ga:38:30500..31429:-	138.8	ga:37:29289..30503:-	128.3	ga:35:28059..29093:-	65.7	ga:34:26221..28056:-	495.9	none	
LC744509.1	60	7/7	7	ga:47:38021..38665:-	46.4	ga:46:37747..38037:-	73.1	ga:45:34969..37722:-	47.0	ga:45:34969..37722:-	142.4	ga:45:34969..37722:-	73.3	ga:44:34189..34959:-	60.1	ga:42:32855..33910:-	133.2	none		ga:41:31932..32660:-	119.4	ga:40:30997..31926:-	138.8	ga:39:29786..31000:-	128.3	ga:37:28556..29590:-	65.7	ga:36:26718..28553:-	495.9	none	
LC744511.1	75	6/7	6	ga:59:40653..41171:-	47.4	ga:58:40252..40542:-	73.1	none		ga:56:37643..39589:-	143.3	ga:57:39555..40106:-	60.8	ga:55:36697..37467:-	60.1	ga:53:35788..36228:-	86.4	none		ga:51:34448..35068:-	117.3	ga:50:33742..34212:-	65.7	ga:47:32305..32745:-	85.0	none		ga:42:29245..30225:-	320.5	none	
LC744513.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC746221.1	58	7/7	7	ga:12:8975..9709:+	32.5	ga:14:10009..10302:+	28.7	ga:15:10352..10669:+	63.3	ga:16:10669..13269:+	111.8	ga:16:10669..13269:+	76.8	ga:17:13287..14000:+	97.1	ga:19:14251..15291:+	153.6	none		ga:20:15510..16208:+	131.9	ga:21:16219..17103:+	159.0	ga:22:17103..18263:+	154.9	ga:23:18305..19300:+	81.2	ga:39:37492..39021:-	38.5	none	
LC746222.1	67	7/7	7	ga:52:44495..45139:-	24.2	ga:63:54944..55405:-	63.6	ga:62:54629..54940:-	49.3	ga:61:52074..54632:-	98.6	ga:61:52074..54632:-	118.4	none		ga:54:45756..47531:-	148.0	none		ga:60:51313..52077:-	145.1	ga:59:50401..51294:-	185.0	ga:57:48558..49946:-	223.6	ga:64:55419..56381:-	136.2	ga:41:31748..33652:+	519.5	none	
LC746223.1	62	7/7	7	ga:46:38103..38732:-	24.1	ga:58:48915..49379:-	65.0	ga:57:48600..48911:-	47.0	ga:56:46045..48603:-	98.2	ga:56:46045..48603:-	122.1	none		ga:48:39372..41303:-	155.8	none		ga:55:45275..46048:-	145.4	ga:54:44364..45257:-	185.7	ga:52:42499..43902:-	222.0	ga:59:49393..50355:-	134.7	ga:20:14779..16683:+	521.1	none	
LC746224.1	82	7/7	7	ga:66:63731..64360:-	24.1	ga:78:74528..74992:-	65.0	ga:77:74213..74524:-	47.0	ga:76:71658..74216:-	98.2	ga:76:71658..74216:-	122.1	none		ga:68:65000..66916:-	155.8	none		ga:75:70888..71661:-	145.4	ga:74:69977..70870:-	185.7	ga:72:68112..69515:-	222.0	ga:79:75006..75968:-	134.7	ga:24:20254..22158:+	521.1	none	
LC746225.1	78	7/7	7	ga:62:58256..58885:-	24.1	ga:74:69053..69517:-	65.0	ga:73:68738..69049:-	47.0	ga:72:66183..68741:-	98.2	ga:72:66183..68741:-	122.1	none		ga:64:59525..61441:-	155.8	none		ga:71:65413..66186:-	145.4	ga:70:64502..65395:-	185.7	ga:68:62637..64040:-	222.0	ga:75:69531..70493:-	134.7	ga:20:14779..16683:+	521.1	none	
LC746226.1	77	7/7	7	ga:61:49966..50595:-	24.1	ga:73:60778..61242:-	65.0	ga:72:60463..60774:-	47.0	ga:71:57908..60466:-	98.2	ga:71:57908..60466:-	122.1	none		ga:63:51235..53166:-	155.8	none		ga:70:57138..57911:-	145.4	ga:69:56227..57120:-	185.7	ga:67:54362..55765:-	222.0	ga:74:61256..62218:-	134.7	ga:21:15317..16687:+	482.1	none	
LC746227.1	68	7/7	7	ga:52:44443..45072:-	24.1	ga:64:55255..55719:-	65.0	ga:63:54940..55251:-	47.0	ga:62:52385..54943:-	98.2	ga:62:52385..54943:-	122.1	none		ga:54:45712..47643:-	155.8	none		ga:61:51615..52388:-	145.4	ga:60:50704..51597:-	185.7	ga:58:48839..50242:-	222.0	ga:65:55733..56695:-	134.7	ga:20:14779..16683:+	521.1	none	
LC763832.1	80	7/7	7	ga:42:32752..33234:-	81.1	none		none		ga:56:46467..48851:-	58.5	ga:56:46467..48851:-	44.9	ga:67:54564..55205:-	42.8	ga:69:55537..56205:-	108.6	none		ga:54:45567..46301:-	144.3	ga:53:44800..45570:-	170.5	ga:52:43671..44810:-	154.7	ga:45:35002..36540:-	207.1	ga:50:40623..42581:-	289.6	none	
LC771430.1	60	7/7	7	ga:30:21469..22179:+	101.0	ga:31:22190..22483:+	41.2	none		ga:32:22495..25206:+	78.0	ga:32:22495..25206:+	57.1	ga:33:25203..25844:+	71.2	ga:20:12549..13634:+	71.0	none		ga:21:13634..14422:+	74.6	ga:22:14437..15174:+	149.0	ga:23:15176..16555:+	180.8	ga:24:16571..17608:+	92.0	ga:28:19688..21205:+	35.6	none	
LC771431.1	50	7/7	7	ga:30:21469..22179:+	101.0	ga:31:22190..22483:+	41.2	none		ga:32:22495..25206:+	78.0	ga:32:22495..25206:+	57.1	ga:33:25203..25844:+	71.2	ga:20:12549..13634:+	71.0	none		ga:21:13634..14422:+	74.6	ga:22:14437..15174:+	149.0	ga:23:15176..16555:+	180.8	ga:24:16571..17608:+	92.0	ga:28:19688..21205:+	35.6	none	
LC771582.1	66	7/7	7	ga:20:15351..16085:+	32.5	none		ga:23:16728..17045:+	63.3	ga:24:17045..19645:+	113.8	ga:24:17045..19645:+	76.4	ga:25:19663..20376:+	105.5	ga:27:20627..21667:+	142.4	none		ga:28:21886..22584:+	131.9	ga:29:22595..23479:+	159.7	ga:30:23479..24639:+	156.3	ga:31:24681..25676:+	81.2	ga:40:33670..35199:-	38.5	none	
LC771583.1	66	7/7	7	ga:20:15351..16085:+	32.5	none		ga:23:16728..17045:+	63.3	ga:24:17045..19645:+	113.8	ga:24:17045..19645:+	76.4	ga:25:19663..20376:+	105.5	ga:27:20627..21667:+	142.4	none		ga:28:21886..22584:+	131.9	ga:29:22595..23479:+	159.7	ga:30:23479..24639:+	156.3	ga:31:24681..25676:+	81.2	ga:40:33670..35199:-	38.5	none	
LC771584.1	66	7/7	7	ga:20:14681..15415:+	32.5	none		ga:23:16058..16375:+	63.3	ga:24:16375..18975:+	113.8	ga:24:16375..18975:+	76.4	ga:25:18993..19706:+	105.5	ga:27:19957..20997:+	142.4	none		ga:28:21216..21914:+	131.9	ga:29:21925..22809:+	159.7	ga:30:22809..23969:+	156.3	ga:31:24011..25006:+	81.2	ga:40:33000..34529:-	38.5	none	
LC771585.1	64	7/7	7	ga:20:15351..16085:+	32.5	none		ga:23:16728..17045:+	63.3	ga:24:17045..19645:+	113.8	ga:24:17045..19645:+	76.4	ga:25:19663..20376:+	105.5	ga:27:20627..21667:+	142.4	none		ga:28:21886..22584:+	131.9	ga:29:22595..23479:+	159.7	ga:30:23479..24639:+	156.3	ga:31:24681..25676:+	81.2	ga:40:33670..35199:-	38.5	none	
LC771586.1	143	7/7	7	ga:97:67109..67843:+	32.5	ga:77:53021..53311:-	45.9	ga:76:52657..52971:-	65.3	ga:75:50027..52657:-	124.9	ga:75:50027..52657:-	86.8	ga:74:49310..50017:-	114.6	ga:104:72385..73425:+	142.4	ga:71:47743..47913:-	41.4	ga:70:47024..47740:-	145.6	ga:106:74353..75237:+	159.7	ga:68:44983..46137:-	174.0	ga:108:76439..77434:+	81.2	ga:62:37974..39551:+	50.6	none	
LC771587.1	64	7/7	7	ga:20:15782..16516:+	32.5	none		ga:23:17159..17476:+	63.3	ga:24:17476..20076:+	113.8	ga:24:17476..20076:+	76.4	ga:25:20094..20807:+	105.5	ga:27:21058..22098:+	142.4	none		ga:28:22317..23015:+	131.9	ga:29:23026..23910:+	159.7	ga:30:23910..25070:+	156.3	ga:31:25112..26107:+	81.2	ga:40:34101..35630:-	38.5	none	
LC778279.1	58	7/7	7	ga:1:1317..1961:-	46.4	ga:0:1043..1333:-	73.1	none		ga:57:44426..46114:-	76.7	none		ga:56:43646..44416:-	60.1	ga:54:42312..43367:-	133.2	none		ga:53:41389..42117:-	119.4	ga:52:40454..41383:-	138.8	ga:51:39243..40457:-	128.3	ga:49:38013..39047:-	65.7	ga:48:36175..38010:-	495.9	none	
LC778280.1	64	7/7	7	ga:29:23704..24348:-	46.4	ga:28:23430..23720:-	73.1	ga:27:20652..23405:-	47.0	ga:27:20652..23405:-	142.4	ga:27:20652..23405:-	73.3	ga:26:19872..20642:-	60.1	ga:24:18538..19593:-	132.8	none		ga:23:17615..18343:-	119.4	ga:22:16680..17609:-	138.8	ga:21:15469..16683:-	128.3	ga:19:14239..15273:-	65.7	ga:18:12401..14236:-	495.9	none	
LC789757.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC789758.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC789759.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC789760.1	58	7/7	7	ga:45:38024..38668:-	46.4	ga:44:37750..38040:-	73.1	ga:43:34972..37725:-	47.0	ga:43:34972..37725:-	142.4	ga:43:34972..37725:-	73.3	ga:42:34192..34962:-	60.1	ga:40:32858..33913:-	133.2	none		ga:39:31935..32663:-	119.4	ga:38:31000..31929:-	138.8	ga:37:29789..31003:-	128.3	ga:35:28559..29593:-	65.7	ga:34:26721..28556:-	495.9	none	
LC807797.1	57	7/7	7	ga:4:2808..3452:+	46.4	ga:5:3436..3726:+	73.1	ga:6:3751..6504:+	47.0	ga:6:3751..6504:+	142.4	ga:6:3751..6504:+	73.3	ga:7:6514..7284:+	60.1	ga:9:7563..8618:+	133.2	none		ga:10:8813..9541:+	119.4	ga:11:9547..10476:+	138.8	ga:12:10473..11687:+	128.3	ga:14:11883..12917:+	65.7	ga:15:12920..14755:+	495.9	none	
LC807801.1	57	7/7	7	ga:25:21115..21759:-	46.4	ga:24:20841..21131:-	73.1	ga:23:18063..20816:-	47.0	ga:23:18063..20816:-	142.4	ga:23:18063..20816:-	73.3	ga:22:17283..18053:-	60.1	ga:20:15949..17004:-	133.2	none		ga:19:15026..15754:-	119.4	ga:18:14091..15020:-	138.8	ga:17:12880..14094:-	128.3	ga:15:11650..12684:-	65.7	ga:14:9812..11647:-	495.9	none	
LC807806.1	136	7/7	7	ga:116:90337..90870:-	34.1	ga:32:24710..25003:+	28.7	ga:33:25053..25370:+	63.3	ga:34:25370..27970:+	111.8	ga:34:25370..27970:+	76.8	ga:35:27988..28701:+	97.1	ga:37:28952..29992:+	153.6	none		ga:38:30211..30909:+	131.9	ga:39:30920..31804:+	159.0	ga:40:31804..32964:+	154.9	ga:41:33006..34001:+	81.2	ga:48:44383..45912:-	38.6	none	
LR606148.1	436	7/7	7	none		ga:434:460829..461212:-	72.2	ga:433:460537..460836:-	59.8	ga:432:457957..460527:-	170.8	ga:432:457957..460527:-	119.6	none		ga:430:456110..457291:-	109.8	none		ga:429:455421..456083:-	137.6	ga:428:454599..455408:-	178.3	ga:426:452850..454145:-	204.0	ga:435:461202..462299:-	131.9	ga:253:270492..272405:+	560.3	none	
LR606149.1	228	7/7	7	none		ga:58:62739..63122:-	71.5	ga:57:62447..62746:-	64.4	ga:56:59981..62437:-	177.7	ga:56:59981..62437:-	122.0	none		ga:53:57840..59015:-	111.5	none		ga:52:57153..57815:-	138.9	ga:51:56324..57136:-	188.1	ga:49:54569..55870:-	220.2	ga:59:63112..64089:-	123.7	ga:36:43043..45019:-	541.5	none	
LR606151.1	148	7/7	7	ga:115:109744..110835:-	90.5	ga:118:113594..113941:-	75.3	ga:117:113295..113594:-	78.3	ga:116:110832..113291:-	122.7	ga:116:110832..113291:-	94.4	ga:114:109031..109729:-	40.5	ga:113:107769..108797:-	152.9	none		ga:112:107043..107735:-	177.6	ga:111:106234..107046:-	201.0	ga:110:105023..106234:-	213.6	ga:109:104020..105042:-	134.5	ga:108:101936..104023:-	312.0	none	
LR699074.1	122	7/7	7	ga:88:93488..94192:-	72.0	ga:87:93186..93488:-	73.5	ga:86:92893..93189:-	83.8	ga:85:90470..92881:-	128.9	ga:85:90470..92881:-	101.7	ga:83:88780..89529:-	29.2	ga:81:87445..88575:-	141.8	none		ga:80:86672..87448:-	198.2	ga:79:85866..86675:-	196.0	ga:78:84516..85862:-	203.9	ga:77:83444..84535:-	124.3	ga:76:81298..83466:-	272.5	none	
LR723678.1	209	7/7	7	ga:191:186234..187400:-	78.3	ga:195:190316..190606:-	73.8	ga:194:190012..190290:-	79.9	ga:193:187617..190022:-	88.8	ga:193:187617..190022:-	41.1	ga:190:185440..186237:-	61.7	ga:184:180261..181286:-	122.8	none		ga:189:184778..185443:-	139.0	ga:188:184080..184781:-	167.2	ga:187:182758..184083:-	174.1	ga:186:181722..182756:-	105.6	ga:167:162195..164162:+	278.1	none	
LR723680.1	133	7/7	7	ga:14:10033..11124:+	90.5	ga:11:6927..7274:+	75.3	ga:12:7274..7573:+	78.3	ga:13:7577..10036:+	121.0	ga:13:7577..10036:+	93.6	ga:15:11139..11837:+	40.7	ga:16:12071..13099:+	152.1	none		ga:17:13133..13825:+	179.1	ga:18:13822..14634:+	201.8	ga:19:14634..15845:+	212.5	ga:20:15826..16848:+	132.8	ga:21:16845..18932:+	312.4	none	
LR828252.1	47	7/7	7	ga:35:32361..32951:-	61.8	ga:30:25023..25337:-	76.6	none		ga:28:22117..24687:-	35.5	ga:28:22117..24687:-	110.5	none		ga:26:19370..20848:-	85.4	none		ga:25:18653..19363:-	126.1	ga:24:17635..18627:-	167.4	ga:23:16276..17619:-	209.6	ga:31:25550..26557:-	115.9	ga:33:27042..29099:-	344.4	none	
LR890250.1	57	7/7	7	ga:13:7409..8149:+	34.8	ga:15:8473..8763:+	45.9	ga:16:8814..9128:+	65.3	ga:17:9128..11758:+	123.7	ga:17:9128..11758:+	87.4	ga:18:11768..12475:+	114.7	ga:20:12734..13777:+	128.1	ga:21:13872..14042:+	41.4	ga:22:14045..14761:+	145.6	ga:23:14764..15651:+	144.4	ga:24:15648..16802:+	174.0	ga:25:16795..17826:+	78.1	ga:31:24747..26324:-	52.2	none	
