accession	n_anchors	n_same_strand	layout	anchor_span_bp	max_internal_gap_bp	order
NZ_CP113201.1	13	13	contiguous	25109	5157	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MF344574.1	11	11	split_2	64821	43293	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraF TraH TraG_N
NZ_CP047274.1	13	13	split_3	213543	150856	TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N TraE TraU TrbC_Ftype F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP117571.1	13	13	contiguous	22435	3727	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP101667.1	13	13	contiguous	19670	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP107448.1	13	13	contiguous	24058	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW848881.1	13	13	contiguous	26143	4930	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067585.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LC744452.1	13	13	contiguous	20278	4351	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP038449.1	13	8	split_3	138311	86684	TraE TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N
NZ_MZ634323.1	8	6	split_2	93013	87170	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind
NC_020180.1	13	13	split_2	103091	78222	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP025141.1	13	13	split_2	113941	83594	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP130689.1	6	6	contiguous	6827	3146	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind
NZ_AP024593.1	13	13	contiguous	24679	5271	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP048134.1	13	13	contiguous	27915	12869	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP062917.1	13	13	contiguous	24910	4936	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP077295.1	13	13	contiguous	26280	4558	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW967364.1	13	10	split_3	225882	170622	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP096733.1	13	13	contiguous	30976	15959	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP106955.1	13	13	contiguous	23008	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP015503.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP027439.1	13	13	contiguous	21375	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OR388868.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP066330.1	13	13	contiguous	22573	3860	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067538.1	13	13	contiguous	21235	3657	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP099076.1	13	11	split_2	81210	57545	TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KX518743.1	13	10	split_2	159599	116086	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP121360.1	13	13	contiguous	23463	3741	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OL964515.1	13	13	contiguous	23611	4661	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP082986.1	13	11	split_2	121111	81848	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_AP025654.1	8	8	contiguous	31086	18023	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP020855.1	13	13	contiguous	23413	5334	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP047270.1	13	13	split_3	213543	150856	TrbI TraV TraC_F_IV P-loop_TraG TraF TraH TraG_N TraE TraU TrbC_Ftype F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP082437.1	13	13	split_2	88203	58895	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP134385.1	13	13	contiguous	21122	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP024876.1	13	13	contiguous	24950	5134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP077697.1	13	13	contiguous	21651	3889	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP133845.1	13	13	contiguous	26130	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP086262.1	13	13	contiguous	24432	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP051308.1	13	10	split_2	77416	45522	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_HG969996.1	13	13	contiguous	23852	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP060652.1	13	13	contiguous	19556	4158	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP049969.1	13	13	split_2	83891	54583	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP084901.1	13	10	split_3	166860	123878	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
OW969762.1	13	13	contiguous	25762	5410	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP020515.1	13	13	contiguous	22189	3665	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW969850.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP025768.1	13	10	split_3	251930	207885	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_AP027418.1	13	10	split_3	209349	163891	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP017077.1	13	11	split_3	449460	288777	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU F_T4SS_TraN TrbC_Ftype TraF TraH TraG_N
NZ_OR724974.1	13	10	split_3	175874	131321	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP090210.1	13	13	contiguous	20539	3862	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KT845955.1	13	13	contiguous	27032	6134	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP125127.1	13	10	split_2	134575	99903	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP135213.1	10	10	contiguous	13642	4251	TraE TrbI TraV TraC_F_IV P-loop_TraG TrwB_AAD_bind TraU TrbC_Ftype F_T4SS_TraN TraF
NZ_CP065449.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP149398.1	13	13	contiguous	22573	3860	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_LR890504.1	13	13	contiguous	22872	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP059578.1	12	12	contiguous	17087	2869	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LR890216.1	13	10	split_3	173061	129016	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_KX786187.1	13	13	contiguous	19108	4217	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP129698.1	13	13	contiguous	24605	4812	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP094913.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP095598.1	13	13	contiguous	24727	4928	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OZ043947.1	13	13	contiguous	25084	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MK773536.1	13	13	contiguous	23206	5311	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP073049.1	13	7	split_4	269286	130315	TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP049111.1	13	12	split_4	305114	220715	TraF TraH TraG_N TrbI TraG-D_C TraE TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_KY288024.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP114355.1	13	13	contiguous	25803	5472	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
LR890477.1	13	13	contiguous	24919	5136	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OW968329.1	13	13	contiguous	24108	5067	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP026642.1	13	10	split_3	249354	140775	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
CP070394.1	13	10	split_2	132065	88551	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_OP046713.1	13	13	contiguous	22565	3721	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP069964.1	13	13	contiguous	25725	5260	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_OQ414671.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP148436.1	13	13	contiguous	23008	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP137230.1	13	13	contiguous	37998	17056	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
NZ_CP110777.1	13	5	split_2	43062	25884	TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_MW298658.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
OW968149.1	13	13	contiguous	26240	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP075738.1	13	11	split_3	170833	128503	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP110948.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP073658.1	13	13	split_4	267747	114871	TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NZ_CP099905.1	13	13	contiguous	21264	4356	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP067466.1	13	13	contiguous	24419	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP055014.1	13	13	contiguous	23231	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP086673.1	13	13	split_2	115482	90658	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
KM506769.1	13	13	split_2	89887	63577	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP095153.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP098779.1	13	10	split_3	195541	151496	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
CP082428.1	13	13	split_2	90658	57834	TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
OY754438.1	13	13	contiguous	22733	4252	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP118944.1	13	13	contiguous	20621	5191	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MT657397.1	13	13	split_2	162760	142916	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_KT033470.1	13	13	split_2	113513	90032	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP093408.1	13	10	split_3	229030	185549	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP024565.1	13	13	contiguous	24416	5273	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP058778.1	13	13	contiguous	19668	3816	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP091405.1	13	13	contiguous	21568	7068	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP082465.1	13	11	split_3	131834	85394	TraF TraH TraG_N TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN
NZ_CP076260.1	13	13	contiguous	22466	3770	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP157143.1	13	13	contiguous	24247	4476	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP133924.1	13	10	split_3	181415	138433	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP075553.1	13	13	contiguous	26101	5371	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP025773.1	13	10	split_3	249061	203678	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_KU726616.1	13	13	split_2	84301	51478	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP142926.1	13	13	contiguous	20152	4329	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP047036.1	12	12	contiguous	25750	9260	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind
NZ_CP119128.1	10	10	split_3	274489	189707	F_T4SS_TraN TraF TraH TrbI TraE TraC_F_IV P-loop_TraG TraU TrbC_Ftype TraG_N
NZ_CP024151.1	13	13	contiguous	21603	3665	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP128684.1	13	13	contiguous	24892	5368	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP038920.1	13	13	contiguous	17395	4298	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_KY416992.1	13	13	contiguous	22417	3732	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NC_016858.1	13	13	contiguous	22573	3860	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP071026.1	13	13	split_2	74527	49698	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TraF TraH TraG_N
NZ_CP046563.1	13	13	contiguous	31478	8180	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP136728.1	13	13	contiguous	19252	4268	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP023400.1	12	10	contiguous	46062	17483	TraE TrbI TraV TraC_F_IV P-loop_TraG F_T4SS_TraN TraU TrbC_Ftype TraF TraH
NZ_CP107419.1	13	13	contiguous	24058	5438	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP138729.1	13	13	contiguous	22711	5117	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP032294.1	13	13	contiguous	26216	4790	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_MH161192.1	13	13	contiguous	25004	5579	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_AP018396.1	13	13	contiguous	37425	17238	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU TraF TraH TraG_N F_T4SS_TraN
OZ026784.1	13	13	contiguous	22605	5094	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
CP114348.1	13	13	contiguous	22501	3692	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP024040.1	13	13	contiguous	25040	5198	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP010372.1	13	13	contiguous	20775	4328	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP149802.1	13	13	contiguous	28605	11139	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP060655.1	13	13	contiguous	19556	4158	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
AP024827.1	13	13	contiguous	26969	9276	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
CP122782.1	13	13	contiguous	22277	5118	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP053303.1	13	13	contiguous	36989	12649	TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N
NZ_CP137400.1	13	10	split_2	251328	217186	TraE TrbI TraV TraC_F_IV P-loop_TraG TrbC_Ftype TraU F_T4SS_TraN TrwB_AAD_bind TraG-D_C
NZ_CP054986.1	13	13	contiguous	38726	16399	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP016871.1	12	12	contiguous	16939	2875	TraE TrbI TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP028272.1	13	13	contiguous	19407	3824	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
NZ_CP086258.1	13	13	split_2	153610	132889	TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C TraE TrbI TraV TraC_F_IV P-loop_TraG
NC_009650.1	13	13	contiguous	23294	5335	TraE TrbI TraV TraC_F_IV P-loop_TraG TraU TrbC_Ftype F_T4SS_TraN TraF TraH TraG_N TrwB_AAD_bind TraG-D_C
