element	n_MPF_T	n_MPF_F	n_MPF_I	n_MPF_FA	n_MPF_FATA	n_MPF_G	n_MPF_B	n_MPF_C
NZ_AP028816.1	0	9	0	0	0	0	0	0
NZ_AP028817.1	1	0	15	0	0	0	0	0
NZ_AP028820.1	7	0	0	0	0	0	0	0
NZ_AP028824.1	0	0	10	0	0	0	0	0
NZ_AP028828.1	1	0	15	0	0	0	0	0
NZ_AP028833.1	1	0	15	0	0	0	0	0
NZ_AP028838.1	1	0	15	0	0	0	0	0
NZ_AP028843.1	1	0	15	0	0	0	0	0
NZ_AP028848.1	1	0	15	0	0	0	0	0
NZ_AP028853.1	0	11	0	0	0	0	0	0
NZ_AP028854.1	1	0	15	0	0	0	0	0
NZ_AP028859.1	1	0	15	0	0	0	0	0
NZ_AP028870.1	7	0	0	0	0	0	0	0
NZ_AP028871.1	0	12	0	0	1	0	0	0
NZ_AP028873.1	0	0	3	0	0	0	0	0
NZ_AP028879.1	7	0	0	0	0	0	0	0
NZ_AP028969.1	0	0	0	0	1	0	0	0
NZ_AP028970.1	8	0	0	0	0	0	0	0
NZ_AP028971.1	1	12	0	0	0	0	0	0
NZ_AP028998.1	2	0	0	0	1	0	0	0
NZ_AP028999.1	3	0	0	0	0	0	0	0
NZ_AP029001.1	0	12	0	0	0	0	0	0
NZ_AP029005.1	1	0	0	0	0	0	0	0
NZ_AP029007.1	1	0	0	0	0	0	0	0
NZ_AP029009.1	1	0	0	0	0	0	0	0
NZ_AP029011.1	1	0	0	0	0	0	0	0
NZ_AP029013.1	1	0	0	0	0	0	0	0
NZ_AP029015.1	1	0	0	0	0	0	0	0
NZ_AP029027.1	8	0	0	0	0	0	1	0
NZ_AY365053.1	8	0	0	0	0	0	1	0
NZ_BK010830.1	0	0	0	0	0	0	0	1
NZ_BK010831.1	1	0	0	0	0	0	0	1
NZ_CP001971.2	1	0	0	1	2	0	1	0
NZ_CP001972.2	2	0	0	1	1	0	1	0
NZ_CP001975.2	1	0	0	1	2	0	1	0
NZ_CP003425.1	0	12	0	0	0	0	0	0
NZ_CP003712.1	0	0	0	0	1	0	0	0
NZ_CP003718.1	0	0	0	0	1	0	0	0
NZ_CP003916.1	0	0	0	0	1	0	0	0
NZ_CP003988.1	1	0	0	0	1	0	0	0
NZ_CP003997.1	7	0	0	0	0	0	0	0
NZ_CP003998.1	0	2	0	0	0	0	0	0
NZ_CP004000.1	0	10	0	0	0	0	0	0
NZ_CP004007.1	0	12	0	0	0	0	0	0
NZ_CP004389.1	0	0	7	0	0	0	1	0
NZ_CP004395.1	8	0	0	0	1	0	0	0
NZ_CP004396.1	8	0	0	0	0	0	0	0
NZ_CP004860.1	1	0	0	1	1	0	0	0
NZ_CP004861.1	1	0	0	0	1	0	1	0
NZ_CP004862.1	1	0	0	3	1	0	0	0
NZ_CP004864.1	1	0	0	0	0	0	0	0
NZ_CP004868.1	1	0	0	0	3	0	0	0
NZ_CP004869.1	1	0	0	0	5	0	0	0
NZ_CP004871.1	0	0	0	0	1	0	0	0
NZ_CP004872.1	1	0	0	0	5	0	0	0
NZ_CP004873.1	1	0	0	3	1	0	0	0
NZ_CP004874.1	2	0	0	1	1	0	1	0
NZ_CP004875.1	1	0	0	0	3	0	0	0
NZ_CP004876.1	1	0	0	0	1	0	1	0
NZ_CP004877.1	1	0	0	1	1	0	0	0
NZ_CP004881.1	1	0	0	0	0	0	0	0
NZ_CP005085.1	8	12	0	0	0	0	0	0
NZ_CP005086.1	7	0	0	0	0	0	0	0
NZ_CP005089.1	8	0	0	0	1	0	0	0
NZ_CP005190.1	1	12	0	0	0	0	0	0
NZ_CP005191.1	1	12	0	0	0	0	0	0
NZ_CP005192.1	8	0	0	0	1	0	0	0
NZ_CP005931.1	0	12	0	0	0	0	0	0
NZ_CP005961.1	1	10	0	0	0	0	0	0
NZ_CP005971.1	6	0	0	0	0	0	0	0
NZ_CP005994.1	7	0	0	0	0	0	0	0
NZ_CP006029.1	0	2	0	0	0	0	0	0
NZ_CP006031.1	1	0	1	0	0	0	1	0
NZ_CP006257.1	5	0	0	0	0	0	0	0
NZ_CP006263.1	1	6	0	0	0	0	0	0
NZ_CP006264.1	7	0	0	0	0	0	0	0
NZ_CP006369.1	1	0	0	0	0	0	0	0
NZ_CP006374.1	0	0	0	0	1	0	0	0
NZ_CP006570.1	1	0	0	0	0	0	0	0
NZ_CP006635.1	0	12	0	0	0	0	0	0
NZ_CP006640.1	8	0	0	0	0	1	1	0
NZ_CP006641.1	1	0	15	0	0	0	0	0
NZ_CP006642.1	6	0	0	0	0	0	0	0
NZ_CP006661.1	2	11	0	0	0	0	0	0
NZ_CP006663.1	0	0	0	0	1	0	0	0
NZ_CP006665.1	2	11	0	0	0	1	0	0
NZ_CP006684.1	0	0	0	1	1	0	0	0
NZ_CP006697.1	8	0	0	0	0	0	1	0
NZ_CP006739.1	8	0	0	0	0	0	1	0
NZ_CP006743.1	1	0	0	1	2	0	1	0
NZ_CP006744.1	2	0	0	1	1	0	1	0
NZ_CP006746.1	0	12	0	0	0	0	0	0
NZ_CP006747.1	1	0	0	0	0	0	0	0
NZ_CP006749.1	0	12	0	0	0	0	0	0
NZ_CP006750.1	1	0	0	0	0	0	0	0
NZ_CP006752.1	0	12	0	0	0	0	0	0
NZ_CP006753.1	1	0	0	0	0	0	0	0
NZ_CP006756.1	0	12	0	0	0	0	0	0
NZ_CP006757.1	1	0	0	0	0	0	0	0
NZ_CP006760.1	0	12	0	0	0	0	0	0
NZ_CP006761.1	1	0	0	0	0	0	0	0
NZ_CP006779.1	0	12	0	0	0	0	0	0
NZ_CP006780.1	1	0	0	0	0	0	0	0
NZ_CP006791.1	1	0	0	0	0	0	0	0
NZ_CP006799.1	0	10	0	0	0	0	0	0
NZ_CP006800.1	0	12	0	0	0	0	0	0
NZ_CP006856.1	8	0	0	0	0	0	0	0
NZ_CP006878.1	1	0	0	0	0	0	0	0
NZ_CP006879.1	8	0	0	0	0	0	0	0
NZ_CP006880.1	7	0	0	0	0	0	0	0
NZ_CP006906.1	0	0	0	0	2	0	1	0
NZ_CP006909.1	2	0	0	0	3	0	0	0
NZ_CP006922.1	0	12	0	0	0	0	0	0
NZ_CP006987.1	8	0	0	0	0	0	0	0
NZ_CP006988.1	8	0	0	0	0	0	0	0
NZ_CP006991.1	8	0	0	0	0	0	1	0
NZ_CP006993.1	1	1	0	0	0	0	0	0
NZ_CP006994.1	1	0	0	0	0	0	0	0
NZ_CP007001.1	7	0	0	0	0	1	1	0
NZ_CP007006.1	0	0	0	0	0	12	0	0
NZ_CP007015.1	7	0	0	0	0	0	0	0
NZ_CP007046.1	0	0	0	0	1	0	0	0
NZ_CP007047.1	1	0	0	0	0	0	0	0
NZ_CP007048.1	7	0	0	0	0	0	1	0
NZ_CP007050.1	0	0	0	0	1	0	0	0
NZ_CP007057.1	0	0	0	0	1	0	0	0
NZ_CP007124.1	0	0	0	0	2	0	1	0
NZ_CP007125.1	0	0	0	0	9	0	0	0
NZ_CP007129.1	0	0	0	0	1	0	0	0
NZ_CP007130.1	0	0	0	0	1	0	0	0
NZ_CP007134.1	7	0	0	0	0	0	0	0
NZ_CP007135.1	1	6	0	0	0	0	0	0
NZ_CP007137.1	0	2	0	0	0	0	0	0
NZ_CP007162.1	0	0	0	0	1	0	0	0
NZ_CP007180.1	7	0	0	0	0	0	0	0
NZ_CP007182.1	7	1	0	0	0	0	0	0
NZ_CP007184.1	7	0	0	0	0	0	0	0
NZ_CP007214.1	0	12	0	0	0	0	0	0
NZ_CP007231.1	1	0	13	0	0	0	0	0
NZ_CP007256.1	2	0	0	0	1	0	0	0
NZ_CP007257.1	0	0	0	0	1	0	0	0
NZ_CP007449.1	0	12	0	0	0	0	0	0
NZ_CP007508.1	0	5	0	0	0	0	0	0
NZ_CP007513.1	1	0	0	1	1	0	0	0
NZ_CP007529.1	0	5	0	0	0	0	0	0
NZ_CP007545.1	0	0	0	0	1	0	0	0
NZ_CP007582.1	0	12	0	0	1	0	0	0
NZ_CP007599.1	7	0	0	0	0	0	0	0
NZ_CP007602.1	1	0	0	0	0	0	0	0
NZ_CP007611.1	1	0	0	0	0	0	0	0
NZ_CP007613.1	1	0	0	3	1	0	0	0
NZ_CP007614.1	1	0	0	0	3	0	0	0
NZ_CP007615.1	1	0	0	0	1	0	1	0
NZ_CP007616.1	1	0	0	1	1	0	0	0
NZ_CP007617.1	2	0	0	1	1	0	1	0
NZ_CP007624.1	0	0	0	0	2	0	0	0
NZ_CP007625.1	0	0	0	1	1	0	0	0
NZ_CP007636.1	2	11	0	0	0	0	0	0
NZ_CP007648.1	0	1	0	0	0	0	1	0
NZ_CP007649.1	0	0	0	0	1	0	0	0
NZ_CP007650.1	0	0	0	5	1	0	0	0
NZ_CP007664.1	2	0	0	1	1	0	1	0
NZ_CP007665.1	1	0	0	1	2	0	1	0
NZ_CP007729.1	0	11	0	0	2	0	0	0
NZ_CP007730.1	0	12	0	0	0	0	0	0
NZ_CP007732.1	2	11	0	0	0	0	0	0
NZ_CP007733.1	0	0	12	0	0	0	1	0
NZ_CP007734.1	0	12	0	0	1	0	0	0
NZ_CP007736.1	0	12	0	0	0	1	0	0
NZ_CP007740.1	1	0	0	5	1	0	0	0
NZ_CP007745.1	3	0	0	0	0	0	0	0
NZ_CP007750.1	6	0	0	0	0	0	0	0
NZ_CP007767.1	7	1	0	0	0	0	0	0
NZ_CP007792.1	0	0	0	0	1	0	0	0
NZ_CP007794.1	0	0	0	0	1	0	0	0
NZ_CP007795.1	1	0	0	0	1	0	1	0
NZ_CP007797.1	1	0	0	0	0	0	0	0
NZ_CP008707.1	1	12	0	0	0	0	0	0
NZ_CP008715.1	0	2	0	0	1	0	0	0
NZ_CP008717.1	1	0	0	0	0	0	0	0
NZ_CP008799.1	6	0	0	0	0	0	0	0
NZ_CP008800.1	0	12	0	0	1	0	0	0
NZ_CP008806.1	1	0	0	0	0	0	0	0
NZ_CP008807.1	7	0	0	0	0	0	0	0
NZ_CP008809.1	8	0	0	0	1	0	0	0
NZ_CP008811.1	7	0	0	0	0	0	1	0
NZ_CP008812.1	5	0	0	0	1	0	0	0
NZ_CP008814.1	0	0	0	1	0	0	0	0
NZ_CP008815.1	1	0	0	0	8	0	0	0
NZ_CP008817.1	0	0	8	0	0	0	1	0
NZ_CP008824.1	2	11	0	0	0	0	0	0
NZ_CP008825.1	0	11	0	0	0	0	0	0
NZ_CP008826.1	5	0	0	0	0	0	0	0
NZ_CP008829.1	0	11	0	0	2	0	0	0
NZ_CP008830.1	0	12	0	0	0	0	0	0
NZ_CP008833.1	0	12	0	0	0	0	0	0
NZ_CP008842.1	0	12	0	0	1	0	0	0
NZ_CP008843.1	0	12	0	0	0	0	0	0
NZ_CP008847.1	1	0	0	1	2	0	1	0
NZ_CP008848.1	2	0	0	1	1	0	1	0
NZ_CP008851.1	1	12	0	0	0	0	0	0
NZ_CP008877.1	2	0	0	1	5	0	0	0
NZ_CP008890.1	0	0	0	0	1	0	0	0
NZ_CP008899.1	0	11	0	0	0	0	0	0
NZ_CP008900.1	7	0	0	0	0	0	0	0
NZ_CP008901.1	8	0	0	0	0	0	0	0
NZ_CP008906.1	0	11	0	0	0	0	0	0
NZ_CP008907.1	0	2	0	0	1	0	0	0
NZ_CP008908.1	8	0	0	0	0	0	0	0
NZ_CP008919.1	0	12	0	0	0	0	0	0
NZ_CP008927.1	0	5	0	0	0	0	0	0
NZ_CP008930.1	0	12	0	0	1	0	0	0
NZ_CP008933.1	0	10	0	0	0	0	0	0
NZ_CP008958.1	1	0	0	0	0	0	0	0
NZ_CP008988.1	8	0	0	0	0	0	0	0
NZ_CP008991.1	8	0	0	0	0	0	0	0
NZ_CP008994.1	8	0	0	0	0	0	0	0
NZ_CP008997.1	8	0	0	0	0	0	0	0
NZ_CP009000.1	8	0	0	0	0	0	0	0
NZ_CP009003.1	8	0	0	0	0	0	0	0
NZ_CP009006.1	8	0	0	0	0	0	0	0
NZ_CP009009.1	8	0	0	0	0	0	0	0
NZ_CP009012.1	8	0	0	0	0	0	0	0
NZ_CP009015.1	8	0	0	0	0	0	0	0
NZ_CP009018.1	8	0	0	0	0	0	0	0
NZ_CP009021.1	8	0	0	0	0	0	0	0
NZ_CP009024.1	8	0	0	0	0	0	0	0
NZ_CP009027.1	8	0	0	0	0	0	0	0
NZ_CP009044.1	0	12	0	0	0	0	0	0
NZ_CP009052.1	1	0	15	0	0	0	0	0
NZ_CP009053.1	0	4	0	0	0	0	0	0
NZ_CP009103.1	7	0	0	0	0	0	0	0
NZ_CP009105.1	1	0	15	0	0	0	0	0
NZ_CP009107.1	1	0	15	0	0	0	0	0
NZ_CP009112.1	0	0	0	0	2	0	0	0
NZ_CP009113.1	0	0	0	0	2	0	0	0
NZ_CP009115.1	0	12	0	0	0	0	0	0
NZ_CP009123.1	1	12	0	0	0	1	0	0
NZ_CP009126.1	7	0	0	0	0	0	0	0
NZ_CP009145.1	8	0	0	0	0	0	3	0
NZ_CP009146.1	0	0	0	0	1	0	0	0
NZ_CP009154.1	8	0	0	0	0	0	0	0
NZ_CP009155.1	7	0	0	0	0	0	0	0
NZ_CP009167.1	0	12	0	0	0	0	0	0
NZ_CP009216.1	0	0	0	0	1	1	0	0
NZ_CP009231.1	0	12	0	0	0	0	0	0
NZ_CP009232.1	0	12	0	0	0	0	0	0
NZ_CP009233.1	0	12	0	0	1	0	0	0
NZ_CP009252.1	0	0	0	0	1	0	0	0
NZ_CP009266.1	0	11	0	0	0	0	0	0
NZ_CP009275.1	1	12	0	0	0	0	0	0
NZ_CP009293.1	1	12	0	0	1	0	0	0
NZ_CP009294.1	0	12	0	0	0	0	0	0
NZ_CP009296.1	8	0	0	0	1	0	0	0
NZ_CP009299.1	1	0	0	1	1	0	0	0
NZ_CP009314.1	2	0	0	1	1	0	1	0
NZ_CP009316.1	1	0	0	1	2	0	1	0
NZ_CP009317.1	1	0	0	1	1	0	0	0
NZ_CP009319.1	0	0	1	0	0	0	0	0
NZ_CP009320.1	7	0	0	0	0	0	0	0
NZ_CP009321.1	7	0	0	0	0	0	0	0
NZ_CP009324.1	1	0	0	1	2	0	1	0
NZ_CP009326.1	2	0	0	1	1	0	1	0
NZ_CP009327.1	1	0	0	1	2	0	1	0
NZ_CP009329.1	2	0	0	1	1	0	1	0
NZ_CP009330.1	1	0	0	1	2	0	1	0
NZ_CP009332.1	0	0	0	0	1	0	0	0
NZ_CP009333.1	2	0	0	1	1	0	0	0
NZ_CP009334.1	0	0	0	1	0	0	0	0
NZ_CP009336.1	1	0	0	5	1	0	0	0
NZ_CP009339.1	2	0	0	1	1	0	1	0
NZ_CP009340.1	1	0	0	1	2	0	1	0
NZ_CP009347.1	0	0	0	0	1	0	0	0
NZ_CP009348.1	0	0	0	1	0	0	0	0
NZ_CP009349.1	0	0	0	0	2	0	0	0
NZ_CP009350.1	0	0	0	3	1	0	0	0
NZ_CP009356.1	0	8	0	0	0	0	0	0
NZ_CP009357.1	2	0	0	0	0	15	0	0
NZ_CP009358.1	0	12	0	0	0	0	0	0
NZ_CP009359.1	7	0	0	0	0	0	0	0
NZ_CP009366.1	1	0	0	0	0	0	0	0
NZ_CP009405.2	0	0	0	0	1	0	0	0
NZ_CP009410.1	2	7	0	0	0	0	0	0
NZ_CP009411.1	2	11	0	0	0	0	0	0
NZ_CP009412.1	2	11	0	0	0	0	0	0
NZ_CP009413.1	2	11	0	0	0	0	0	0
NZ_CP009414.1	2	11	0	0	0	0	0	0
NZ_CP009430.1	1	12	0	0	0	0	0	0
NZ_CP009431.1	1	11	0	0	0	0	0	0
NZ_CP009433.1	0	12	0	0	0	0	0	0
NZ_CP009437.1	1	0	0	0	0	0	0	0
NZ_CP009439.1	0	0	0	0	1	0	0	0
NZ_CP009453.1	0	1	0	0	0	0	0	0
NZ_CP009457.1	0	10	0	0	0	0	0	0
NZ_CP009462.1	2	0	0	1	1	0	1	0
NZ_CP009463.1	1	0	0	1	2	0	1	0
NZ_CP009465.1	5	0	0	0	0	0	0	0
NZ_CP009466.1	0	12	0	0	1	0	0	0
NZ_CP009475.1	2	0	0	1	1	0	1	0
NZ_CP009491.1	1	0	0	0	0	0	0	0
NZ_CP009519.1	0	0	0	0	0	0	1	0
NZ_CP009523.1	0	0	0	0	0	0	2	0
NZ_CP009540.1	1	0	0	1	2	0	1	0
NZ_CP009542.1	2	0	0	1	1	0	1	0
NZ_CP009543.1	1	0	0	1	2	0	1	0
NZ_CP009547.1	1	12	0	0	0	0	0	0
NZ_CP009558.1	0	0	0	2	1	0	0	0
NZ_CP009560.1	2	11	0	0	0	0	0	0
NZ_CP009562.1	2	7	0	0	0	0	0	0
NZ_CP009563.1	0	2	0	0	0	0	0	0
NZ_CP009564.1	2	7	0	0	0	0	0	0
NZ_CP009566.1	1	0	15	0	0	0	0	0
NZ_CP009567.1	2	11	0	0	0	0	0	0
NZ_CP009595.1	1	0	0	6	1	0	0	1
NZ_CP009597.1	1	0	0	1	2	0	1	0
NZ_CP009606.1	1	0	0	6	1	0	0	1
NZ_CP009619.1	1	11	0	0	1	0	0	0
NZ_CP009620.1	0	12	0	0	0	0	0	0
NZ_CP009629.1	8	0	0	0	0	0	0	0
NZ_CP009636.1	1	0	0	1	1	0	0	0
NZ_CP009639.1	2	0	1	0	1	0	0	0
NZ_CP009640.1	2	0	0	1	1	0	0	0
NZ_CP009649.1	0	0	0	0	1	0	0	0
NZ_CP009650.1	0	0	0	1	1	0	0	0
NZ_CP009691.1	1	0	0	6	0	0	0	0
NZ_CP009695.1	2	0	0	1	1	0	1	0
NZ_CP009696.1	1	0	0	1	2	0	1	0
NZ_CP009698.1	2	0	0	1	1	0	1	0
NZ_CP009699.1	1	0	0	1	2	0	1	0
NZ_CP009703.1	1	0	0	0	0	0	0	0
NZ_CP009710.1	8	0	0	0	0	0	0	0
NZ_CP009711.1	1	0	0	0	0	0	0	0
NZ_CP009713.1	1	0	0	0	0	0	0	0
NZ_CP009714.1	0	12	0	0	0	0	0	0
NZ_CP009721.1	1	0	0	0	0	0	0	0
NZ_CP009758.1	1	0	0	0	0	0	0	0
NZ_CP009767.1	7	4	0	0	0	0	0	0
NZ_CP009776.1	7	0	0	0	0	0	0	0
NZ_CP009777.1	0	12	0	0	1	0	0	0
NZ_CP009779.1	1	0	0	0	0	0	0	0
NZ_CP009783.1	1	0	0	0	0	0	0	0
NZ_CP009791.1	8	0	0	0	0	0	0	0
NZ_CP009797.1	8	0	0	0	0	0	1	0
NZ_CP009803.1	0	0	0	0	1	0	0	0
NZ_CP009804.1	0	0	0	0	1	0	0	0
NZ_CP009824.1	8	0	0	0	0	0	1	0
NZ_CP009825.1	8	0	0	0	0	0	0	0
NZ_CP009827.1	8	0	0	0	0	0	0	0
NZ_CP009837.1	1	0	0	0	0	0	0	0
NZ_CP009842.1	1	0	0	0	0	0	0	0
NZ_CP009849.1	8	0	0	0	0	0	0	0
NZ_CP009860.1	0	2	0	0	1	0	0	0
NZ_CP009862.1	8	0	0	0	0	0	0	0
NZ_CP009864.1	8	0	0	0	0	0	0	0
NZ_CP009865.1	0	0	0	0	1	0	0	0
NZ_CP009874.1	8	0	0	0	0	0	0	0
NZ_CP009875.1	0	12	0	0	0	0	0	0
NZ_CP009879.1	0	12	0	0	1	0	0	0
NZ_CP009886.1	0	0	13	0	0	0	2	0
NZ_CP009900.1	2	0	0	1	1	0	1	0
NZ_CP009901.1	1	0	0	1	2	0	1	0
NZ_CP009905.1	1	0	0	0	0	0	0	0
NZ_CP009908.1	0	0	0	0	0	1	0	0
NZ_CP009921.1	1	0	0	1	1	0	1	0
NZ_CP009937.1	1	0	0	0	0	0	0	0
NZ_CP009963.1	8	0	0	0	0	0	0	0
NZ_CP009966.1	1	0	0	0	0	0	0	0
NZ_CP009967.1	1	0	0	6	2	0	0	0
NZ_CP009972.1	1	0	0	0	0	0	0	0
NZ_CP009975.1	8	0	0	0	0	1	1	0
NZ_CP009979.1	2	0	0	1	1	0	1	0
NZ_CP009980.1	1	0	0	1	2	0	1	0
NZ_CP009990.1	1	0	0	0	0	0	0	0
NZ_CP010022.1	1	0	0	0	0	0	0	0
NZ_CP010024.1	3	9	0	0	0	0	0	0
NZ_CP010055.1	0	0	0	0	0	0	5	0
NZ_CP010057.1	1	0	0	0	0	0	7	0
NZ_CP010069.1	1	0	0	0	0	0	0	0
NZ_CP010073.1	7	1	0	0	0	0	0	0
NZ_CP010074.1	6	0	0	0	0	0	0	0
NZ_CP010087.1	2	0	0	1	1	0	0	0
NZ_CP010090.1	1	0	0	1	1	0	0	0
NZ_CP010091.1	1	0	0	0	1	0	1	0
NZ_CP010092.1	1	0	0	0	3	0	0	0
NZ_CP010093.1	1	0	0	0	5	0	0	0
NZ_CP010094.1	1	0	0	3	1	0	0	0
NZ_CP010095.1	0	0	0	0	1	0	0	0
NZ_CP010097.1	0	0	0	0	1	0	0	0
NZ_CP010109.1	0	0	0	0	1	0	0	0
NZ_CP010110.1	1	0	0	0	3	0	0	0
NZ_CP010111.1	1	0	0	1	1	0	1	0
NZ_CP010123.1	0	12	0	0	0	0	0	0
NZ_CP010124.1	0	12	0	0	0	0	0	0
NZ_CP010126.1	0	12	0	0	1	0	0	0
NZ_CP010127.1	6	0	0	0	0	0	0	0
NZ_CP010130.1	1	0	15	0	0	0	0	0
NZ_CP010136.1	0	2	0	0	0	0	0	0
NZ_CP010138.1	0	12	0	0	1	0	0	0
NZ_CP010141.1	0	12	0	0	0	0	0	0
NZ_CP010142.1	1	0	15	0	0	0	0	0
NZ_CP010147.1	0	2	0	0	0	0	0	0
NZ_CP010149.1	0	12	0	0	0	0	0	0
NZ_CP010155.1	7	0	0	0	0	0	0	0
NZ_CP010158.1	0	12	0	0	0	0	0	0
NZ_CP010174.1	0	12	0	0	1	0	0	0
NZ_CP010181.1	0	12	0	0	1	0	0	0
NZ_CP010182.1	1	0	0	0	0	0	0	0
NZ_CP010184.1	0	12	0	0	1	0	0	0
NZ_CP010185.1	1	0	0	0	0	0	0	0
NZ_CP010187.1	0	12	0	0	0	0	0	0
NZ_CP010192.1	0	12	0	0	1	0	0	0
NZ_CP010193.1	6	0	0	0	0	0	0	0
NZ_CP010194.1	7	0	0	0	0	0	1	0
NZ_CP010195.1	1	0	0	0	0	0	0	0
NZ_CP010197.1	0	12	0	0	0	0	0	0
NZ_CP010201.1	1	12	0	0	0	0	0	0
NZ_CP010207.1	0	12	0	0	0	0	0	0
NZ_CP010208.1	0	0	0	0	1	0	0	0
NZ_CP010209.1	0	12	0	0	0	0	0	0
NZ_CP010214.1	0	12	0	0	0	0	0	0
NZ_CP010215.1	0	12	0	0	1	0	0	0
NZ_CP010220.1	7	0	0	0	0	0	0	0
NZ_CP010222.1	0	12	0	0	0	0	0	0
NZ_CP010223.1	0	12	0	0	1	0	0	0
NZ_CP010232.1	0	12	0	0	1	0	0	0
NZ_CP010233.1	1	0	15	0	0	0	0	0
NZ_CP010234.1	0	1	0	0	0	0	0	0
NZ_CP010239.1	0	12	0	0	1	0	0	0
NZ_CP010243.1	0	2	0	0	0	0	0	0
NZ_CP010246.1	1	0	0	0	0	0	0	0
NZ_CP010270.1	1	0	0	1	1	0	0	0
NZ_CP010302.1	7	1	0	0	0	0	0	0
NZ_CP010303.1	6	0	0	0	0	0	0	0
NZ_CP010305.1	1	0	0	0	0	0	0	0
NZ_CP010312.1	3	11	0	0	0	0	0	0
NZ_CP010316.1	0	12	0	0	1	0	0	0
NZ_CP010317.1	1	0	15	0	0	0	0	0
NZ_CP010320.1	2	0	0	1	1	0	1	0
NZ_CP010321.1	1	0	0	1	2	0	1	0
NZ_CP010345.1	0	12	0	0	0	0	0	0
NZ_CP010351.1	0	0	5	0	0	0	0	0
NZ_CP010360.2	8	2	0	0	0	0	0	0
NZ_CP010363.1	0	12	0	0	0	0	0	0
NZ_CP010365.1	0	0	12	0	0	0	1	0
NZ_CP010370.2	8	1	0	0	0	0	0	0
NZ_CP010372.1	0	12	0	0	0	0	0	0
NZ_CP010373.2	2	11	0	0	0	0	0	0
NZ_CP010374.1	5	0	0	0	0	0	0	0
NZ_CP010378.1	8	0	0	0	0	0	0	0
NZ_CP010379.1	5	0	0	0	0	0	0	0
NZ_CP010380.1	8	11	0	0	0	0	0	0
NZ_CP010382.1	8	0	0	0	0	0	0	0
NZ_CP010383.2	1	0	14	0	0	0	0	0
NZ_CP010385.1	1	0	14	0	0	0	0	0
NZ_CP010387.1	5	0	0	0	0	0	0	0
NZ_CP010393.1	0	12	0	0	1	0	0	0
NZ_CP010395.1	7	0	0	0	0	0	0	0
NZ_CP010398.1	0	0	0	0	1	0	0	0
NZ_CP010399.1	8	1	0	0	0	0	0	0
NZ_CP010408.1	1	0	0	0	1	0	0	0
NZ_CP010410.1	1	0	0	0	1	0	0	0
NZ_CP010418.1	8	0	0	0	0	0	0	0
NZ_CP010419.1	0	0	0	0	1	0	0	0
NZ_CP010420.1	0	1	0	0	0	0	0	0
NZ_CP010421.1	0	6	0	0	0	0	0	0
NZ_CP010530.1	1	0	0	0	0	0	0	0
NZ_CP010578.1	1	0	0	0	1	0	0	0
NZ_CP010579.1	0	0	0	0	1	0	0	0
NZ_CP010580.1	1	0	0	0	3	0	0	0
NZ_CP010581.1	1	0	0	0	5	0	0	0
NZ_CP010590.1	8	0	0	0	1	0	0	0
NZ_CP010591.1	1	0	0	0	0	0	0	0
NZ_CP010594.1	0	0	0	0	0	1	0	0
NZ_CP010601.1	8	0	0	0	1	0	0	0
NZ_CP010603.1	7	0	0	0	0	0	0	0
NZ_CP010606.1	8	0	0	0	0	0	0	0
NZ_CP010611.1	8	0	0	0	1	0	0	0
NZ_CP010615.1	8	0	0	0	0	0	0	0
NZ_CP010616.1	8	0	0	0	0	0	0	0
NZ_CP010619.1	8	0	0	0	1	0	0	0
NZ_CP010621.1	8	0	0	0	0	0	0	0
NZ_CP010628.1	0	0	0	0	1	0	0	0
NZ_CP010631.1	8	0	0	0	1	0	0	0
NZ_CP010634.1	8	0	0	0	0	0	0	0
NZ_CP010635.1	8	0	0	0	0	0	0	0
NZ_CP010638.1	8	0	0	0	1	0	0	0
NZ_CP010639.1	1	0	0	0	0	0	0	0
NZ_CP010640.1	8	0	0	0	1	0	0	0
NZ_CP010645.1	8	0	0	0	0	0	0	0
NZ_CP010647.1	8	0	0	0	0	0	0	0
NZ_CP010649.1	8	0	0	0	0	0	0	0
NZ_CP010652.1	8	0	0	0	1	0	0	0
NZ_CP010654.1	8	0	0	0	0	0	0	0
NZ_CP010658.1	8	0	0	0	1	0	0	0
NZ_CP010662.1	8	0	0	0	1	0	0	0
NZ_CP010666.1	8	0	0	0	0	0	0	0
NZ_CP010667.1	8	0	0	0	0	0	0	0
NZ_CP010672.1	0	0	0	0	1	0	0	0
NZ_CP010675.1	8	0	0	0	1	0	0	0
NZ_CP010676.1	1	0	0	0	0	0	0	0
NZ_CP010679.1	7	0	0	0	0	0	0	0
NZ_CP010683.1	1	12	0	0	0	0	0	0
NZ_CP010691.1	8	0	0	0	0	0	0	0
NZ_CP010693.1	8	0	0	0	0	0	0	0
NZ_CP010695.1	8	0	0	0	0	0	0	0
NZ_CP010698.1	7	1	0	0	0	0	1	0
NZ_CP010699.1	8	0	0	0	1	0	0	0
NZ_CP010700.1	8	0	0	0	0	0	0	0
NZ_CP010703.1	0	0	0	0	0	1	0	0
NZ_CP010707.1	8	0	0	0	1	0	0	0
NZ_CP010709.1	7	0	0	0	0	0	0	0
NZ_CP010712.1	8	0	0	0	0	0	0	0
NZ_CP010713.1	8	0	0	0	0	0	0	0
NZ_CP010716.1	8	0	0	0	1	0	0	0
NZ_CP010718.1	1	12	0	0	0	0	0	0
