accession	mpf_class_call	entry_criterion	n_cds	n_fa_fata_profiles	n_FA	n_FATA	fa_subclass	profile_support	FA_profiles	FATA_profiles	virb4	tcpA	t4cp1	t4cp2	MOBB	MOBC	MOBF	MOBH	MOBP1	MOBP2	MOBP3	MOBQ	MOBT	MOBV	virb4_bit	relaxase_profiles	exclusion_family_hit	slot_status
LR962798.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	103	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	16:15818..18265:-	21:20991..22376:-	5:3782..5437:+	5:3782..5437:+	none	none	none	none	27:26767..28452:+	none	none	none	20:19608..20813:-	none	93.8	MOBP1;MOBT		no_slot_defined
LR962799.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	73	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	17:17756..20146:+	none	26:26345..28174:+	26:26345..28174:+	none	none	none	none	30:31292..32977:+	none	none	none	none	none	292.1	MOBP1		no_slot_defined
LR962803.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	84	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	24:22701..25265:+	none	none	27:27970..30228:+	none	28:30750..31535:+	none	none	none	none	none	none	none	none	90.2	MOBC		no_slot_defined
LR962808.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	8	7	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf17b;FA_orf19;FA_orf23	FATA_cd419a	12:14059..16506:-	17:19232..20617:-	none	84:77361..79619:-	none	83:76054..76839:-	none	none	23:25006..26691:+	none	none	none	16:17849..19054:-	6:4260..5522:-	93.8	MOBC;MOBP1;MOBT;MOBV		no_slot_defined
LR962812.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	69	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	19:19389..21779:+	none	28:27980..29809:+	28:27980..29809:+	none	none	none	none	32:32927..34612:+	none	none	none	none	none	292.3	MOBP1		no_slot_defined
LR962815.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	89	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419a;FATA_prgC	8:11316..13763:-	13:16489..17874:-	none	none	none	none	none	none	20:22263..23948:+	none	none	none	12:15106..16311:-	2:1516..2778:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
LR962819.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	93	7	6	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26418..28103:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
LR962822.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	69	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	24:24054..26546:+	none	none	27:29251..31509:+	none	28:32089..32817:+	none	none	none	none	none	none	none	none	91.5	MOBC		no_slot_defined
LR962828.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	59	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	19:19387..21777:+	none	28:27977..29806:+	28:27977..29806:+	none	none	none	none	32:32924..34609:+	none	none	none	none	none	292.1	MOBP1		no_slot_defined
LR962833.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	133	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	38:29893..32283:-	none	26:20066..21895:-	26:20066..21895:-	none	none	none	none	22:15263..16948:-	none	none	none	none	none	288.8	MOBP1		no_slot_defined
LR962835.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	73	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	19:19831..22221:+	none	25:26966..28795:+	25:26966..28795:+	none	none	none	none	29:31912..33597:+	none	none	none	none	none	289.8	MOBP1		no_slot_defined
LR962841.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	57	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	23:22655..25174:+	none	none	26:27879..30137:+	none	27:30659..31444:+	none	none	none	none	none	none	none	none	89.9	MOBC		no_slot_defined
LR962844.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	52	7	0	7	FATA	high		FATA_gbs1365;FATA_prgB;FATA_prgC;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	22:20519..22879:+	none	28:27412..29223:+	28:27412..29223:+	none	none	none	none	37:37432..39114:+	none	none	none	none	none	286.8	MOBP1		no_slot_defined
LR962847.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	111	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419_1;FATA_cd419a	14:15471..17918:-	19:20644..22029:-	none	none	none	none	none	none	25:26419..28104:+	none	none	none	18:19261..20466:-	6:4257..5519:-	93.8	MOBP1;MOBT;MOBV		no_slot_defined
LR962848.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	54	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgC;FATA_trsG	19:15042..17606:+	none	22:20317..22524:+	22:20317..22524:+	none	23:22990..23784:+	none	none	none	none	none	none	none	none	90.9	MOBC		no_slot_defined
LR962849.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	45	5	2	3	unassigned	high	FA_orf13;FA_orf14	FATA_cd419a;FATA_trsF;FATA_trsL	14:11262..11978:-	none	8:5682..7208:-	8:5682..7208:-	none	none	none	none	none	none	none	none	none	32:30960..31256:-	118.3	MOBV		no_slot_defined
LR962851.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC	26:24024..26543:+	none	none	29:29248..31506:+	none	30:32028..32813:+	none	none	none	none	none	none	none	none	89.9	MOBC		no_slot_defined
LR962853.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	64	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC	23:24829..27393:+	none	none	26:30098..32356:+	none	27:32878..33663:+	none	none	none	none	none	none	none	none	91.4	MOBC		no_slot_defined
LR962856.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	53	3	1	2	FATA	medium	FA_orf14	FATA_prgB;FATA_prgC	23:26379..28934:+	none	20:21339..23870:+	20:21339..23870:+	none	none	none	none	32:34707..36767:+	32:34707..36767:+	none	none	none	none	146.9	MOBP1;MOBP2		no_slot_defined
LR962858.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	92	3	1	2	FATA	medium	FA_orf14	FATA_cd419_1;FATA_prgC	18:19364..21310:+	none	14:14201..16546:+	14:14201..16546:+	none	none	none	none	24:24873..26120:+	24:24873..26120:+	none	none	none	none	168.5	MOBP1;MOBP2		no_slot_defined
LR962860.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	273	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	19:18351..20741:+	none	29:29747..31576:+	29:29747..31576:+	none	none	none	none	33:34693..36378:+	none	none	none	none	none	287.4	MOBP1		no_slot_defined
LT603682.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	9	0	9	FATA	high		FATA_cd411;FATA_cd419a;FATA_prgC;FATA_prgF;FATA_prgHa;FATA_prgHb;FATA_prgIa;FATA_prgIb;FATA_prgIc	20:16893..19343:+	15:13340..15214:+	15:13340..15214:+	15:13340..15214:+	none	none	none	none	33:27942..30236:+	none	none	none	none	none	355.2	MOBP1		no_slot_defined
LT984414.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	5	0	5	FATA	high		FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	18:22179..24545:-	none	12:15932..17755:-	12:15932..17755:-	none	none	none	none	7:8774..10393:-	none	none	none	none	none	268.2	MOBP1		no_slot_defined
NC_001496.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	194	3	0	3	FATA	medium		FATA_cd419_1;FATA_cd419a;FATA_prgF	96:89593..90840:+	none	58:52012..55341:-	58:52012..55341:-	none	none	none	none	none	none	none	none	none	none	163.9			no_slot_defined
NC_002146.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	112	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	8:5227..7161:-	none	15:12381..14216:-	15:12381..14216:-	none	none	none	none	none	110:94272..95648:-	none	none	none	none	345.1	MOBP2		no_slot_defined
NC_002630.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	5	3	2	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgC;FATA_trsG	18:19565..22057:-	none	15:14650..16863:-	15:14650..16863:-	none	13:13007..13792:-	none	none	none	none	none	none	none	none	91.0	MOBC		no_slot_defined
NC_004669.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	70	6	3	3	unassigned	high	FA_orf13;FA_orf15;FA_orf17b	FATA_prgB;FATA_prgC;FATA_trsG	25:24672..27236:-	none	22:19757..21970:-	22:19757..21970:-	none	20:18114..18899:-	none	none	none	none	none	none	none	none	89.8	MOBC		no_slot_defined
NC_004671.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	59	8	0	8	FATA	high		FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	17:18283..20673:+	none	23:25419..27248:+	23:25419..27248:+	none	none	none	none	27:30365..32050:+	none	none	none	none	none	292.3	MOBP1		no_slot_defined
NC_005024.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	49	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	29:26590..28602:+	none	35:34078..35718:+	35:34078..35718:+	none	none	none	none	none	none	none	8:8115..10112:-	none	20:19471..20733:-	317.4	MOBQ;MOBV		no_slot_defined
NC_005054.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	11:7523..9535:+	none	17:15011..16651:+	17:15011..16651:+	none	none	none	none	none	none	none	54:52900..54897:-	none	none	317.4	MOBQ		no_slot_defined
NC_006377.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	38	5	0	5	FATA	high		FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsJ;FATA_trsL	26:24102..26120:-	none	21:18565..20076:-	21:18565..20076:-	none	none	none	none	none	none	none	32:28524..30593:-	none	none	325.1	MOBQ		no_slot_defined
NC_006578.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	90	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	6:4533..6470:-	none	12:11481..14114:-	12:11481..14114:-	none	none	none	none	none	89:75514..77070:-	none	none	none	none	343.2	MOBP2		no_slot_defined
NC_006827.2	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	73	14	6	8	unassigned	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf19;FA_orf23	FATA_cd419a;FATA_prgB;FATA_prgC;FATA_prgF;FATA_prgHb;FATA_prgIc;FATA_prgK;FATA_prgL	21:21206..23596:+	54:55634..57019:-	27:28341..30170:+	27:28341..30170:+	none	none	none	none	31:33288..34973:+	none	none	none	53:54251..55456:-	none	292.3	MOBP1;MOBT		no_slot_defined
NC_006873.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	50	2	0	2	FATA	minimal		FATA_cd419a;FATA_trsC	46:32721..35561:-	none	18:12388..14343:-	18:12388..14343:-	none	none	none	none	14:8951..10570:+	none	none	none	none	none	476.2	MOBP1		no_slot_defined
NC_007103.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	489	8	6	2	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf17b;FA_orf19	FATA_cd419a;FATA_prgC	240:235491..238031:+	none	230:223319..226396:+	230:223319..226396:+	none	none	none	none	none	none	none	none	none	none	139.4			no_slot_defined
NC_007322.2	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	191	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89365..91464:+	none	57:52063..55392:-	57:52063..55392:-	none	none	none	none	none	none	none	none	none	none	325.1			no_slot_defined
NC_007323.3	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	6:4733..6667:-	none	13:11888..13723:-	13:11888..13723:-	none	none	none	none	none	105:93798..94826:-	none	none	none	none	345.1	MOBP2		no_slot_defined
NC_007594.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	63	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	28:25385..27340:+	none	23:18262..21120:+	23:18262..21120:+	none	none	none	none	35:31466..33052:+	35:31466..33052:+	none	none	none	none	319.8	MOBP1;MOBP2		no_slot_defined
NC_007773.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	89	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	82:69387..71909:-	88:74168..75214:-	none	none	none	none	none	none	none	none	none	none	none	none	85.7			no_slot_defined
NC_007792.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	39	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	13:12505..14517:+	none	19:19993..21633:+	19:19993..21633:+	none	none	none	none	none	none	none	33:33233..34144:-	none	none	317.4	MOBQ		no_slot_defined
NC_008445.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	65	7	1	6	FATA	high	FA_orf14	FATA_prgC;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsL	28:23016..24977:+	none	33:28468..30123:+	33:28468..30123:+	none	none	none	none	24:19637..21601:+	none	none	24:19637..21601:+	none	none	261.7	MOBP1;MOBQ		no_slot_defined
NC_009329.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	64	4	0	4	FATA	medium		FATA_cd419a;FATA_trsD;FATA_trsG;FATA_trsL	14:11328..13181:-	25:19392..20549:+	38:30422..32557:+	38:30422..32557:+	none	none	none	none	none	none	none	37:28472..30403:+	none	none	291.9	MOBQ		no_slot_defined
NC_009806.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	175	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgF	105:126015..129101:-	99:115220..118021:-	none	none	none	none	none	none	none	none	none	none	none	none	71.3			no_slot_defined
NC_009841.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	74	5	0	5	FATA	high		FATA_cd419a;FATA_trsC;FATA_trsD;FATA_trsG;FATA_trsL	54:47653..49545:+	none	49:43441..45357:+	49:43441..45357:+	none	none	none	none	48:40871..43414:+	none	48:40871..43414:+	none	none	none	292.2	MOBP1;MOBP3		no_slot_defined
NC_010279.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	41	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	6:4056..6068:+	none	12:11540..13186:+	12:11540..13186:+	none	none	none	none	none	none	none	34:34594..36042:-	none	none	321.0	MOBQ		no_slot_defined
NC_010283.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	68	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgC	20:18171..20108:-	51:45038..46222:+	25:24174..26729:-	25:24174..26729:-	none	52:46161..46778:+	none	none	15:13812..15002:-	15:13812..15002:-	none	none	none	none	333.2	MOBC;MOBP1;MOBP2		no_slot_defined
NC_010371.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	4	0	4	FATA	medium		FATA_prgF;FATA_prgIa;FATA_prgIb;FATA_prgIc	182:182049..184865:-	none	none	188:187963..189138:-	none	none	none	none	1:2679..3932:-	none	none	none	none	none	399.0	MOBP1		no_slot_defined
NC_010381.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	187	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgIc	51:51138..53147:+	none	none	1:1818..4811:+	none	0:439..1674:+	none	none	none	none	none	none	none	none	321.9	MOBC		no_slot_defined
NC_010418.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	338	2	0	2	FATA	minimal		FATA_cd419a;FATA_prgIb	324:255710..257572:-	none	298:232425..233642:-	299:233753..235699:-	none	none	none	5:7073..7972:-	none	none	none	none	none	none	318.0	MOBH		no_slot_defined
NC_010420.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	69	4	0	4	FATA	medium		FATA_cd419a;FATA_trsD;FATA_trsG;FATA_trsL	45:39299..41152:-	none	58:52143..54278:+	58:52143..54278:+	none	none	none	none	none	none	none	57:50193..52124:+	none	none	294.5	MOBQ		no_slot_defined
NC_010470.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	3	3	0	FA	medium	FA_orf13;FA_orf15;FA_orf17b		31:25677..28199:+	21:18740..19750:+	none	none	none	none	none	none	none	none	none	none	23:20470..21654:+	none	107.5	MOBT		no_slot_defined
NC_010492.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	55	2	0	2	FATA	minimal		FATA_prgF;FATA_prgHb	45:40396..42933:-	none	40:34378..36159:-	40:34378..36159:-	none	none	37:30428..33721:+	none	none	none	none	none	none	none	339.9	MOBF		no_slot_defined
NC_010608.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	43:34440..36392:+	none	none	none	none	none	none	none	1:439..1593:+	1:439..1593:+	none	none	none	none	322.5	MOBP1;MOBP2		no_slot_defined
NC_010901.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	67	7	0	7	FATA	high		FATA_prgF;FATA_prgHa;FATA_prgHb;FATA_prgIa;FATA_prgIb;FATA_prgIc;FATA_trsG	51:50311..52698:+	none	46:46596..48431:+	46:46596..48431:+	none	none	none	none	61:59106..60623:+	none	none	none	none	none	313.4	MOBP1		no_slot_defined
NC_010924.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	247	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	144:151779..152747:+	none	80:89801..93301:-	80:89801..93301:-	none	none	none	none	none	none	none	none	none	none	157.6			no_slot_defined
NC_010933.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	205	7	6	1	FA	high	FA_orf13;FA_orf14;FA_orf15;FA_orf17a;FA_orf17b;FA_orf19	FATA_cd419a	140:137575..139632:-	108:110640..111806:-	156:156991..160065:-	156:156991..160065:-	none	none	none	none	none	none	none	none	none	none	134.7			no_slot_defined
NC_010934.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	190	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	149:147465..149564:+	none	113:110170..113499:-	113:110170..113499:-	none	none	none	none	none	none	none	none	none	none	324.4			no_slot_defined
NC_010937.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	51	3	2	1	FA	medium	FA_orf17a;FA_orf17b	FATA_cd419a	34:30349..32874:+	29:25899..27482:+	none	none	none	none	none	none	none	none	none	none	none	none	84.6			no_slot_defined
NC_011412.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	80	2	1	1	unassigned	minimal	FA_orf17a	FATA_cd419a	13:7869..9986:+	7:3332..4903:+	none	none	none	none	none	none	none	none	none	none	none	none	66.5			no_slot_defined
NC_011642.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	113	9	1	8	FATA	high	FA_orf14	FATA_cd411;FATA_cd419_1;FATA_cd419a;FATA_cd419b;FATA_prgB;FATA_prgF;FATA_prgHa;FATA_prgHb	17:14806..17205:+	none	13:10812..12620:+	13:10812..12620:+	none	none	none	none	27:29107..30435:-	46:44719..46734:+	none	none	none	none	341.2	MOBP1;MOBP2		no_slot_defined
NC_011777.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	296	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	116:105561..107660:+	none	58:52377..55877:-	58:52377..55877:-	none	none	none	none	none	none	none	none	none	none	329.4			no_slot_defined
NC_011839.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	44	5	0	5	FATA	high		FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsJ;FATA_trsL	31:20416..22434:+	none	37:26462..28018:+	37:26462..28018:+	none	none	none	none	none	none	none	25:15946..18009:+	none	none	332.7	MOBQ		no_slot_defined
NC_011996.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	87	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	4:6231..8204:+	none	none	0:114..1748:+	none	none	none	none	10:11947..13362:+	10:11947..13362:+	none	none	none	none	270.2	MOBP1;MOBP2		no_slot_defined
NC_012473.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	185	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	82:76645..78735:+	none	42:35326..38844:-	42:35326..38844:-	none	none	none	none	none	none	none	none	none	none	329.4			no_slot_defined
NC_012547.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	60	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	29:26590..28602:+	none	35:34078..35718:+	35:34078..35718:+	none	none	none	none	55:50049..51062:+	none	none	8:8115..10112:-	none	20:19471..20733:-	317.4	MOBP1;MOBQ;MOBV		no_slot_defined
NC_012577.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	4:3169..5103:-	none	11:10324..12159:-	11:10324..12159:-	none	none	none	none	none	103:92279..93835:-	none	none	none	none	345.1	MOBP2		no_slot_defined
NC_012579.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	189	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	92:89685..91784:+	none	56:52370..55699:-	56:52370..55699:-	none	none	none	none	none	none	none	none	none	none	324.3			no_slot_defined
NC_012654.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	309	4	0	4	FATA	medium		FATA_cd419_1;FATA_cd419a;FATA_gbs1369;FATA_prgIb	236:209547..211409:-	none	212:187594..189540:-	212:187594..189540:-	none	none	none	256:227677..228576:-	none	none	none	none	none	none	316.7	MOBH		no_slot_defined
NC_012655.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	106	2	1	1	unassigned	minimal	FA_orf14	FATA_cd419a	7:5776..7710:-	none	14:12931..14766:-	14:12931..14766:-	none	none	none	none	none	0:11..1567:-	none	none	none	none	345.1	MOBP2		no_slot_defined
NC_012656.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	191	3	1	2	FATA	medium	FA_orf14	FATA_cd419a;FATA_prgF	93:89629..91728:+	none	57:52327..55656:-	57:52327..55656:-	none	none	none	none	none	none	none	none	none	none	325.1			no_slot_defined
NC_013164.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	110	10	1	9	FATA	high	FA_orf14	FATA_cd411;FATA_cd419_1;FATA_cd419a;FATA_cd419b;FATA_cd424;FATA_gbs1354;FATA_prgF;FATA_prgHa;FATA_prgHb	71:70431..72854:+	none	62:64906..66702:+	62:64906..66702:+	none	none	none	none	17:19005..20336:-	none	none	46:51398..53032:+	none	none	330.1	MOBP1;MOBQ		no_slot_defined
NC_013320.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	54	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	46:40226..42238:+	none	52:47714..49354:+	52:47714..49354:+	none	none	none	none	none	none	none	15:14204..16201:-	none	37:33107..34369:-	317.4	MOBQ;MOBV		no_slot_defined
NC_013327.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	47	2	0	2	FATA	minimal		FATA_gbs1346;FATA_trsG	41:30943..32940:-	none	none	46:36369..38036:-	none	none	none	none	36:26665..27816:-	36:26665..27816:-	none	none	none	none	246.3	MOBP1;MOBP2		no_slot_defined
NC_013338.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	53	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	42:42206..44218:-	none	36:35090..36730:-	36:35090..36730:-	none	none	none	none	none	none	none	6:4233..6230:+	none	none	317.4	MOBQ		no_slot_defined
NC_013339.1	MPF_FA	T4SS_virb4 AND NOT(T/F/I) AND >=2 FA/FATA	46	7	0	7	FATA	high		FATA_prgF;FATA_trsC;FATA_trsD;FATA_trsF;FATA_trsG;FATA_trsJ;FATA_trsL	14:12988..15000:-	none	7:5873..7513:-	7:5873..7513:-	none	none	none	none	none	none	none	29:24849..26846:+	none	none	317.4	MOBQ		no_slot_defined
