accession	mpf_class	slot_anchor	slot_occupant_family	slot_occupant_coords	slot_occupant_aa	slot_family_bit	slot_status
NZ_CP045620.1	MPF_T	VirB5		99943..100185	80		candidate
NZ_CP045624.1	MPF_T	VirB5		84780..85937	385		candidate
NZ_CP045625.1	MPF_T	VirB5		20305..20547	80		candidate
NZ_CP045629.1	MPF_T	VirB5		40628..40834	68		candidate
NZ_CP045693.1	MPF_T	VirB5	Eex_IncN	10213..10437	74	83.0	eex_occupied
NZ_CP045708.1	MPF_T	VirB5		17086..18714	542		candidate
NZ_CP045764.1	MPF_T	VirB5		14185..15264	359		candidate
NZ_CP045790.1	MPF_T	VirB5		42360..43355	331		candidate
NZ_CP045792.1	MPF_T	VirB5	Eex_IncN	5629..5898	89	61.7	eex_occupied
NZ_CP045793.1	MPF_T	VirB5		46629..47624	331		candidate
NZ_CP045800.1	MPF_T	VirB5	Eex_IncN	33337..33591	84	74.2	eex_occupied
NZ_CP045833.1	MPF_T	VirB5		28452..30080	542		candidate
NZ_CP045855.1	MPF_T	VirB5		101221..101421	66		candidate
NZ_CP045856.1	MPF_T	VirB5		36999..38114	371		candidate
NZ_CP045861.1	MPF_T	VirB5		35176..36123	315		candidate
NZ_CP045862.1	MPF_T	VirB5		30191..31138	315		candidate
NZ_CP045935.1	MPF_T	VirB5	Eex_IncN	50250..50474	74	67.6	eex_occupied
NZ_CP045957.1	MPF_T	VirB5	TrbK_RP4	31579..31752	57	26.1	eex_occupied
NZ_CP045998.1	MPF_T	VirB5	Eex_IncN	46465..46725	86	67.8	eex_occupied
NZ_CP046002.1	MPF_T	VirB5	Eex_IncN	46463..46723	86	67.8	eex_occupied
NZ_CP046036.1	MPF_T	VirB5		30890..31243	117		candidate
NZ_CP046053.1	MPF_T	VirB5		124804..124983	59		candidate
NZ_CP046118.1	MPF_T	VirB5	Eex_IncN	17373..17600	75	69.5	eex_occupied
NZ_CP046254.1	MPF_T	VirB5	Eex_IncN	65472..65675	67	34.4	eex_occupied
NZ_CP046274.1	MPF_T	VirB5	Eex_IncN	6401..6658	85	67.6	eex_occupied
NZ_CP046318.1	MPF_T	VirB5	Eex_IncN	33592..33855	87	63.9	eex_occupied
NZ_CP046349.1	MPF_T	VirB5		31201..31404	67		candidate
NZ_CP046413.1	MPF_T	VirB5		55298..56245	315		candidate
NZ_CP046414.1	MPF_T	VirB5		39332..40279	315		candidate
NZ_CP046418.1	MPF_T	VirB5		20046..20726	226		candidate
NZ_CP046430.1	MPF_T	VirB5	Eex_IncN	65465..65749	94	54.6	eex_occupied
NZ_CP046442.1	MPF_T	VirB5		91391..91744	117		candidate
NZ_CP046443.1	MPF_T	VirB5		23567..23920	117		candidate
NZ_CP046480.1	MPF_T	VirB5	Eex_IncN	23274..23573	99	45.2	eex_occupied
NZ_CP046483.1	MPF_T	VirB5		36313..36666	117		candidate
NZ_CP046485.1	MPF_T	VirB5		31008..31346	112		candidate
NZ_CP046487.1	MPF_T	VirB5		1549..1887	112		candidate
NZ_CP046489.1	MPF_T	VirB5		2608..2946	112		candidate
NZ_CP046490.1	MPF_T	VirB5	Eex_IncN	2361..2660	99	45.2	eex_occupied
NZ_CP046492.1	MPF_T	VirB5		30055..30267	70		candidate
NZ_CP046571.1	MPF_T	VirB5	Eex_IncN	22746..23084	112	50.3	eex_occupied
NZ_CP046611.1	MPF_T	VirB5		17406..17726	106		candidate
NZ_CP046649.1	MPF_T	VirB5	Eex_IncN	36651..36878	75	74.3	eex_occupied
NZ_CP046873.1	MPF_T	VirB5		57292..57504	70		candidate
NZ_CP046959.1	MPF_T	VirB5	Eex_IncN	20126..20353	75	69.5	eex_occupied
NZ_CP047006.1	MPF_T	VirB5	Eex_IncN	24774..25031	85	67.6	eex_occupied
NZ_CP047014.1	MPF_T	VirB5	Eex_IncN	53609..53863	84	62.5	eex_occupied
NZ_CP047015.1	MPF_T	VirB5		44802..45896	364		candidate
NZ_CP047058.1	MPF_T	VirB5		28519..29598	359		candidate
NZ_CP047168.1	MPF_T	VirB5		115800..116465	221		candidate
NZ_CP047172.1	MPF_T	VirB5	Eex_IncN	14196..14432	78	65.7	eex_occupied
NZ_CP047213.1	MPF_T	VirB5		43425..44420	331		candidate
NZ_CP047215.1	MPF_T	VirB5	Eex_IncN	15103..15366	87	63.9	eex_occupied
NZ_CP047217.1	MPF_T	VirB5		11786..12781	331		candidate
NZ_CP047221.1	MPF_T	VirB5	Eex_IncN	25662..25904	80	39.2	eex_occupied
NZ_CP047222.1	MPF_T	VirB5	Eex_IncN	10457..10729	90	52.9	eex_occupied
NZ_CP047262.1	MPF_T	VirB5		22626..22979	117		candidate
NZ_CP047284.1	MPF_T	VirB5	Eex_IncN	24575..24802	75	74.3	eex_occupied
NZ_CP047293.1	MPF_T	VirB5	Eex_IncN	15232..15495	87	64.3	eex_occupied
NZ_CP047341.1	MPF_T	VirB5		23449..24453	334		candidate
NZ_CP047390.1	MPF_T	VirB5		53110..53343	77		candidate
NZ_CP047392.1	MPF_T	VirB5	Eex_IncN	6075..6332	85	68.5	eex_occupied
NZ_CP047470.1	MPF_T	VirB5	Eex_IncN	13765..14013	82	74.3	eex_occupied
NZ_CP047471.1	MPF_T	VirB5	Eex_IncN	10947..11174	75	70.7	eex_occupied
NZ_CP047573.1	MPF_T	VirB5	Eex_IncN	91053..91337	94	54.6	eex_occupied
NZ_CP047579.1	MPF_T	VirB5	Eex_IncN	53863..54087	74	68.1	eex_occupied
NZ_CP047580.1	MPF_T	VirB5	Eex_IncN	34934..35161	75	74.3	eex_occupied
NZ_CP047664.1	MPF_T	VirB5		26037..27131	364		candidate
NZ_CP047672.1	MPF_T	VirB5	Eex_IncN	75764..76048	94	54.6	eex_occupied
NZ_CP047709.1	MPF_T	VirB5	Eex_IncN	49665..49892	75	69.5	eex_occupied
NZ_CP047737.1	MPF_T	VirB5	Eex_IncN	130974..131201	75	69.5	eex_occupied
NZ_CP047744.1	MPF_T	VirB5	Eex_IncN	17373..17600	75	69.5	eex_occupied
NZ_CP047759.1	MPF_T	VirB5	Eex_IncN	17112..17339	75	69.5	eex_occupied
NZ_CP047969.1	MPF_T	VirB5	Eex_IncN	33815..34057	80	64.7	eex_occupied
NZ_CP047987.1	MPF_T	VirB5		777..1148	123		candidate
NZ_CP047989.1	MPF_T	VirB5		100236..100457	73		candidate
NZ_CP047992.1	MPF_T	VirB5		66471..67418	315		candidate
NZ_CP047993.1	MPF_T	VirB5		43302..44249	315		candidate
NZ_CP047994.1	MPF_T	VirB5		13716..14741	341		candidate
NZ_CP047998.1	MPF_T	VirB5		45119..46144	341		candidate
NZ_CP047999.1	MPF_T	VirB5		6091..7038	315		candidate
NZ_CP048009.1	MPF_T	VirB5	Eex_IncN	17017..17274	85	67.6	eex_occupied
NZ_CP048028.1	MPF_T	VirB5	Eex_IncN	18784..19041	85	67.6	eex_occupied
NZ_CP048112.1	MPF_T	VirB5	Eex_IncN	16585..16809	74	83.1	eex_occupied
NZ_CP048247.1	MPF_T	VirB5		2718..4325	535		candidate
NZ_CP048255.1	MPF_T	VirB5		3325..4953	542		candidate
NZ_CP048285.1	MPF_T	VirB5		208190..208363	57		candidate
NZ_CP048321.1	MPF_T	VirB5	Eex_IncN	18172..18429	85	67.6	eex_occupied
NZ_CP048325.1	MPF_T	VirB5	Eex_IncN	18184..18441	85	67.6	eex_occupied
NZ_CP048327.1	MPF_T	VirB5	Eex_IncN	16851..17108	85	67.6	eex_occupied
NZ_CP048332.1	MPF_T	VirB5	Eex_IncN	16853..17110	85	67.6	eex_occupied
NZ_CP048333.1	MPF_T	VirB5		19388..20482	364		candidate
NZ_CP048346.1	MPF_T	VirB5	Eex_IncN	18298..18555	85	67.6	eex_occupied
NZ_CP048363.1	MPF_T	VirB5	Eex_IncN	9105..9389	94	70.4	eex_occupied
NZ_CP048392.1	MPF_T	VirB5	Eex_IncN	17016..17273	85	67.6	eex_occupied
NZ_CP048419.1	MPF_T	VirB5		74862..75866	334		candidate
NZ_CP048421.1	MPF_T	VirB5		92767..93036	89		candidate
NZ_CP048424.1	MPF_T	VirB5		153766..154953	395		candidate
NZ_CP048428.1	MPF_T	VirB5		67611..67784	57		candidate
NZ_CP048463.1	MPF_T	VirB5		2804..2929	41		candidate
NZ_CP048466.1	MPF_T	VirB5	Eex_IncN	306804..307037	77	72.8	eex_occupied
NZ_CP048468.1	MPF_T	VirB5		168998..169216	72		candidate
NZ_CP048475.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048479.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048483.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048494.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048499.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048504.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048506.1	MPF_T	VirB5		140129..140347	72		candidate
NZ_CP048510.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048512.1	MPF_T	VirB5		168930..169148	72		candidate
NZ_CP048515.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048517.1	MPF_T	VirB5		168929..169147	72		candidate
NZ_CP048520.1	MPF_T	VirB5	Eex_IncN	206709..206939	76	66.0	eex_occupied
NZ_CP048524.1	MPF_T	VirB5	Eex_IncN	218981..219214	77	72.8	eex_occupied
NZ_CP048530.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048534.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048541.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048545.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048553.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048562.1	MPF_T	VirB5		241109..242299	396		candidate
NZ_CP048563.1	MPF_T	VirB5		136169..136402	77		candidate
NZ_CP048566.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048568.1	MPF_T	VirB5		142484..142702	72		candidate
NZ_CP048571.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048575.1	MPF_T	VirB5	Eex_IncN	387604..387837	77	72.8	eex_occupied
NZ_CP048577.1	MPF_T	VirB5		192069..192272	67		candidate
NZ_CP048578.1	MPF_T	VirB5		37987..39015	342		candidate
NZ_CP048579.1	MPF_T	VirB5		39530..39703	57		candidate
NZ_CP048591.1	MPF_T	VirB5	Eex_IncN	76947..77180	77	73.9	eex_occupied
NZ_CP048592.1	MPF_T	VirB5		165175..165393	72		candidate
NZ_CP048595.1	MPF_T	VirB5	Eex_IncN	315626..315859	77	74.0	eex_occupied
NZ_CP048628.1	MPF_T	VirB5		24488..25633	381		candidate
NZ_CP048631.1	MPF_T	VirB5	Eex_IncN	34964..35197	77	71.3	eex_occupied
NZ_CP048637.1	MPF_T	VirB5		252886..253089	67		candidate
NZ_CP048699.1	MPF_T	VirB5	Eex_IncN	26852..27079	75	69.5	eex_occupied
NZ_CP048700.1	MPF_T	VirB5	Eex_IncN	31600..31857	85	69.7	eex_occupied
NZ_CP048762.1	MPF_T	VirB5		6610..7602	330		candidate
NZ_CP048816.1	MPF_T	VirB5		223287..223520	77		candidate
NZ_CP048825.1	MPF_T	VirB5	Eex_IncN	20402..20629	75	69.5	eex_occupied
NZ_CP048826.1	MPF_T	VirB5		14858..15952	364		candidate
NZ_CP048894.1	MPF_T	VirB5		4170..5729	519		candidate
NZ_CP048897.1	MPF_T	VirB5		31201..32760	519		candidate
NZ_CP048900.1	MPF_T	VirB5		13649..15208	519		candidate
NZ_CP048903.1	MPF_T	VirB5		15611..17170	519		candidate
NZ_CP048909.1	MPF_T	VirB5		14280..15839	519		candidate
NZ_CP048918.1	MPF_T	VirB5	Eex_IncN	16851..17108	85	67.6	eex_occupied
NZ_CP048930.1	MPF_T	VirB5		33781..35406	541		candidate
NZ_CP049018.1	MPF_T	VirB5		30907..31239	110		candidate
NZ_CP049024.1	MPF_T	VirB5	Eex_IncN	26852..27079	75	69.5	eex_occupied
NZ_CP049025.1	MPF_T	VirB5	Eex_IncN	31600..31857	85	69.7	eex_occupied
NZ_CP049039.1	MPF_T	VirB5		83753..84409	218		candidate
NZ_CP049040.1	MPF_T	VirB5		50744..51169	141		candidate
NZ_CP049041.1	MPF_T	VirB5		62797..63450	217		candidate
NZ_CP049103.1	MPF_T	VirB5	Eex_IncN	56301..56537	78	68.5	eex_occupied
NZ_CP049121.1	MPF_T	VirB5	Eex_IncN	13755..14015	86	67.8	eex_occupied
NZ_CP049122.1	MPF_T	VirB5		9143..10237	364		candidate
NZ_CP049208.1	MPF_T	VirB5		30298..30906	202		candidate
NZ_CP049209.1	MPF_T	VirB5		56123..57313	396		candidate
NZ_CP049218.1	MPF_T	VirB5	Eex_IncN	144396..144629	77	74.4	eex_occupied
NZ_CP049219.1	MPF_T	VirB5	Eex_IncN	222837..223070	77	71.4	eex_occupied
NZ_CP049221.1	MPF_T	VirB5		82981..83208	75		candidate
NZ_CP049243.1	MPF_T	VirB5		53797..54825	342		candidate
NZ_CP049245.1	MPF_T	VirB5		151967..152158	63		candidate
NZ_CP049251.1	MPF_T	VirB5		129906..130934	342		candidate
NZ_CP049319.1	MPF_T	VirB5		13494..13817	107		candidate
NZ_CP049321.1	MPF_T	VirB5		89848..90795	315		candidate
NZ_CP049322.1	MPF_T	VirB5		2946..4172	408		candidate
NZ_CP049352.1	MPF_T	VirB5	Eex_IncN	28790..29047	85	67.6	eex_occupied
NZ_CP049356.1	MPF_T	VirB5	Eex_IncN	58089..58313	74	68.1	eex_occupied
NZ_CP049602.1	MPF_T	VirB5	Eex_IncN	32012..32269	85	67.6	eex_occupied
NZ_CP049607.1	MPF_T	VirB5	Eex_IncN	27866..28150	94	54.6	eex_occupied
NZ_CP049700.1	MPF_T	VirB5	Eex_IncN	262139..262381	80	71.0	eex_occupied
NZ_CP049701.1	MPF_T	VirB5		30773..30955	60		candidate
NZ_CP049702.1	MPF_T	VirB5		12270..12455	61		candidate
NZ_CP049757.1	MPF_T	VirB5		27687..29291	534		candidate
NZ_CP049808.1	MPF_T	VirB5		29056..29997	313		candidate
NZ_CP049814.1	MPF_T	VirB5		46474..47127	217		candidate
NZ_CP049815.1	MPF_T	VirB5		71733..72386	217		candidate
NZ_CP050010.1	MPF_T	VirB5	Eex_IncN	18819..19061	80	64.7	eex_occupied
NZ_CP050086.1	MPF_T	VirB5	Eex_IncN	705835..706059	74	74.0	eex_occupied
NZ_CP050089.1	MPF_T	VirB5		326065..326268	67		candidate
NZ_CP050090.1	MPF_T	VirB5		208957..209157	66		candidate
NZ_CP050098.1	MPF_T	VirB5	Eex_IncN	357341..357574	77	70.6	eex_occupied
NZ_CP050104.1	MPF_T	VirB5	Eex_IncN	668341..668574	77	75.7	eex_occupied
NZ_CP050109.1	MPF_T	VirB5	Eex_IncN	668341..668574	77	75.7	eex_occupied
NZ_CP050138.1	MPF_T	VirB5	Eex_IncN	21510..21737	75	47.8	eex_occupied
NZ_CP050157.1	MPF_T	VirB5	Eex_IncN	25464..25721	85	67.6	eex_occupied
NZ_CP050159.1	MPF_T	VirB5	Eex_IncN	21173..21400	75	69.5	eex_occupied
NZ_CP050160.1	MPF_T	VirB5	Eex_IncN	20408..20635	75	69.5	eex_occupied
NZ_CP050161.1	MPF_T	VirB5	Eex_IncN	26289..26546	85	67.6	eex_occupied
NZ_CP050254.1	MPF_T	VirB5		4013..5320	435		candidate
NZ_CP050261.1	MPF_T	VirB5		77359..77712	117		candidate
NZ_CP050297.1	MPF_T	VirB5		13643..14686	347		candidate
NZ_CP050299.1	MPF_T	VirB5		606977..607168	63		candidate
NZ_CP050304.1	MPF_T	VirB5		132575..133780	401		candidate
NZ_CP050305.1	MPF_T	VirB5		48909..49106	65		candidate
NZ_CP050375.1	MPF_T	VirB5	Eex_IncN	33983..34240	85	67.6	eex_occupied
NZ_CP050931.1	MPF_T	VirB5		3879..5507	542		candidate
NZ_CP051210.1	MPF_T	VirB5		6557..6721	54		candidate
NZ_CP051221.1	MPF_T	VirB5	Eex_IncN	40227..40484	85	67.6	eex_occupied
NZ_CP051225.1	MPF_T	VirB5	TrbK_RP4	16001..16174	57	26.1	eex_occupied
NZ_CP051226.1	MPF_T	VirB5	Eex_IncN	53608..53862	84	62.5	eex_occupied
NZ_CP051294.1	MPF_T	VirB5		103765..103998	77		candidate
NZ_CP051309.1	MPF_T	VirB5		21878..22276	132		candidate
NZ_CP051327.1	MPF_T	VirB5	Eex_IncN	21411..21665	84	62.5	eex_occupied
NZ_CP051334.1	MPF_T	VirB5		17751..18149	132		candidate
NZ_CP051393.1	MPF_T	VirB5	Eex_IncN	3524..3751	75	74.3	eex_occupied
NZ_CP051424.1	MPF_T	VirB5	Eex_IncN	6920..7174	84	68.6	eex_occupied
NZ_CP051432.1	MPF_T	VirB5	Eex_IncN	34851..35111	86	67.8	eex_occupied
NZ_CP051517.1	MPF_T	VirB5		77919..78227	102		candidate
NZ_CP051532.1	MPF_T	VirB5		49840..51474	544		candidate
NZ_CP051870.1	MPF_T	VirB5		24954..25769	271		candidate
NZ_CP051876.1	MPF_T	VirB5		24954..25769	271		candidate
NZ_CP052763.1	MPF_T	VirB5	Eex_IncN	20345..20572	75	69.5	eex_occupied
NZ_CP052878.1	MPF_T	VirB5	Eex_IncN	57379..57615	78	68.5	eex_occupied
NZ_CP053050.1	MPF_T	VirB5	Eex_IncN	32504..32731	75	72.7	eex_occupied
NZ_CP053083.1	MPF_T	VirB5	Eex_IncN	50159..50383	74	67.6	eex_occupied
NZ_CP053212.1	MPF_T	VirB5		27013..28107	364		candidate
NZ_CP053213.1	MPF_T	VirB5		43171..44730	519		candidate
NZ_CP053220.1	MPF_T	VirB5		32503..33318	271		candidate
NZ_CP053224.2	MPF_T	VirB5	Eex_IncN	128624..128836	70	35.4	eex_occupied
NZ_CP053297.1	MPF_T	VirB5	Eex_IncN	9780..10028	82	74.3	eex_occupied
NZ_CP053373.1	MPF_T	VirB5		8729..9733	334		candidate
NZ_CP053445.1	MPF_T	VirB5		136599..136826	75		candidate
NZ_CP053554.1	MPF_T	VirB5	TrbK_RP4	4266..4487	73	92.0	eex_occupied
NZ_CP053569.1	MPF_T	VirB5		140127..140453	108		candidate
NZ_CP053646.1	MPF_T	VirB5	Eex_IncN	10412..10669	85	67.6	eex_occupied
NZ_CP053694.1	MPF_T	VirB5	Eex_IncN	10410..10667	85	67.6	eex_occupied
NZ_CP053711.1	MPF_T	VirB5	Eex_IncN	195780..196211	143	48.1	eex_occupied
NZ_CP053714.1	MPF_T	VirB5	Eex_IncN	6489..6908	139	48.0	eex_occupied
NZ_CP053726.1	MPF_T	VirB5	Eex_IncN	27446..27703	85	67.6	eex_occupied
NZ_CP053924.1	MPF_T	VirB5		26127..27314	395		candidate
NZ_CP053984.1	MPF_T	VirB5	TrbK_RP4	21667..21888	73	92.0	eex_occupied
NZ_CP054022.1	MPF_T	VirB5	Eex_IncN	1088295..1088528	77	74.3	eex_occupied
NZ_CP054028.1	MPF_T	VirB5	Eex_IncN	1402763..1402996	77	73.7	eex_occupied
NZ_CP054032.1	MPF_T	VirB5	Eex_IncN	923522..923755	77	72.8	eex_occupied
NZ_CP054046.1	MPF_T	VirB5		34566..34817	83		candidate
NZ_CP054130.1	MPF_T	VirB5	Eex_IncN	13185..13442	85	67.6	eex_occupied
NZ_CP054148.1	MPF_T	VirB5		212769..212996	75		candidate
NZ_CP054267.1	MPF_T	VirB5	Eex_IncN	19989..20246	85	67.6	eex_occupied
NZ_CP054272.1	MPF_T	VirB5	Eex_IncN	6507..6734	75	69.5	eex_occupied
NZ_CP054273.1	MPF_T	VirB5	Eex_IncN	18783..19040	85	67.6	eex_occupied
NZ_CP054284.1	MPF_T	VirB5	Eex_IncN	27695..27931	78	65.6	eex_occupied
NZ_CP054296.1	MPF_T	VirB5	Eex_IncN	16958..17206	82	74.3	eex_occupied
NZ_CP054370.1	MPF_T	VirB5	Eex_IncN	15726..15962	78	65.7	eex_occupied
NZ_CP054409.1	MPF_T	VirB5	Eex_IncN	35723..35980	85	67.6	eex_occupied
NZ_CP054412.1	MPF_T	VirB5	Eex_IncN	42633..42890	85	67.6	eex_occupied
NZ_CP054602.1	MPF_T	VirB5		20666..21094	142		candidate
NZ_CP054603.1	MPF_T	VirB5		29812..30465	217		candidate
NZ_CP054604.1	MPF_T	VirB5		177570..178223	217		candidate
NZ_CP054607.1	MPF_T	VirB5		26266..26919	217		candidate
NZ_CP054841.1	MPF_T	VirB5		5743..7488	581		candidate
NZ_CP054842.1	MPF_T	VirB5		7545..7757	70		candidate
NZ_CP055026.1	MPF_T	VirB5	Eex_IncN	19365..19625	86	67.8	eex_occupied
NZ_CP055042.1	MPF_T	VirB5	Eex_IncN	20394..20678	94	54.6	eex_occupied
NZ_CP055043.1	MPF_T	VirB5	Eex_IncN	26614..26874	86	67.8	eex_occupied
NZ_CP055050.1	MPF_T	VirB5	Eex_IncN	37121..37381	86	67.8	eex_occupied
NZ_CP055054.1	MPF_T	VirB5	Eex_IncN	20001..20237	78	65.6	eex_occupied
NZ_CP055072.1	MPF_T	VirB5		30503..32062	519		candidate
NZ_CP055073.1	MPF_T	VirB5	Eex_IncN	21581..21841	86	67.8	eex_occupied
NZ_CP055078.1	MPF_T	VirB5	Eex_IncN	22428..22655	75	70.0	eex_occupied
NZ_CP055079.1	MPF_T	VirB5	Eex_IncN	31331..31594	87	76.9	eex_occupied
NZ_CP055102.1	MPF_T	VirB5	Eex_IncN	51825..52049	74	67.6	eex_occupied
NZ_CP055103.1	MPF_T	VirB5	TrbK_RP4	39472..39645	57	26.1	eex_occupied
NZ_CP055182.1	MPF_T	VirB5	Eex_IncN	84414..84698	94	54.6	eex_occupied
NZ_CP055183.1	MPF_T	VirB5	Eex_IncN	4601..4861	86	67.8	eex_occupied
NZ_CP055185.1	MPF_T	VirB5	Eex_IncN	37121..37381	86	67.8	eex_occupied
NZ_CP055250.1	MPF_T	VirB5	Eex_IncN	6427..6684	85	67.6	eex_occupied
NZ_CP055253.1	MPF_T	VirB5	Eex_IncN	56608..56832	74	68.1	eex_occupied
NZ_CP055257.1	MPF_T	VirB5	Eex_IncN	57382..57636	84	62.5	eex_occupied
NZ_CP055260.1	MPF_T	VirB5	Eex_IncN	53863..54087	74	68.1	eex_occupied
NZ_CP055271.1	MPF_T	VirB5		198384..198611	75		candidate
NZ_CP055272.1	MPF_T	VirB5		194610..194828	72		candidate
NZ_CP055273.1	MPF_T	VirB5		143964..144191	75		candidate
NZ_CP055274.1	MPF_T	VirB5		87871..89139	422		candidate
NZ_CP055298.1	MPF_T	VirB5	Eex_IncN	9953..10183	76	71.4	eex_occupied
NZ_CP055413.1	MPF_T	VirB5		265474..265800	108		candidate
NZ_CP055513.1	MPF_T	VirB5	Eex_IncN	28333..28560	75	81.3	eex_occupied
NZ_CP055584.1	MPF_T	VirB5	Eex_IncN	47534..47812	92	61.5	eex_occupied
NZ_CP056031.1	MPF_T	VirB5		3443..3622	59		candidate
NZ_CP056038.1	MPF_T	VirB5	Eex_IncN	21463..21690	75	70.7	eex_occupied
NZ_CP056045.1	MPF_T	VirB5		364671..364898	75		candidate
NZ_CP056046.1	MPF_T	VirB5		252621..252848	75		candidate
NZ_CP056050.1	MPF_T	VirB5		364672..364899	75		candidate
NZ_CP056051.1	MPF_T	VirB5		252621..252848	75		candidate
NZ_CP056187.1	MPF_T	VirB5	Eex_IncN	27781..28047	88	64.7	eex_occupied
NZ_CP056211.1	MPF_T	VirB5	Eex_IncN	37407..37664	85	71.7	eex_occupied
NZ_CP056254.1	MPF_T	VirB5	Eex_IncN	35538..35795	85	69.7	eex_occupied
NZ_CP056261.1	MPF_T	VirB5	Eex_IncN	15880..16137	85	67.6	eex_occupied
NZ_CP056271.1	MPF_T	VirB5	Eex_IncN	64620..64877	85	69.7	eex_occupied
NZ_CP056311.1	MPF_T	VirB5	Eex_IncN	29534..29761	75	81.3	eex_occupied
NZ_CP056324.1	MPF_T	VirB5	Eex_IncN	24404..24673	89	61.3	eex_occupied
NZ_CP056335.1	MPF_T	VirB5	Eex_IncN	57335..57619	94	54.6	eex_occupied
NZ_CP056428.1	MPF_T	VirB5	Eex_IncN	18683..18910	75	80.8	eex_occupied
NZ_CP056437.1	MPF_T	VirB5	Eex_IncN	35659..35916	85	69.7	eex_occupied
NZ_CP056467.1	MPF_T	VirB5	Eex_IncN	47534..47812	92	61.5	eex_occupied
NZ_CP056485.1	MPF_T	VirB5	Eex_IncN	44205..44483	92	61.5	eex_occupied
NZ_CP056511.1	MPF_T	VirB5	Eex_IncN	55207..55449	80	80.1	eex_occupied
NZ_CP056518.1	MPF_T	VirB5	Eex_IncN	31413..31682	89	61.3	eex_occupied
NZ_CP056587.1	MPF_T	VirB5		132910..133236	108		candidate
NZ_CP056638.1	MPF_T	VirB5	Eex_IncN	52392..52628	78	65.6	eex_occupied
NZ_CP056639.1	MPF_T	VirB5	Eex_IncN	33872..34129	85	69.7	eex_occupied
NZ_CP056828.1	MPF_T	VirB5		64191..64517	108		candidate
NZ_CP057231.1	MPF_T	VirB5	Eex_IncN	20831..21115	94	70.4	eex_occupied
NZ_CP057240.1	MPF_T	VirB5	Eex_IncN	20831..21115	94	70.4	eex_occupied
NZ_CP057318.1	MPF_T	VirB5	Eex_IncN	19887..20114	75	69.5	eex_occupied
NZ_CP057569.1	MPF_T	VirB5	TrbK_RP4	37252..37425	57	26.1	eex_occupied
NZ_CP057724.1	MPF_T	VirB5	Eex_IncN	19924..20151	75	69.5	eex_occupied
NZ_CP058130.1	MPF_T	VirB5	Eex_IncN	24099..24326	75	69.5	eex_occupied
NZ_CP058148.1	MPF_T	VirB5	Eex_IncN	24210..24437	75	69.5	eex_occupied
NZ_CP058208.1	MPF_T	VirB5	Eex_IncN	13918..14145	75	70.7	eex_occupied
NZ_CP058294.1	MPF_T	VirB5		4847..5845	332		candidate
NZ_CP058300.1	MPF_T	VirB5		23183..24181	332		candidate
NZ_CP058303.1	MPF_T	VirB5	Eex_IncN	53863..54087	74	68.1	eex_occupied
NZ_CP058328.1	MPF_T	VirB5	Eex_IncN	37609..37866	85	67.6	eex_occupied
NZ_CP058527.1	MPF_T	VirB5	Eex_IncN	335860..336090	76	66.0	eex_occupied
NZ_CP058621.1	MPF_T	VirB5	Eex_IncN	40768..41025	85	67.6	eex_occupied
NZ_CP058653.1	MPF_T	VirB5	Eex_IncN	71143..71391	82	74.3	eex_occupied
NZ_CP058664.1	MPF_T	VirB5	Eex_IncN	41813..42070	85	67.6	eex_occupied
NZ_CP058685.1	MPF_T	VirB5		9844..10455	203		candidate
NZ_CP058710.1	MPF_T	VirB5		18711..20270	519		candidate
NZ_CP058721.1	MPF_T	VirB5	Eex_IncN	82379..82606	75	70.7	eex_occupied
NZ_CP058723.1	MPF_T	VirB5		29555..31114	519		candidate
NZ_CP058728.1	MPF_T	VirB5		27648..29207	519		candidate
NZ_CP058751.1	MPF_T	VirB5	Eex_IncN	48227..48454	75	69.5	eex_occupied
NZ_CP058761.1	MPF_T	VirB5	Eex_IncN	24846..25073	75	69.5	eex_occupied
NZ_CP058762.1	MPF_T	VirB5	Eex_IncN	22503..22730	75	81.3	eex_occupied
NZ_CP058774.1	MPF_T	VirB5	Eex_IncN	24846..25073	75	69.5	eex_occupied
